#PearsID, Field, RA, DEC, zspec, zp_minchi2, zspz_minchi2, zg_minchi2, zp, zspz, zg, zp_zerr_low, zp_zerr_up, zspz_zerr_low, zspz_zerr_up, zg_zerr_low, zg_zerr_up, zp_min_chi2, zspz_min_chi2, zg_min_chi2, zp_bestalpha, zspz_bestalpha, zg_bestalpha, zp_model_idx, zspz_model_idx, zg_model_idx, zp_age, zp_tau, zp_av, zspz_age, zspz_tau, zspz_av, zg_age, zg_tau, zg_av, zp_template_ms, zp_ms, zp_sfr, zp_uv, zp_vj, zspz_template_ms, zspz_ms, zspz_sfr, zspz_uv, zspz_vj, zg_template_ms, zg_ms, zg_sfr, zg_uv, zg_vj
125478, 'GOODS-S', 53.1006969, -27.70305, -99., 1.47, -99., -99., nan, -99., -99., 1.47, 1.47, -99., -99., -99., -99., 21655.8, -99., -99., 1.74e+11, -99., -99., 435, -99, -99, 9.06, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5354, 9.307e+10, 0., 0.3401, 0.9801, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
125493, 'GOODS-S', 53.0344732, -27.703264, -99., 1.54, -99., -99., 1.56, -99., -99., 1.52, 1.68, -99., -99., -99., -99., 9.19, -99., -99., 7.07e+10, -99., -99., 7091, -99, -99, 9.41, 1., 0.37, -99., -99., -99., -99., -99., -99., 0.5057, 3.577e+10, 0., 0.4979, 1.6551, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
96453, 'GOODS-N', 189.4085402, 62.288058, -99., 1.01, -99., -99., nan, -99., -99., 1.01, 1.01, -99., -99., -99., -99., 35843.6, -99., -99., 2.99e+11, -99., -99., 435, -99, -99, 9.06, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5354, 1.601e+11, 0., 0.3401, 0.9801, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
89573, 'GOODS-N', 189.2496182, 62.274447, -99., 0.95, -99., -99., 1.01, -99., -99., 0.95, 0.95, -99., -99., -99., -99., 60.78, -99., -99., 2.32e+11, -99., -99., 828, -99, -99, 9.7, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.3808, 8.85e+10, 0., 1.7535, 2.832, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
109151, 'GOODS-S', 53.1409173, -27.736119, 0.667, 0.66, -99., -99., 0.66, -99., -99., 0.66, 0.66, -99., -99., -99., -99., 23.53, -99., -99., 1.03e+11, -99., -99., 19399, -99, -99, 9.65, 1., 1.29, -99., -99., -99., -99., -99., -99., 0.4896, 5.035e+10, 0., 1.1272, 2.1305, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
56663, 'GOODS-N', 189.1857923, 62.217938, -99., 0.53, -99., -99., 0.52, -99., -99., 0.53, 0.53, -99., -99., -99., -99., 188.4, -99., -99., 1.1e+11, -99., -99., 37001, -99, -99, 9.89, 3.98, 2.58, -99., -99., -99., -99., -99., -99., 0.409, 4.516e+10, 0., 0.9586, 2.1958, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
32497, 'GOODS-N', 189.1665811, 62.174797, -99., 0.98, -99., -99., 0.98, -99., -99., 0.98, 0.98, -99., -99., -99., -99., 76.09, -99., -99., 1.91e+11, -99., -99., 36738, -99, -99, 9.54, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.4715, 8.983e+10, 0., 0.8591, 2.0722, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
36418, 'GOODS-N', 189.1941824, 62.180293, 0.94, 0.94, -99., -99., 1.08, -99., -99., 0.94, 1.1, -99., -99., -99., -99., 125.18, -99., -99., 1.76e+11, -99., -99., 831, -99, -99, 9.76, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.3721, 6.553e+10, 0., 1.2556, 2.6144, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
104850, 'GOODS-S', 53.1249568, -27.734674, 0.076, 4.32, -99., -99., nan, -99., -99., 4.32, 4.32, -99., -99., -99., -99., 4383310.39, -99., -99., 8.42e+12, -99., -99., 764, -99, -99, 7.52, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.6889, 5.8e+12, 0., -0.5941, 1.8838, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
121420, 'GOODS-S', 53.1163993, -27.712705, 1.613, 1.51, -99., -99., 1.53, -99., -99., 1.51, 1.55, -99., -99., -99., -99., 4.29, -99., -99., 1.46e+11, -99., -99., 4388, -99, -99, 9.51, 0.398, 0.18, -99., -99., -99., -99., -99., -99., 0.5065, 7.409e+10, 0., 1.176, 2.0104, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
86117, 'GOODS-S', 53.1461664, -27.77988, -99., 2.48, -99., -99., 2.47, -99., -99., 2.45, 2.56, -99., -99., -99., -99., 3.75, -99., -99., 1.6e+11, -99., -99., 36481, -99, -99, 9.28, 0.631, 2.58, -99., -99., -99., -99., -99., -99., 0.5375, 8.601e+10, 0., 0.8505, 1.9548, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
70471, 'GOODS-N', 189.1482769, 62.240003, 2.015, 4.24, -99., -99., nan, -99., -99., 4.23, 5.89, -99., -99., -99., -99., 3570.08, -99., -99., 2.24e+12, -99., -99., 793, -99, -99, 8.51, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5565, 1.247e+12, 0., 0.3442, 2.0651, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
56691, 'GOODS-S', 53.1617509, -27.832293, 0.241, 1.45, -99., -99., nan, -99., -99., 1.45, 1.45, -99., -99., -99., -99., 19361.66, -99., -99., 8.23e+11, -99., -99., 70, -99, -99, 9.23, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.4906, 4.039e+11, 0., 0.2913, 1.1228, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
133150, 'GOODS-S', 53.0881385, -27.685179, 1.117, 1.17, -99., -99., 1.15, -99., -99., 1.1, 1.2, -99., -99., -99., -99., 68.4, -99., -99., 6.19e+11, -99., -99., 36619, -99, -99, 9.65, 1., 2.58, -99., -99., -99., -99., -99., -99., 0.4896, 3.029e+11, 0., 1.2953, 2.3316, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
74987, 'GOODS-N', 189.2407802, 62.2486, 0.849, 0.94, -99., -99., 0.92, -99., -99., 0.94, 0.94, -99., -99., -99., -99., 159.98, -99., -99., 2.08e+11, -99., -99., 36742, -99, -99, 9.65, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.4768, 9.918e+10, 0., 1.0202, 2.1948, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
21592, 'GOODS-S', 53.1459236, -27.901462, 0.67, 0.68, -99., -99., 0.68, -99., -99., 0.68, 0.68, -99., -99., -99., -99., 6.6, -99., -99., 9.25e+10, -99., -99., 6977, -99, -99, 9.68, 0.631, 0.37, -99., -99., -99., -99., -99., -99., 0.4813, 4.452e+10, 0., 1.2815, 2.0993, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
94867, 'GOODS-N', 189.182958, 62.284898, -99., 0.66, -99., -99., 0.63, -99., -99., 0.59, 0.68, -99., -99., -99., -99., 830.53, -99., -99., 1.17e+11, -99., -99., 36749, -99, -99, 9.8, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.4656, 5.427e+10, 0., 1.2836, 2.3477, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
123419, 'GOODS-S', 53.1306453, -27.707878, -99., 2.72, -99., -99., 2.13, -99., -99., 1.45, 2.75, -99., -99., -99., -99., 21.04, -99., -99., 1.54e+11, -99., -99., 1920, -99, -99, 9.32, 0.398, 0., -99., -99., -99., -99., -99., -99., 0.5413, 8.34e+10, 0., 0.8006, 1.7268, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
83499, 'GOODS-N', 189.197312, 62.274485, 0.871, 0.81, -99., -99., 0.82, -99., -99., 0.81, 0.81, -99., -99., -99., -99., 34.64, -99., -99., 9.98e+10, -99., -99., 683, -99, -99, 9.16, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5406, 5.394e+10, 0., 1.2179, 2.0393, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
125098, 'GOODS-N', 189.3846421, 62.342237, -99., 1.2, -99., -99., 1.21, -99., -99., 1.2, 1.2, -99., -99., -99., -99., 229.04, -99., -99., 1.05e+11, -99., -99., 36475, -99, -99, 9.11, 0.631, 2.58, -99., -99., -99., -99., -99., -99., 0.5241, 5.485e+10, 0., 0.622, 1.7616, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
124386, 'GOODS-N', 189.3902768, 62.34451, 0.841, 0.87, -99., -99., 0.85, -99., -99., 0.82, 0.87, -99., -99., -99., -99., 21.12, -99., -99., 1.46e+11, -99., -99., 36749, -99, -99, 9.8, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.4656, 6.781e+10, 0., 1.2836, 2.3477, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
109794, 'GOODS-S', 53.1431093, -27.730585, 0.667, 0.67, -99., -99., 0.67, -99., -99., 0.67, 0.67, -99., -99., -99., -99., 12.87, -99., -99., 8.82e+10, -99., -99., 6973, -99, -99, 9.57, 0.631, 0.37, -99., -99., -99., -99., -99., -99., 0.5006, 4.414e+10, 0., 1.1248, 2.0248, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
23144, 'GOODS-S', 53.1906068, -27.900356, 1.405, 1.38, -99., -99., 1.37, -99., -99., 1.33, 1.41, -99., -99., -99., -99., 8.81, -99., -99., 1.28e+11, -99., -99., 22351, -99, -99, 9.65, 6.31, 1.47, -99., -99., -99., -99., -99., -99., 0.2698, 3.443e+10, 0., 0.5064, 1.7797, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
90142, 'GOODS-N', 189.280668, 62.278415, -99., 0.98, -99., -99., 0.98, -99., -99., 0.92, 1.04, -99., -99., -99., -99., 19.3, -99., -99., 1.76e+11, -99., -99., 36624, -99, -99, 9.76, 1., 2.58, -99., -99., -99., -99., -99., -99., 0.4708, 8.273e+10, 0., 1.4955, 2.4271, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
119545, 'GOODS-S', 53.1231446, -27.715535, 1.457, 1.47, -99., -99., 1.46, -99., -99., 1.4, 1.52, -99., -99., -99., -99., 9.03, -99., -99., 1.29e+11, -99., -99., 22227, -99, -99, 9.63, 3.98, 1.47, -99., -99., -99., -99., -99., -99., 0.3471, 4.475e+10, 0., 0.5481, 1.8073, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
95761, 'GOODS-N', 189.276976, 62.291422, 0.299, 0.39, -99., -99., nan, -99., -99., 0.34, 0.4, -99., -99., -99., -99., 3951.1, -99., -99., 1.83e+11, -99., -99., 22247, -99, -99, 9.97, 3.98, 1.47, -99., -99., -99., -99., -99., -99., 0.4166, 7.61e+10, 0., 0.9055, 2.0946, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
58291, 'GOODS-S', 53.1501818, -27.834528, -99., 1.51, -99., -99., 1.56, -99., -99., 1.51, 1.55, -99., -99., -99., -99., 19.2, -99., -99., 1.32e+11, -99., -99., 23066, -99, -99, 9.01, 0.01, 1.66, -99., -99., -99., -99., -99., -99., 0.5801, 7.657e+10, 0., 0.9886, 1.7542, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
135087, 'GOODS-S', 53.0807722, -27.681003, 0.682, 3.24, -99., -99., nan, -99., -99., 3.23, 3.24, -99., -99., -99., -99., 3056.58, -99., -99., 2.42e+12, -99., -99., 63, -99, -99, 8.91, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5471, 1.323e+12, 0., 0.0675, 0.593, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
47814, 'GOODS-N', 189.2395004, 62.202938, 0.67, 0.68, -99., -99., 0.68, -99., -99., 0.68, 0.68, -99., -99., -99., -99., 19.95, -99., -99., 2.12e+11, -99., -99., 14485, -99, -99, 9.78, 1., 0.92, -99., -99., -99., -99., -99., -99., 0.4672, 9.899e+10, 0., 1.321, 2.1857, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
108892, 'GOODS-S', 53.0779324, -27.736875, -99., 1., -99., -99., 0.97, -99., -99., 0.96, 1., -99., -99., -99., -99., 26.51, -99., -99., 1.26e+11, -99., -99., 4643, -99, -99, 9.74, 1., 0.18, -99., -99., -99., -99., -99., -99., 0.4744, 5.963e+10, 0., 1.1396, 2.0383, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
74776, 'GOODS-N', 189.184802, 62.248041, 1.487, 1.47, -99., -99., 1.47, -99., -99., 1.35, 1.62, -99., -99., -99., -99., 34.71, -99., -99., 1.07e+12, -99., -99., 37602, -99, -99, 9.63, 39.8, 2.58, -99., -99., -99., -99., -99., -99., 0.0546, 5.812e+10, 0., 0.5838, 1.8908, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
46520, 'GOODS-S', 53.1667065, -27.853942, 1.24, 1.81, -99., -99., 1.61, -99., -99., 1.39, 1.91, -99., -99., -99., -99., 22.86, -99., -99., 8.89e+10, -99., -99., 9678, -99, -99, 9.54, 1.58, 0.55, -99., -99., -99., -99., -99., -99., 0.4715, 4.19e+10, 0., 0.5297, 1.7356, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
121227, 'GOODS-S', 53.059628, -27.71191, 1.188, 1.25, -99., -99., 1.24, -99., -99., 1.16, 1.29, -99., -99., -99., -99., 20.13, -99., -99., 1.31e+11, -99., -99., 36866, -99, -99, 9.68, 2.51, 2.58, -99., -99., -99., -99., -99., -99., 0.4347, 5.686e+10, 0., 0.861, 2.1025, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
129096, 'GOODS-S', 53.0946905, -27.694627, 1.519, 1.56, -99., -99., 1.55, -99., -99., 1.44, 1.66, -99., -99., -99., -99., 31.65, -99., -99., 1.29e+11, -99., -99., 14723, -99, -99, 9.6, 2.51, 0.92, -99., -99., -99., -99., -99., -99., 0.4199, 5.415e+10, 0., 0.5207, 1.7592, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
92378, 'GOODS-N', 189.1805813, 62.28128, -99., 1.01, -99., -99., 0.98, -99., -99., 0.97, 1.05, -99., -99., -99., -99., 119.67, -99., -99., 2.54e+11, -99., -99., 36746, -99, -99, 9.74, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.472, 1.199e+11, 0., 1.1731, 2.2885, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
101097, 'GOODS-S', 53.1410115, -27.755063, 2.13, 2.05, -99., -99., 2.02, -99., -99., 1.99, 2.1, -99., -99., -99., -99., 12.24, -99., -99., 2.1e+11, -99., -99., 36982, -99, -99, 9.48, 3.98, 2.58, -99., -99., -99., -99., -99., -99., 0.2945, 6.179e+10, 0., 0.6033, 1.876, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
22313, 'GOODS-S', 53.1652346, -27.901755, -99., 1.3, -99., -99., 1.29, -99., -99., 1.29, 1.31, -99., -99., -99., -99., 11.39, -99., -99., 7.84e+10, -99., -99., 26893, -99, -99, 9.4, 1.58, 1.84, -99., -99., -99., -99., -99., -99., 0.4441, 3.484e+10, 0., 0.5864, 1.7918, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
68773, 'GOODS-N', 189.2203459, 62.245579, 0.321, 0.35, -99., -99., 0.35, -99., -99., 0.35, 0.35, -99., -99., -99., -99., 1063.95, -99., -99., 1.76e+11, -99., -99., 14483, -99, -99, 9.74, 1., 0.92, -99., -99., -99., -99., -99., -99., 0.4744, 8.327e+10, 0., 1.2494, 2.1543, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
117391, 'GOODS-S', 53.0876734, -27.71948, -99., 0.68, -99., -99., nan, -99., -99., 0.67, 0.68, -99., -99., -99., -99., 3066.95, -99., -99., 8.34e+10, -99., -99., 468, -99, -99, 9.86, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.4041, 3.372e+10, 0., 0.6267, 1.3565, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
64639, 'GOODS-N', 189.2157804, 62.231633, 0.557, 0.64, -99., -99., 0.64, -99., -99., 0.62, 0.66, -99., -99., -99., -99., 721.28, -99., -99., 2.17e+11, -99., -99., 37246, -99, -99, 9.88, 10., 2.58, -99., -99., -99., -99., -99., -99., 0.2601, 5.647e+10, 0., 0.7594, 2.0579, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
89031, 'GOODS-S', 53.1016142, -27.773408, 0.895, 0.9, -99., -99., 0.89, -99., -99., 0.9, 0.9, -99., -99., -99., -99., 3.34, -99., -99., 8.04e+10, -99., -99., 6847, -99, -99, 9.48, 0.398, 0.37, -99., -99., -99., -99., -99., -99., 0.5128, 4.124e+10, 0., 1.1332, 1.993, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
117344, 'GOODS-S', 53.1510529, -27.717363, -99., 1.16, -99., -99., nan, -99., -99., 1.16, 1.16, -99., -99., -99., -99., 359251.59, -99., -99., 6.91e+11, -99., -99., 435, -99, -99, 9.06, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5354, 3.702e+11, 0., 0.3401, 0.9801, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
53042, 'GOODS-N', 189.1364946, 62.212208, -99., 0.69, -99., -99., 0.67, -99., -99., 0.65, 0.69, -99., -99., -99., -99., 189.04, -99., -99., 1.82e+11, -99., -99., 36746, -99, -99, 9.74, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.472, 8.608e+10, 0., 1.1731, 2.2885, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
34967, 'GOODS-N', 189.1353067, 62.184825, -99., 0.48, -99., -99., 0.48, -99., -99., 0.48, 0.48, -99., -99., -99., -99., 113.61, -99., -99., 4.2e+11, -99., -99., 36757, -99, -99, 9.92, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.4474, 1.878e+11, 0., 1.5378, 2.4694, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
69648, 'GOODS-S', 53.1652787, -27.814065, 3.887, 3.02, -99., -99., 3.04, -99., -99., 2.96, 3.02, -99., -99., -99., -99., 22.59, -99., -99., 2.81e+11, -99., -99., 33640, -99, -99, 8.81, 0.158, 2.39, -99., -99., -99., -99., -99., -99., 0.6198, 1.74e+11, 0., 0.6015, 1.5672, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
70857, 'GOODS-N', 189.1161525, 62.246957, 0.68, 0.7, -99., -99., 0.69, -99., -99., 0.68, 0.7, -99., -99., -99., -99., 75.08, -99., -99., 3.24e+11, -99., -99., 36625, -99, -99, 9.78, 1., 2.58, -99., -99., -99., -99., -99., -99., 0.4672, 1.516e+11, 0., 1.5277, 2.4415, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
84065, 'GOODS-S', 53.1334704, -27.775825, -99., 1.35, -99., -99., nan, -99., -99., 1.35, 1.35, -99., -99., -99., -99., 5192170.67, -99., -99., 4.53e+12, -99., -99., 435, -99, -99, 9.06, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5354, 2.428e+12, 0., 0.3401, 0.9801, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
98131, 'GOODS-N', 189.254233, 62.291574, 0.71, 0.67, -99., -99., 0.71, -99., -99., 0.67, 0.67, -99., -99., -99., -99., 22.51, -99., -99., 7.73e+10, -99., -99., 692, -99, -99, 9.36, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.5045, 3.9e+10, 0., 1.4108, 2.2279, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
117608, 'GOODS-S', 53.0816361, -27.717718, 0.64, 0.73, -99., -99., 0.73, -99., -99., 0.73, 0.73, -99., -99., -99., -99., 95.35, -99., -99., 6.25e+10, -99., -99., 9175, -99, -99, 9.28, 0.251, 0.55, -99., -99., -99., -99., -99., -99., 0.5445, 3.403e+10, 0., 0.9828, 1.8388, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
82141, 'GOODS-N', 189.195261, 62.261281, -99., 0.87, -99., -99., 0.87, -99., -99., 0.87, 0.89, -99., -99., -99., -99., 27.42, -99., -99., 1.16e+11, -99., -99., 24691, -99, -99, 9.72, 3.98, 1.66, -99., -99., -99., -99., -99., -99., 0.3746, 4.344e+10, 0., 0.652, 1.9066, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
27686, 'GOODS-S', 53.1645035, -27.890389, 2.123, 2.12, -99., -99., 2.12, -99., -99., 2.12, 2.12, -99., -99., -99., -99., 169.83, -99., -99., 4.28e+12, -99., -99., 8183, -99, -99, 9.01, 63.1, 0.37, -99., -99., -99., -99., -99., -99., 0.0101, 4.347e+10, 0., -0.1012, 1.1789, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
129651, 'GOODS-S', 53.0610389, -27.693508, 1.339, 1.31, -99., -99., 1.3, -99., -99., 1.29, 1.32, -99., -99., -99., -99., 5.97, -99., -99., 1.8e+11, -99., -99., 6849, -99, -99, 9.54, 0.398, 0.37, -99., -99., -99., -99., -99., -99., 0.5007, 9.027e+10, 0., 1.246, 2.0724, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
113529, 'GOODS-N', 189.3738361, 62.326302, 0.318, 0.36, -99., -99., 0.35, -99., -99., 0.36, 0.36, -99., -99., -99., -99., 939.64, -99., -99., 2.e+11, -99., -99., 11896, -99, -99, 9.65, 0.631, 0.74, -99., -99., -99., -99., -99., -99., 0.4859, 9.724e+10, 0., 1.2992, 2.1437, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
88929, 'GOODS-N', 189.2792124, 62.274477, -99., 0.96, -99., -99., 0.96, -99., -99., 0.95, 0.96, -99., -99., -99., -99., 3.1, -99., -99., 6.97e+10, -99., -99., 10773, -99, -99, 9.26, 0.01, 0.74, -99., -99., -99., -99., -99., -99., 0.5314, 3.702e+10, 0., 1.0762, 1.9204, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
109967, 'GOODS-S', 53.1558608, -27.735275, 1.017, 1.05, -99., -99., 1.03, -99., -99., 0.97, 1.09, -99., -99., -99., -99., 57.34, -99., -99., 1.45e+11, -99., -99., 36866, -99, -99, 9.68, 2.51, 2.58, -99., -99., -99., -99., -99., -99., 0.4347, 6.293e+10, 0., 0.861, 2.1025, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
35902, 'GOODS-S', 53.1890255, -27.875563, -99., 2.12, -99., -99., 2.13, -99., -99., 2.03, 2.21, -99., -99., -99., -99., 12.04, -99., -99., 1.07e+12, -99., -99., 37474, -99, -99, 9.48, 25.1, 2.58, -99., -99., -99., -99., -99., -99., 0.0633, 6.763e+10, 0., 0.5247, 1.8182, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
98048, 'GOODS-S', 53.109547, -27.76005, 1.05, 1.21, -99., -99., 1.17, -99., -99., 1.14, 1.21, -99., -99., -99., -99., 43.69, -99., -99., 1.06e+11, -99., -99., 36103, -99, -99, 8.96, 0.158, 2.58, -99., -99., -99., -99., -99., -99., 0.6027, 6.367e+10, 0., 0.8656, 1.7416, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
36989, 'GOODS-N', 189.1697691, 62.180284, -99., 0.97, -99., -99., 1.17, -99., -99., 0.97, 1.27, -99., -99., -99., -99., 65.46, -99., -99., 8.57e+10, -99., -99., 831, -99, -99, 9.76, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.3721, 3.191e+10, 0., 1.2556, 2.6144, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
45026, 'GOODS-N', 189.1799942, 62.196666, 1.007, 1.01, -99., -99., 1.01, -99., -99., 1.01, 1.01, -99., -99., -99., -99., 16.06, -99., -99., 2.08e+11, -99., -99., 36615, -99, -99, 9.54, 1., 2.58, -99., -99., -99., -99., -99., -99., 0.5028, 1.046e+11, 0., 1.0818, 2.2018, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
121967, 'GOODS-S', 53.0391611, -27.710034, 0.723, 0.71, -99., -99., 0.72, -99., -99., 0.71, 0.71, -99., -99., -99., -99., 13.02, -99., -99., 1.05e+11, -99., -99., 21990, -99, -99, 9.81, 1.58, 1.47, -99., -99., -99., -99., -99., -99., 0.4631, 4.844e+10, 0., 1.1725, 2.192, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
66167, 'GOODS-N', 189.2621447, 62.239867, 0.511, 0.5, -99., -99., 0.5, -99., -99., 0.5, 0.5, -99., -99., -99., -99., 86.52, -99., -99., 1.53e+11, -99., -99., 27038, -99, -99, 9.89, 2.51, 1.84, -99., -99., -99., -99., -99., -99., 0.4449, 6.785e+10, 0., 1.0758, 2.1977, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
82587, 'GOODS-N', 189.3466192, 62.260668, 2.243, 2.26, -99., -99., 2.26, -99., -99., 2.25, 2.27, -99., -99., -99., -99., 229.67, -99., -99., 5.96e+12, -99., -99., 37697, -99, -99, 8.71, 63.1, 2.58, -99., -99., -99., -99., -99., -99., 0.0054, 3.233e+10, 0., 0.16, 1.5239, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
62456, 'GOODS-S', 53.150729, -27.825512, 0.547, 0.65, -99., -99., nan, -99., -99., 0.65, 0.66, -99., -99., -99., -99., 7265.37, -99., -99., 3.33e+11, -99., -99., 37000, -99, -99, 9.88, 3.98, 2.58, -99., -99., -99., -99., -99., -99., 0.407, 1.354e+11, 0., 0.9411, 2.1827, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
98044, 'GOODS-N', 189.2235448, 62.290092, 2.187, 2.09, -99., -99., 2.1, -99., -99., 2.06, 2.11, -99., -99., -99., -99., 2.76, -99., -99., 1.24e+12, -99., -99., 17909, -99, -99, 9.3, 39.8, 1.1, -99., -99., -99., -99., -99., -99., 0.029, 3.605e+10, 0., 0.214, 1.4745, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
17022, 'GOODS-S', 53.1918766, -27.91243, 0.733, 0.71, -99., -99., 0.7, -99., -99., 0.71, 0.71, -99., -99., -99., -99., 10.04, -99., -99., 1.14e+11, -99., -99., 9567, -99, -99, 9.81, 1., 0.55, -99., -99., -99., -99., -99., -99., 0.4604, 5.263e+10, 0., 1.3318, 2.1522, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
127133, 'GOODS-S', 53.0632442, -27.69962, 2.406, 2.42, -99., -99., 2.25, -99., -99., 2.02, 2.47, -99., -99., -99., -99., 11.05, -99., -99., 2.6e+11, -99., -99., 36734, -99, -99, 9.41, 1.58, 2.58, -99., -99., -99., -99., -99., -99., 0.4484, 1.167e+11, 0., 0.7045, 1.9273, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
12947, 'GOODS-S', 53.2069213, -27.915001, -99., 1.41, -99., -99., nan, -99., -99., 1.41, 1.41, -99., -99., -99., -99., 30628351.71, -99., -99., 5.52e+12, -99., -99., 425, -99, -99, 8.56, -99., -91.16, -99., -99., -99., -99., -99., -99., 0.61, 3.365e+12, 0., 0.0669, 0.6557, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
113447, 'GOODS-S', 53.0642266, -27.727642, 1.601, 1.46, -99., -99., 1.47, -99., -99., 1.41, 1.53, -99., -99., -99., -99., 6.03, -99., -99., 3.26e+11, -99., -99., 32928, -99, -99, 9.63, 0.01, 2.39, -99., -99., -99., -99., -99., -99., 0.4733, 1.545e+11, 0., 1.583, 2.4378, -99., -99., -99., -99., -99., -99., -99., -99., -99., -99.
