#   PearsID  Field  RA  DEC  zspec  zp_minchi2  zspz_minchi2  zg_minchi2  zp  zspz  zg  zp_zerr_low  zp_zerr_up  zspz_zerr_low  zspz_zerr_up  zg_zerr_low  zg_zerr_up  zp_min_chi2  zspz_min_chi2  zg_min_chi2  zp_bestalpha  zspz_bestalpha  zg_bestalpha  zp_model_idx  zspz_model_idx  zg_model_idx  zp_age  zp_tau  zp_av  zspz_age  zspz_tau  zspz_av  zg_age  zg_tau  zg_av  zp_template_ms  zp_ms  zp_uv  zp_vj
90726 GOODS-N 189.1506250 62.282418 0.2970 0.53 -99.00 -99.00 0.50 -99.00 -99.00 0.48 0.55 -99.00 -99.00 -99.00 -99.00 68.91 -99.00 -99.00 6.450e+10 -9.900e+01 -9.900e+01 5146 -99 -99 9.920e+00 6.310e+00 0.18 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.4862 3.136e+10 -0.5578 1.7539
22402 GOODS-S 53.1418670 -27.901909 0.8230 0.69 -99.00 -99.00 0.68 -99.00 -99.00 0.61 0.74 -99.00 -99.00 -99.00 -99.00 13.02 -99.00 -99.00 5.280e+10 -9.900e+01 -9.900e+01 4896 -99 -99 9.860e+00 2.510e+00 0.18 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6250 3.302e+10 -0.5314 1.9166
107136 GOODS-S 53.1073470 -27.741929 0.8910 4.90 -99.00 -99.00 4.88 -99.00 -99.00 4.89 4.92 -99.00 -99.00 -99.00 -99.00 27.17 -99.00 -99.00 1.880e+13 -9.900e+01 -9.900e+01 33641 -99 -99 8.860e+00 1.580e-01 2.39 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7519 1.413e+13 -0.2661 1.6159
90298 GOODS-S 53.1033350 -27.771633 1.3060 1.27 -99.00 -99.00 1.29 -99.00 -99.00 1.25 1.30 -99.00 -99.00 -99.00 -99.00 2.64 -99.00 -99.00 3.290e+11 -9.900e+01 -9.900e+01 9437 -99 -99 9.680e+00 6.310e-01 0.55 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6657 2.192e+11 -0.4038 2.1435
25423 GOODS-S 53.1387800 -27.888097 0.1410 0.10 -99.00 -99.00 0.09 -99.00 -99.00 0.09 0.10 -99.00 -99.00 -99.00 -99.00 10.71 -99.00 -99.00 9.480e+08 -9.900e+01 -9.900e+01 2170 -99 -99 9.400e+00 1.000e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6529 6.191e+08 -0.5226 1.5818
103422 GOODS-S 53.1073840 -27.749806 0.8320 1.03 -99.00 -99.00 1.04 -99.00 -99.00 1.03 1.04 -99.00 -99.00 -99.00 -99.00 77.58 -99.00 -99.00 7.760e+10 -9.900e+01 -9.900e+01 36706 -99 -99 8.360e+00 1.580e+00 2.58 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.1106 8.587e+09 -0.5134 1.5132
43224 GOODS-N 189.1619590 62.191281 -99.0000 0.49 -99.00 -99.00 0.53 -99.00 -99.00 0.43 0.54 -99.00 -99.00 -99.00 -99.00 0.52 -99.00 -99.00 2.610e+09 -9.900e+01 -9.900e+01 9783 -99 -99 9.060e+00 2.510e+00 0.55 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.2777 7.250e+08 -0.4735 1.2712
98420 GOODS-N 189.3300090 62.291136 -99.0000 1.01 -99.00 -99.00 0.99 -99.00 -99.00 0.93 1.04 -99.00 -99.00 -99.00 -99.00 20.96 -99.00 -99.00 3.760e+10 -9.900e+01 -9.900e+01 7594 -99 -99 9.720e+00 6.310e+00 0.37 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.3891 1.463e+10 -0.5379 1.6419
95845 GOODS-N 189.3283410 62.286039 -99.0000 0.56 -99.00 -99.00 0.59 -99.00 -99.00 0.52 0.62 -99.00 -99.00 -99.00 -99.00 0.31 -99.00 -99.00 2.360e+09 -9.900e+01 -9.900e+01 9416 -99 -99 9.160e+00 6.310e-01 0.55 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6634 1.567e+09 -0.4476 1.4909
124051 GOODS-N 189.3305780 62.339656 -99.0000 0.95 -99.00 -99.00 0.94 -99.00 -99.00 0.93 0.97 -99.00 -99.00 -99.00 -99.00 5.28 -99.00 -99.00 5.200e+10 -9.900e+01 -9.900e+01 15092 -99 -99 9.600e+00 1.000e+01 0.92 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.2320 1.206e+10 -0.5035 1.6407
71927 GOODS-S 53.1288060 -27.808953 1.8840 1.62 -99.00 -99.00 1.72 -99.00 -99.00 1.57 1.80 -99.00 -99.00 -99.00 -99.00 0.96 -99.00 -99.00 2.640e+11 -9.900e+01 -9.900e+01 10276 -99 -99 9.110e+00 1.580e+01 0.55 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0588 1.551e+10 -0.4871 1.2827
90273 GOODS-S 53.1044550 -27.768290 0.5230 0.57 -99.00 -99.00 0.57 -99.00 -99.00 0.55 0.61 -99.00 -99.00 -99.00 -99.00 1.60 -99.00 -99.00 1.780e+10 -9.900e+01 -9.900e+01 14697 -99 -99 8.760e+00 2.510e+00 0.92 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.1608 2.871e+09 -0.4662 1.2317
47265 GOODS-S 53.1856970 -27.850280 -99.0000 1.23 -99.00 -99.00 nan -99.00 -99.00 1.23 1.23 -99.00 -99.00 -99.00 -99.00 492784.12 -99.00 -99.00 1.900e+15 -9.900e+01 -9.900e+01 25338 -99 -99 7.020e+00 6.310e+01 1.66 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0002 3.030e+11 -0.7578 1.3202
45314 GOODS-S 53.1657890 -27.856155 0.6930 0.86 -99.00 -99.00 0.81 -99.00 -99.00 0.84 0.90 -99.00 -99.00 -99.00 -99.00 8.96 -99.00 -99.00 6.010e+12 -9.900e+01 -9.900e+01 25340 -99 -99 7.060e+00 6.310e+01 1.66 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0002 1.045e+09 -0.7558 1.3758
107693 GOODS-S 53.0780500 -27.737748 0.5240 0.49 -99.00 -99.00 0.50 -99.00 -99.00 0.49 0.49 -99.00 -99.00 -99.00 -99.00 17.80 -99.00 -99.00 4.970e+10 -9.900e+01 -9.900e+01 1928 -99 -99 9.510e+00 3.980e-01 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6806 3.380e+10 -0.4200 1.9937
41396 GOODS-N 189.2276570 62.190862 0.2540 0.33 -99.00 -99.00 0.32 -99.00 -99.00 0.33 0.33 -99.00 -99.00 -99.00 -99.00 113.07 -99.00 -99.00 6.820e+10 -9.900e+01 -9.900e+01 837 -99 -99 9.860e+00 -9.900e+01 -91.16 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.5755 3.923e+10 -0.4635 2.4888
84974 GOODS-N 189.2935380 62.264946 -99.0000 0.73 -99.00 -99.00 0.78 -99.00 -99.00 0.71 0.75 -99.00 -99.00 -99.00 -99.00 27.79 -99.00 -99.00 1.880e+10 -9.900e+01 -9.900e+01 2803 -99 -99 9.830e+00 1.000e+01 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.3333 6.280e+09 -0.5695 1.5993
43597 GOODS-N 189.2125250 62.192846 -99.0000 5.58 -99.00 -99.00 5.58 -99.00 -99.00 5.58 5.58 -99.00 -99.00 -99.00 -99.00 257.45 -99.00 -99.00 4.880e+12 -9.900e+01 -9.900e+01 3994 -99 -99 8.660e+00 1.000e-01 0.18 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7702 3.756e+12 -0.2777 1.1248
82885 GOODS-S 53.1984290 -27.784857 -99.0000 0.55 -99.00 -99.00 1.85 -99.00 -99.00 0.52 4.96 -99.00 -99.00 -99.00 -99.00 6.09 -99.00 -99.00 6.270e+09 -9.900e+01 -9.900e+01 225 -99 -99 9.900e+00 -9.900e+01 -91.16 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6174 3.873e+09 -0.4544 1.8470
93988 GOODS-S 53.1513720 -27.766686 0.8990 0.94 -99.00 -99.00 0.89 -99.00 -99.00 0.72 0.98 -99.00 -99.00 -99.00 -99.00 65.31 -99.00 -99.00 6.550e+10 -9.900e+01 -9.900e+01 24694 -99 -99 9.780e+00 3.980e+00 1.66 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.5281 3.460e+10 -0.4927 1.9743
26841 GOODS-S 53.1342890 -27.887904 -99.0000 0.12 -99.00 -99.00 0.12 -99.00 -99.00 0.11 0.13 -99.00 -99.00 -99.00 -99.00 8.14 -99.00 -99.00 2.450e+09 -9.900e+01 -9.900e+01 2561 -99 -99 9.890e+00 3.980e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.5699 1.395e+09 -0.5654 1.7863
114821 GOODS-S 53.1405970 -27.724274 -99.0000 0.08 -99.00 -99.00 2.02 -99.00 -99.00 0.06 2.69 -99.00 -99.00 -99.00 -99.00 1.72 -99.00 -99.00 2.290e+07 -9.900e+01 -9.900e+01 1909 -99 -99 8.960e+00 3.980e-01 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6817 1.558e+07 -0.4215 1.2009
25390 GOODS-S 53.1307080 -27.888658 1.0000 1.11 -99.00 -99.00 1.12 -99.00 -99.00 1.10 1.12 -99.00 -99.00 -99.00 -99.00 0.57 -99.00 -99.00 1.320e+12 -9.900e+01 -9.900e+01 24198 -99 -99 9.700e+00 6.310e-01 1.66 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6634 8.738e+11 -0.3868 2.3240
33294 GOODS-S 53.1586670 -27.880188 1.0350 1.01 -99.00 -99.00 0.99 -99.00 -99.00 1.00 1.01 -99.00 -99.00 -99.00 -99.00 38.09 -99.00 -99.00 3.270e+11 -9.900e+01 -9.900e+01 8186 -99 -99 9.160e+00 6.310e+01 0.37 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0169 5.537e+09 -0.5024 1.2664
56356 GOODS-S 53.1872860 -27.837698 -99.0000 0.57 -99.00 -99.00 0.55 -99.00 -99.00 0.55 0.60 -99.00 -99.00 -99.00 -99.00 1.11 -99.00 -99.00 8.350e+08 -9.900e+01 -9.900e+01 18126 -99 -99 8.010e+00 1.000e-02 1.29 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.8276 6.913e+08 -0.4403 1.1518
43997 GOODS-S 53.1618660 -27.858128 -99.0000 0.52 -99.00 -99.00 0.52 -99.00 -99.00 0.48 0.53 -99.00 -99.00 -99.00 -99.00 3.95 -99.00 -99.00 2.280e+10 -9.900e+01 -9.900e+01 34420 -99 -99 9.920e+00 2.510e+00 2.39 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6301 1.434e+10 -0.4532 2.3410
21647 GOODS-S 53.1546570 -27.903758 -99.0000 0.73 -99.00 -99.00 0.81 -99.00 -99.00 0.68 0.76 -99.00 -99.00 -99.00 -99.00 3.04 -99.00 -99.00 5.760e+09 -9.900e+01 -9.900e+01 4874 -99 -99 9.360e+00 2.510e+00 0.18 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.4358 2.510e+09 -0.5229 1.4177
105723 GOODS-S 53.1137490 -27.741301 0.2150 2.15 -99.00 -99.00 2.15 -99.00 -99.00 2.15 2.15 -99.00 -99.00 -99.00 -99.00 79.67 -99.00 -99.00 7.170e+14 -9.900e+01 -9.900e+01 20419 -99 -99 7.040e+00 6.310e+01 1.29 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0002 1.194e+11 -0.7555 1.1693
118014 GOODS-S 53.0986800 -27.719088 0.9800 0.95 -99.00 -99.00 0.95 -99.00 -99.00 0.94 0.96 -99.00 -99.00 -99.00 -99.00 11.19 -99.00 -99.00 1.770e+10 -9.900e+01 -9.900e+01 7446 -99 -99 9.060e+00 3.980e+00 0.37 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.1897 3.355e+09 -0.4889 1.2237
93239 GOODS-N 189.3436070 62.280933 0.8410 0.49 -99.00 -99.00 0.64 -99.00 -99.00 0.46 0.75 -99.00 -99.00 -99.00 -99.00 50.31 -99.00 -99.00 3.640e+10 -9.900e+01 -9.900e+01 37004 -99 -99 9.930e+00 3.980e+00 2.58 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.5817 2.120e+10 -0.4769 2.2601
43568 GOODS-N 189.2561140 62.193223 0.5950 0.55 -99.00 -99.00 0.54 -99.00 -99.00 0.46 0.61 -99.00 -99.00 -99.00 -99.00 20.28 -99.00 -99.00 3.410e+10 -9.900e+01 -9.900e+01 7482 -99 -99 9.900e+00 3.980e+00 0.37 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.5742 1.959e+10 -0.5389 1.8683
66256 GOODS-S 53.1932050 -27.820214 0.6830 0.71 -99.00 -99.00 0.70 -99.00 -99.00 0.69 0.71 -99.00 -99.00 -99.00 -99.00 5.97 -99.00 -99.00 5.940e+10 -9.900e+01 -9.900e+01 30449 -99 -99 9.160e+00 1.000e-02 2.21 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7111 4.224e+10 -0.4257 2.0544
128699 GOODS-S 53.0480880 -27.696323 1.4890 1.38 -99.00 -99.00 1.39 -99.00 -99.00 1.34 1.41 -99.00 -99.00 -99.00 -99.00 1.97 -99.00 -99.00 3.560e+10 -9.900e+01 -9.900e+01 7206 -99 -99 9.260e+00 1.580e+00 0.37 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.5000 1.779e+10 -0.4960 1.4109
22831 GOODS-S 53.1516050 -27.899727 0.5240 0.49 -99.00 -99.00 0.51 -99.00 -99.00 0.49 0.51 -99.00 -99.00 -99.00 -99.00 51.86 -99.00 -99.00 7.660e+10 -9.900e+01 -9.900e+01 2316 -99 -99 9.900e+00 1.580e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6455 4.943e+10 -0.4480 2.0765
45496 GOODS-N 189.2052290 62.196807 0.9600 0.97 -99.00 -99.00 0.92 -99.00 -99.00 0.83 0.97 -99.00 -99.00 -99.00 -99.00 26.31 -99.00 -99.00 9.430e+10 -9.900e+01 -9.900e+01 26898 -99 -99 9.540e+00 1.580e+00 1.84 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6203 5.849e+10 -0.4740 1.9706
80084 GOODS-N 189.3412610 62.256628 -99.0000 0.95 -99.00 -99.00 0.89 -99.00 -99.00 0.93 0.97 -99.00 -99.00 -99.00 -99.00 14.18 -99.00 -99.00 2.040e+11 -9.900e+01 -9.900e+01 13120 -99 -99 9.480e+00 6.310e+01 0.74 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0334 6.814e+09 -0.5035 1.5037
61291 GOODS-N 189.1623520 62.224831 -99.0000 1.03 -99.00 -99.00 1.03 -99.00 -99.00 1.02 1.05 -99.00 -99.00 -99.00 -99.00 0.85 -99.00 -99.00 2.290e+11 -9.900e+01 -9.900e+01 36236 -99 -99 9.300e+00 2.510e-01 2.58 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7055 1.615e+11 -0.4262 2.1892
129975 GOODS-S 53.0985840 -27.693570 -99.0000 0.48 -99.00 -99.00 0.46 -99.00 -99.00 0.42 0.51 -99.00 -99.00 -99.00 -99.00 2.86 -99.00 -99.00 8.940e+09 -9.900e+01 -9.900e+01 36484 -99 -99 9.340e+00 6.310e-01 2.58 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6904 6.175e+09 -0.4396 2.0553
97085 GOODS-S 53.1898000 -27.758886 0.1230 0.10 -99.00 -99.00 0.10 -99.00 -99.00 0.10 0.10 -99.00 -99.00 -99.00 -99.00 133.64 -99.00 -99.00 5.780e+08 -9.900e+01 -9.900e+01 2409 -99 -99 9.260e+00 2.510e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.3783 2.188e+08 -0.5269 1.2950
56801 GOODS-S 53.1450960 -27.837378 -99.0000 0.74 -99.00 -99.00 0.73 -99.00 -99.00 0.71 0.76 -99.00 -99.00 -99.00 -99.00 7.74 -99.00 -99.00 5.910e+08 -9.900e+01 -9.900e+01 415 -99 -99 8.060e+00 -9.900e+01 -91.16 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.8076 4.772e+08 -0.4170 0.6238
108987 GOODS-S 53.1570860 -27.737865 1.2150 1.32 -99.00 -99.00 1.31 -99.00 -99.00 1.28 1.36 -99.00 -99.00 -99.00 -99.00 5.87 -99.00 -99.00 1.030e+12 -9.900e+01 -9.900e+01 20483 -99 -99 9.010e+00 6.310e+01 1.29 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0123 1.260e+10 -0.4523 1.3662
82122 GOODS-N 189.2019910 62.261290 0.5050 0.49 -99.00 -99.00 0.49 -99.00 -99.00 0.48 0.52 -99.00 -99.00 -99.00 -99.00 4.20 -99.00 -99.00 5.490e+10 -9.900e+01 -9.900e+01 15327 -99 -99 9.320e+00 2.510e+01 0.92 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.0590 3.240e+09 -0.4857 1.4616
119932 GOODS-N 189.3818690 62.329744 0.2780 0.38 -99.00 -99.00 0.36 -99.00 -99.00 0.37 0.38 -99.00 -99.00 -99.00 -99.00 27.38 -99.00 -99.00 3.650e+09 -9.900e+01 -9.900e+01 2035 -99 -99 9.110e+00 6.310e-01 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6481 2.365e+09 -0.4723 1.3259
97640 GOODS-S 53.1713300 -27.757455 0.1180 2.52 -99.00 -99.00 2.52 -99.00 -99.00 2.52 2.52 -99.00 -99.00 -99.00 -99.00 51.39 -99.00 -99.00 8.120e+10 -9.900e+01 -9.900e+01 13161 -99 -99 7.020e+00 1.000e-02 0.92 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6177 5.014e+10 -0.7570 1.1235
128510 GOODS-S 53.0844690 -27.695718 0.7190 0.69 -99.00 -99.00 0.66 -99.00 -99.00 0.57 0.72 -99.00 -99.00 -99.00 -99.00 30.46 -99.00 -99.00 7.920e+10 -9.900e+01 -9.900e+01 22238 -99 -99 9.850e+00 3.980e+00 1.47 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.5547 4.395e+10 -0.4973 2.0016
123476 GOODS-N 189.3758960 62.342342 0.6340 0.67 -99.00 -99.00 0.65 -99.00 -99.00 0.58 0.69 -99.00 -99.00 -99.00 -99.00 19.40 -99.00 -99.00 1.010e+11 -9.900e+01 -9.900e+01 2432 -99 -99 9.800e+00 2.510e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6146 6.237e+10 -0.5534 1.8108
122015 GOODS-S 53.0811720 -27.704678 -99.0000 0.36 -99.00 -99.00 0.37 -99.00 -99.00 0.36 0.36 -99.00 -99.00 -99.00 -99.00 59.45 -99.00 -99.00 3.640e+10 -9.900e+01 -9.900e+01 27988 -99 -99 9.110e+00 1.000e-02 2.03 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7170 2.612e+10 -0.4101 2.0829
112683 GOODS-N 189.4439300 62.315532 -99.0000 0.54 -99.00 -99.00 0.54 -99.00 -99.00 0.53 0.56 -99.00 -99.00 -99.00 -99.00 1.47 -99.00 -99.00 4.160e+09 -9.900e+01 -9.900e+01 31428 -99 -99 8.910e+00 3.980e-01 2.21 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6652 2.768e+09 -0.3594 1.5460
41974 GOODS-N 189.2223230 62.188883 0.4100 0.40 -99.00 -99.00 0.41 -99.00 -99.00 0.38 0.47 -99.00 -99.00 -99.00 -99.00 3.40 -99.00 -99.00 1.410e+09 -9.900e+01 -9.900e+01 2168 -99 -99 9.360e+00 1.000e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6449 9.101e+08 -0.5208 1.5344
122026 GOODS-N 189.3544060 62.334720 -99.0000 0.12 -99.00 -99.00 0.12 -99.00 -99.00 0.12 0.12 -99.00 -99.00 -99.00 -99.00 65.01 -99.00 -99.00 1.000e+09 -9.900e+01 -9.900e+01 2174 -99 -99 9.510e+00 1.000e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6670 6.691e+08 -0.5192 1.7495
128538 GOODS-S 53.0531570 -27.695681 -99.0000 0.48 -99.00 -99.00 0.46 -99.00 -99.00 0.44 0.52 -99.00 -99.00 -99.00 -99.00 1.26 -99.00 -99.00 2.160e+09 -9.900e+01 -9.900e+01 9406 -99 -99 8.660e+00 6.310e-01 0.55 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.4088 8.835e+08 -0.4718 1.1415
120825 GOODS-S 53.0960610 -27.707305 0.7330 0.69 -99.00 -99.00 0.69 -99.00 -99.00 0.68 0.70 -99.00 -99.00 -99.00 -99.00 17.35 -99.00 -99.00 4.590e+10 -9.900e+01 -9.900e+01 2433 -99 -99 9.810e+00 2.510e+00 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6178 2.838e+10 -0.5517 1.8296
106609 GOODS-N 189.3693710 62.309202 -99.0000 5.01 -99.00 -99.00 nan -99.00 -99.00 5.01 5.01 -99.00 -99.00 -99.00 -99.00 74061.61 -99.00 -99.00 1.090e+14 -9.900e+01 -9.900e+01 11374 -99 -99 8.660e+00 1.000e-01 0.74 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7702 8.364e+13 -0.2700 1.2150
93167 GOODS-N 189.3096980 62.282336 -99.0000 0.46 -99.00 -99.00 0.45 -99.00 -99.00 0.46 0.46 -99.00 -99.00 -99.00 -99.00 14.96 -99.00 -99.00 3.320e+10 -9.900e+01 -9.900e+01 25528 -99 -99 9.110e+00 1.000e-02 1.84 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7170 2.382e+10 -0.4110 2.0545
34128 GOODS-S 53.1589570 -27.877881 0.7340 0.65 -99.00 -99.00 0.63 -99.00 -99.00 0.63 0.66 -99.00 -99.00 -99.00 -99.00 9.75 -99.00 -99.00 2.920e+10 -9.900e+01 -9.900e+01 10178 -99 -99 9.740e+00 1.000e+01 0.55 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.2913 8.514e+09 -0.5281 1.6535
95258 GOODS-N 189.3607900 62.287091 -99.0000 0.56 -99.00 -99.00 0.55 -99.00 -99.00 0.55 0.56 -99.00 -99.00 -99.00 -99.00 1.95 -99.00 -99.00 1.070e+11 -9.900e+01 -9.900e+01 23571 -99 -99 9.380e+00 6.300e-02 1.66 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6889 7.382e+10 -0.4213 2.1940
46766 GOODS-N 189.1889180 62.198477 -99.0000 1.02 -99.00 -99.00 1.02 -99.00 -99.00 1.00 1.04 -99.00 -99.00 -99.00 -99.00 2.31 -99.00 -99.00 1.050e+11 -9.900e+01 -9.900e+01 4387 -99 -99 9.480e+00 3.980e-01 0.18 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6852 7.188e+10 -0.4292 1.9761
78475 GOODS-N 189.1491250 62.253905 -99.0000 0.81 -99.00 -99.00 0.82 -99.00 -99.00 0.78 0.85 -99.00 -99.00 -99.00 -99.00 5.70 -99.00 -99.00 6.060e+10 -9.900e+01 -9.900e+01 465 -99 -99 9.810e+00 -9.900e+01 -91.16 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6102 3.699e+10 -0.6055 1.3629
121044 GOODS-S 53.1183690 -27.712938 2.1410 2.15 -99.00 -99.00 2.15 -99.00 -99.00 2.13 2.17 -99.00 -99.00 -99.00 -99.00 6.66 -99.00 -99.00 1.980e+10 -9.900e+01 -9.900e+01 18125 -99 -99 7.960e+00 1.000e-02 1.29 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.8333 1.646e+10 -0.4589 1.1643
121705 GOODS-N 189.3173700 62.336340 0.2540 0.41 -99.00 -99.00 0.41 -99.00 -99.00 0.41 0.42 -99.00 -99.00 -99.00 -99.00 34.63 -99.00 -99.00 2.240e+10 -9.900e+01 -9.900e+01 24309 -99 -99 9.380e+00 1.000e+00 1.66 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6492 1.454e+10 -0.4612 1.8445
84180 GOODS-N 189.1637540 62.264506 -99.0000 0.47 -99.00 -99.00 0.49 -99.00 -99.00 0.46 0.49 -99.00 -99.00 -99.00 -99.00 3.14 -99.00 -99.00 4.450e+09 -9.900e+01 -9.900e+01 12010 -99 -99 9.400e+00 1.000e+00 0.74 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.6529 2.906e+09 -0.4850 1.7132
26909 GOODS-S 53.1390120 -27.892632 0.6830 0.98 -99.00 -99.00 0.98 -99.00 -99.00 0.98 0.99 -99.00 -99.00 -99.00 -99.00 38.07 -99.00 -99.00 2.430e+09 -9.900e+01 -9.900e+01 763 -99 -99 7.510e+00 -9.900e+01 -91.16 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.8075 1.963e+09 -0.4022 1.8855
79970 GOODS-N 189.1150240 62.256683 0.2070 0.11 -99.00 -99.00 0.31 -99.00 -99.00 0.10 0.45 -99.00 -99.00 -99.00 -99.00 5.39 -99.00 -99.00 7.620e+07 -9.900e+01 -9.900e+01 1788 -99 -99 9.060e+00 2.510e-01 0.00 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.7323 5.581e+07 -0.3746 1.4331
16821 GOODS-S 53.1613180 -27.915243 -99.0000 0.49 -99.00 -99.00 0.54 -99.00 -99.00 0.44 0.55 -99.00 -99.00 -99.00 -99.00 1.72 -99.00 -99.00 1.870e+09 -9.900e+01 -9.900e+01 4875 -99 -99 9.380e+00 2.510e+00 0.18 -9.900e+01 -9.900e+01 -99.00 -9.900e+01 -9.900e+01 -99.00 0.4457 8.326e+08 -0.5245 1.4330
