# Catalog for all galaxies that matched between 3DHST and PEARS. 
# pears_id field redshift ra dec dn4000 dn4000_err d4000 d4000_err
36842 GOODS-N 0.910 189.185200 62.181450 1.1479 0.0000 1.2037 0.1297
36944 GOODS-N 0.840 189.170400 62.181960 1.1233 0.1519 1.2562 0.1244
36989 GOODS-N 0.860 189.169800 62.180370 1.4673 0.0000 1.6593 0.1981
37044 GOODS-N 1.230 189.213700 62.181120 1.6000 0.4745 1.7833 0.4002
37116 GOODS-N 0.620 189.188300 62.180260 0.6062 0.5158 0.6995 0.5554
37225 GOODS-N 0.660 189.208200 62.183080 1.0959 0.2142 1.3903 0.1789
37285 GOODS-N 0.770 189.204400 62.180380 0.9464 0.0000 0.7983 0.0000
37429 GOODS-S 0.780 53.150890 -27.868330 1.5845 0.2176 1.5309 0.1510
37541 GOODS-N 0.610 189.193400 62.181030 2.1002 6.3025 -94.6893 10130.2966
37644 GOODS-N 0.930 189.203800 62.181670 1.2383 0.5820 1.2976 0.4328
37670 GOODS-N 0.920 189.204500 62.181440 1.5685 0.0000 2.0195 1.7738
37842 GOODS-N 0.660 189.213900 62.181880 2.1547 4.7782 3.9092 7.1229
37908 GOODS-N 1.090 189.214100 62.181900 2.3289 1.8531 1.9677 1.0586
37959 GOODS-S 0.900 53.180630 -27.869990 1.3512 0.0000 1.3385 0.0000
37982 GOODS-N 0.900 189.192300 62.183940 1.1031 0.4967 1.3402 0.4726
38053 GOODS-S 0.690 53.158040 -27.869940 0.8271 0.7419 1.1449 0.6389
38120 GOODS-N 0.930 189.208600 62.183770 1.1192 0.3908 1.2817 0.2747
38146 GOODS-N 1.020 189.205000 62.182020 1.1677 6.9422 2.0506 3.2697
38344 GOODS-N 0.970 189.194800 62.182590 1.1955 0.4586 1.2220 0.4232
38345 GOODS-N 1.130 189.164400 62.182450 1.2555 0.0000 1.6343 0.7517
38350 GOODS-S 0.780 53.153100 -27.868570 1.3826 0.1747 1.2054 0.1036
38392 GOODS-N 0.800 189.207600 62.183010 1.8909 1.2403 2.3329 1.1350
38417 GOODS-S 0.790 53.186970 -27.869060 1.0592 0.0000 1.1942 0.0000
38445 GOODS-N 0.560 189.200600 62.184040 1.1684 0.3663 2.4966 0.6800
38571 GOODS-S 1.120 53.163980 -27.868950 1.3118 1.3242 1.2524 0.8733
38654 GOODS-S 0.580 53.177390 -27.869520 1.8492 4.1451 1.8223 2.8894
38744 GOODS-S 0.680 53.153720 -27.869420 1.2032 0.0000 1.4792 0.0000
38769 GOODS-S 0.890 53.173320 -27.867350 0.9261 0.0000 0.9295 0.3538
38812 GOODS-N 0.650 189.202700 62.183250 1.2237 1.8889 1.4676 1.4683
38854 GOODS-S 0.660 53.178110 -27.868080 1.0724 0.2196 1.4262 0.1999
39109 GOODS-S 0.560 53.176490 -27.868390 0.7023 0.8778 1.5249 1.6460
39116 GOODS-S 0.640 53.166560 -27.867970 1.0243 0.2519 1.2596 0.2144
39130 GOODS-S 0.610 53.159450 -27.868900 0.8391 1.2451 1.0558 1.7744
39177 GOODS-S 0.960 53.186660 -27.868770 0.4896 0.0000 1.1449 0.6561
39235 GOODS-S 0.920 53.166850 -27.868420 0.5696 0.0000 1.0158 0.8567
39266 GOODS-S 1.030 53.163150 -27.868470 1.3270 0.5881 0.9589 0.5006
39311 GOODS-N 0.650 189.208600 62.185200 1.0654 0.7066 1.3291 0.5605
39394 GOODS-N 0.820 189.169800 62.184210 1.4037 0.0000 1.0144 0.0000
39455 GOODS-N 0.930 189.160700 62.186620 1.3561 0.4868 1.6125 0.4254
39487 GOODS-N 0.960 189.207300 62.185310 1.1208 0.2449 1.1345 0.1861
39503 GOODS-S 0.850 53.173910 -27.865050 1.1543 0.1844 1.4529 0.1719
39619 GOODS-S 0.580 53.195510 -27.868080 1.8666 3.5538 1.6719 2.0852
39728 GOODS-N 0.770 189.170000 62.185910 1.4261 0.0000 1.3541 0.0000
39752 GOODS-S 1.050 53.161440 -27.867760 1.9252 2.5402 0.8083 1.1800
39835 GOODS-S 1.130 53.178030 -27.866460 1.2174 0.2477 1.3829 0.2149
39842 GOODS-N 0.880 189.183200 62.185380 1.0434 0.2117 0.9793 0.1345
39959 GOODS-S 1.280 53.184650 -27.867240 1.6757 7.3325 0.5942 2.4714
39987 GOODS-N 0.610 189.180600 62.185840 0.9194 3.0205 1.6628 3.3931
40004 GOODS-N 0.910 189.192000 62.185600 1.2453 0.0000 1.4612 0.3942
40010 GOODS-N 0.830 189.183500 62.185080 1.0214 1.2461 1.9129 1.7410
40048 GOODS-S 0.680 53.156030 -27.867280 1.1484 1.7856 1.4101 1.3751
40063 GOODS-S 0.650 53.162980 -27.866970 0.8257 0.6394 1.0079 0.5520
40117 GOODS-S 0.700 53.181800 -27.866850 1.0286 0.0000 1.1867 0.0000
40163 GOODS-S 0.910 53.179130 -27.866560 1.0202 0.0000 0.9607 0.1933
40243 GOODS-S 0.930 53.185950 -27.866310 1.1992 0.9401 1.0780 0.6875
40286 GOODS-S 0.860 53.153960 -27.866580 1.0574 0.0000 0.8765 0.0000
40295 GOODS-S 0.660 53.164030 -27.865860 1.1807 0.5950 1.3851 0.4354
40488 GOODS-S 0.670 53.168320 -27.865490 1.1714 0.2333 1.3995 0.1865
40564 GOODS-S 0.890 53.185780 -27.866270 1.7266 0.0000 2.4263 0.0000
40565 GOODS-S 0.680 53.161340 -27.865970 0.5749 2.6799 1.0111 1.7757
40790 GOODS-N 0.590 189.213300 62.186920 2.7698 4.9414 2.5646 3.1370
40875 GOODS-S 0.950 53.176470 -27.864730 1.1173 0.4132 1.2048 0.5195
40899 GOODS-S 1.100 53.180020 -27.865390 0.2546 1.2720 0.5579 1.1028
40991 GOODS-N 0.990 189.185000 62.192640 1.3975 0.1490 1.7909 0.1314
41018 GOODS-N 1.010 189.185000 62.187140 1.2590 0.9772 1.5021 0.6609
41031 GOODS-N 0.830 189.159700 62.187110 1.5205 0.0000 2.8914 0.4535
41064 GOODS-N 0.790 189.187300 62.187770 1.0727 0.0000 1.2670 0.0000
41075 GOODS-S 0.710 53.169280 -27.865060 1.0991 0.0000 1.2533 0.0000
41078 GOODS-S 0.840 53.180790 -27.865150 0.9912 0.0000 0.9261 0.0000
41172 GOODS-N 0.650 189.173000 62.187510 0.8924 0.3341 1.1267 0.3421
41277 GOODS-S 0.570 53.161830 -27.864910 1.6209 3.4094 1.2822 2.8877
41299 GOODS-S 1.200 53.170440 -27.863790 0.7483 1.7706 1.2095 1.6183
41327 GOODS-S 0.910 53.182710 -27.864030 1.0808 0.0000 0.7750 0.0000
41338 GOODS-S 0.760 53.189600 -27.864510 1.6017 0.0000 1.1910 0.0000
41342 GOODS-N 0.920 189.159400 62.187780 1.1957 0.4616 1.1936 0.3456
41388 GOODS-N 0.990 189.171400 62.190370 1.3606 0.2328 1.8063 0.1703
41478 GOODS-S 1.130 53.196580 -27.863210 1.3043 0.2041 1.4244 0.1820
41499 GOODS-N 0.830 189.213100 62.188230 1.2802 0.0000 1.5000 0.8641
41540 GOODS-N 0.920 189.162200 62.188400 0.9864 1.0250 1.0692 0.7796
41546 GOODS-N 1.150 189.187900 62.188230 1.3354 0.9887 1.4950 0.6677
41615 GOODS-S 0.660 53.174340 -27.863800 0.8034 2.3005 0.6679 2.9499
41630 GOODS-N 1.180 189.198700 62.189040 1.2777 0.3867 1.4079 0.3016
41677 GOODS-S 0.700 53.169740 -27.863600 0.8658 1.0790 1.1231 0.8988
41807 GOODS-S 0.700 53.156560 -27.863780 0.4740 2.1722 0.6924 2.4592
41810 GOODS-S 1.270 53.199560 -27.863220 1.2383 0.9040 0.5160 0.3610
41822 GOODS-S 0.930 53.160000 -27.863670 0.9950 0.0000 1.0451 0.0000
41913 GOODS-N 1.100 189.172400 62.191650 1.0504 0.2091 1.4027 0.2038
41931 GOODS-N 1.030 189.190500 62.188490 1.6617 1.5322 1.5055 0.9585
41932 GOODS-N 0.940 189.161000 62.188980 -0.7929 2.7467 -30.1766 54.9889
41994 GOODS-S 0.730 53.203870 -27.862370 0.4609 2.0152 0.8239 2.3037
42014 GOODS-N 0.870 189.177300 62.189500 1.0221 0.1930 1.0807 0.1536
42022 GOODS-S 0.710 53.193870 -27.863360 1.1938 0.0000 1.6721 0.1794
42058 GOODS-N 0.940 189.162600 62.188730 1.0091 0.2052 0.7931 0.2513
42132 GOODS-N 1.060 189.162100 62.188770 1.8528 3.8099 0.8542 1.2992
42245 GOODS-N 0.910 189.180200 62.188900 0.5554 0.0000 0.8973 0.0000
42277 GOODS-S 0.900 53.175670 -27.862310 1.3061 0.1529 1.3054 0.2081
42395 GOODS-S 0.910 53.170510 -27.862100 1.1469 0.3078 1.2756 0.2388
42425 GOODS-S 0.770 53.152900 -27.862690 0.9980 0.0000 1.0649 0.0000
42430 GOODS-N 0.980 189.161700 62.189960 1.0121 0.2012 1.1410 0.1630
42526 GOODS-N 0.750 189.193100 62.189790 1.2507 0.0000 1.1793 0.0000
42665 GOODS-S 1.270 53.150870 -27.861160 0.9971 0.4341 0.6181 0.2482
42894 GOODS-S 0.850 53.178790 -27.859690 1.3218 0.5506 1.3540 0.4162
43079 GOODS-N 0.910 189.182500 62.190570 0.8488 0.0000 0.9276 0.5119
43170 GOODS-S 0.750 53.156200 -27.860790 1.2388 0.6963 0.9047 0.3614
43202 GOODS-S 0.880 53.199690 -27.861160 0.7481 0.0000 0.8639 0.0000
43220 GOODS-N 0.570 189.176200 62.190690 1.0689 1.0535 1.6119 1.3820
43326 GOODS-S 0.570 53.166880 -27.860990 1.5710 0.9841 1.8277 2.0632
43478 GOODS-S 0.840 53.190110 -27.859180 1.0885 0.1395 1.1486 0.1154
43566 GOODS-S 0.580 53.199120 -27.860330 1.3070 3.2594 1.8313 3.3787
43618 GOODS-N 0.740 189.182600 62.195330 1.6835 0.1739 1.6134 0.1164
43698 GOODS-S 0.770 53.185310 -27.859000 1.5796 1.3276 1.2844 0.6932
43713 GOODS-N 1.310 189.209500 62.193180 1.2133 1.0547 0.3177 0.3438
43758 GOODS-S 1.260 53.184450 -27.857430 1.6958 0.4821 1.1653 0.2600
43803 GOODS-S 1.220 53.194340 -27.859130 0.9959 1.2791 1.4244 1.2924
43909 GOODS-S 0.870 53.157370 -27.859630 1.1958 0.0000 1.1691 0.0000
43991 GOODS-N 1.020 189.169400 62.193310 1.2988 0.5392 1.5108 0.4289
43997 GOODS-S 0.640 53.161870 -27.858130 1.4676 0.7840 1.6857 0.6020
44001 GOODS-N 0.880 189.186500 62.192720 1.1110 0.0000 1.2130 0.3888
44021 GOODS-N 0.760 189.176300 62.193070 1.3721 0.7310 1.1645 0.4629
44047 GOODS-S 1.230 53.153420 -27.858640 1.2389 0.4469 1.2067 0.3486
44060 GOODS-N 0.990 189.204700 62.192440 1.5337 0.0000 2.2687 2.2075
44064 GOODS-S 0.570 53.188940 -27.859570 0.9742 0.8186 2.0229 1.2168
44078 GOODS-N 0.980 189.202700 62.194930 1.3652 0.1449 1.7660 0.1312
44163 GOODS-S 0.670 53.153380 -27.857360 1.1252 0.3865 1.3969 0.3299
44204 GOODS-S 1.080 53.165860 -27.858860 1.4376 0.8985 1.1006 0.5553
44207 GOODS-N 0.700 189.195700 62.192500 1.0291 0.0000 1.2860 0.0000
44367 GOODS-N 0.980 189.159600 62.192740 0.5762 0.0000 0.7164 0.0000
44562 GOODS-N 1.110 189.192400 62.195110 0.9289 0.1487 1.1891 0.1384
44580 GOODS-S 0.590 53.150130 -27.858680 0.5975 0.9005 1.3360 3.0004
44581 GOODS-S 1.100 53.156940 -27.856940 1.0347 0.5660 1.3711 0.4955
44627 GOODS-S 1.000 53.169840 -27.857670 1.0787 0.0000 0.6980 0.9847
44678 GOODS-N 1.040 189.180400 62.193260 1.6305 1.1483 1.5428 0.7820
44738 GOODS-S 0.680 53.202350 -27.857930 1.5442 0.0000 1.8511 0.0000
44756 GOODS-N 0.990 189.202400 62.194550 1.4469 0.4794 2.0662 0.3994
44769 GOODS-S 1.220 53.193670 -27.857780 1.5048 1.6204 1.3315 0.9316
44835 GOODS-N 1.090 189.178900 62.193780 0.7869 0.3823 0.8952 0.4707
44843 GOODS-S 0.950 53.187920 -27.857910 1.1723 0.0000 1.0739 0.1963
44893 GOODS-S 1.120 53.191310 -27.857490 1.0250 0.7080 0.9585 0.5377
45022 GOODS-S 0.800 53.168650 -27.857700 1.2564 0.0000 0.8852 0.0000
45026 GOODS-N 0.970 189.180000 62.196750 1.2955 0.1929 1.6641 0.1852
45117 GOODS-N 0.970 189.185400 62.195580 1.1684 0.4742 1.3499 0.3161
45150 GOODS-N 0.920 189.162200 62.195610 0.9748 0.0000 1.1576 0.0000
45163 GOODS-N 0.890 189.191600 62.193970 0.7134 0.0000 1.4196 0.0000
45223 GOODS-S 0.680 53.197330 -27.857230 1.0665 0.0000 1.5005 0.0000
45314 GOODS-S 0.680 53.165790 -27.856160 1.1021 0.3491 1.3035 0.2787
45321 GOODS-N 0.560 189.188800 62.195320 1.0017 0.4406 2.2157 0.8116
45410 GOODS-S 1.080 53.195150 -27.855880 0.7935 0.2819 1.2651 0.3215
45451 GOODS-N 0.830 189.159600 62.197540 1.2601 0.1667 1.6007 0.1643
45462 GOODS-S 0.850 53.176780 -27.855400 1.1744 0.2048 1.2169 0.1499
45496 GOODS-N 0.990 189.205200 62.196900 1.1648 0.2265 1.3980 0.1866
45502 GOODS-S 0.690 53.167270 -27.856360 1.0405 0.0000 1.3075 0.0000
45506 GOODS-N 1.010 189.206900 62.196130 1.0416 0.6604 1.1969 0.4108
45675 GOODS-S 1.290 53.185330 -27.856480 0.9249 3.3978 0.4445 1.3286
45727 GOODS-S 1.000 53.162990 -27.855180 1.3558 0.7853 1.4006 0.5650
45919 GOODS-S 1.110 53.186090 -27.855340 0.8551 0.3838 1.0403 0.2928
45958 GOODS-N 0.980 189.167200 62.196340 1.3887 0.3652 1.7595 0.2942
45997 GOODS-S 0.670 53.175330 -27.855630 1.0321 1.3682 1.3087 1.0643
46037 GOODS-S 1.230 53.188360 -27.853540 1.6322 0.5964 1.3005 0.3543
46085 GOODS-N 0.680 189.205900 62.196040 1.0601 0.0000 0.8614 0.4076
46214 GOODS-N 0.940 189.201700 62.196320 0.7111 0.0000 1.2295 0.0000
46284 GOODS-S 0.690 53.163780 -27.854760 0.9930 0.2474 1.1752 0.1915
46348 GOODS-N 0.900 189.181500 62.196150 -0.0946 0.0000 0.6699 0.0000
46444 GOODS-S 1.280 53.164060 -27.854280 0.7370 0.9676 0.4250 0.5213
46479 GOODS-S 1.110 53.164700 -27.853330 0.8236 0.1854 0.9221 0.1574
46498 GOODS-S 1.050 53.204770 -27.854650 2.0728 2.3357 1.2927 2.2126
46520 GOODS-S 1.230 53.166710 -27.853940 1.3273 0.8093 1.6457 0.7177
46546 GOODS-N 1.240 189.180900 62.197750 1.3172 0.2395 1.0616 0.1531
46562 GOODS-S 0.660 53.164230 -27.853500 1.1537 0.3163 1.2825 0.2402
46626 GOODS-N 0.950 189.205600 62.197480 1.2174 0.4998 1.1248 0.3425
46687 GOODS-N 0.970 189.187800 62.198470 0.8643 0.7018 1.0578 0.5334
46694 GOODS-N 0.960 189.177300 62.197310 1.4728 0.0000 0.9026 0.3148
46766 GOODS-N 1.020 189.188900 62.198570 1.3889 0.2986 1.6758 0.2099
46914 GOODS-N 0.920 189.197700 62.197560 1.1244 0.0000 1.0896 0.1250
46952 GOODS-N 0.940 189.165800 62.197340 1.0380 0.0000 1.3516 0.0000
46988 GOODS-S 0.750 53.203970 -27.853490 0.1522 2.1407 1.0055 4.0201
47029 GOODS-S 0.790 53.204930 -27.851310 1.3044 0.3594 1.1069 0.2575
47225 GOODS-S 1.260 53.196540 -27.851660 1.5323 0.3300 1.1113 0.1885
47252 GOODS-N 0.960 189.205600 62.198720 1.0365 0.0000 0.9465 0.0866
47324 GOODS-S 0.950 53.175350 -27.852600 1.2346 0.2636 1.1573 0.1707
47447 GOODS-S 0.580 53.173980 -27.850210 1.2844 0.1795 1.9938 0.2228
47448 GOODS-S 0.940 53.154990 -27.853060 0.9681 0.0000 0.6699 0.0000
47469 GOODS-S 0.940 53.173540 -27.852420 1.0338 0.0000 1.0669 0.1597
47488 GOODS-S 1.190 53.196080 -27.851600 2.6462 4.5415 1.3457 2.3183
47511 GOODS-N 0.940 189.194500 62.198420 1.5340 0.0000 1.5940 0.0000
47644 GOODS-N 0.870 189.177900 62.198580 1.4206 0.0000 2.1350 0.0000
47740 GOODS-S 1.090 53.161880 -27.845850 0.9897 0.1171 1.2952 0.1114
47883 GOODS-S 0.930 53.172600 -27.852210 0.6976 0.0000 0.8124 0.0000
47990 GOODS-S 0.620 53.199040 -27.851710 2.3100 10.5103 3.4384 12.3207
47996 GOODS-S 0.920 53.205540 -27.851770 0.8039 0.3520 0.6487 0.4780
47997 GOODS-S 1.210 53.197720 -27.851550 1.1121 3.7750 1.7160 2.1369
48107 GOODS-S 0.590 53.152830 -27.850780 1.0897 0.4582 1.3724 0.4238
48126 GOODS-S 0.740 53.160950 -27.851560 1.6996 0.0000 1.0823 0.0000
48182 GOODS-S 1.210 53.196650 -27.851830 1.4357 0.8067 1.3649 0.5594
48189 GOODS-N 0.990 189.166700 62.202140 1.2958 0.1563 1.6795 0.1502
48216 GOODS-N 0.980 189.170200 62.200940 1.2078 0.2641 1.3996 0.1823
48229 GOODS-N 0.660 189.191500 62.200480 1.0474 0.4266 1.2983 0.3446
48250 GOODS-N 1.190 189.193400 62.201370 1.3018 1.4969 0.9173 0.9192
48347 GOODS-S 0.560 53.192230 -27.850320 1.1223 0.6943 2.0750 1.1496
48447 GOODS-S 1.070 53.160210 -27.850980 0.6477 0.0000 1.5660 0.0000
48514 GOODS-N 0.920 189.198000 62.200800 1.1803 0.4973 1.2741 0.4581
48650 GOODS-N 0.930 189.209000 62.204810 1.2467 0.1808 1.3693 0.1326
48681 GOODS-N 0.860 189.203300 62.200680 0.6197 0.0000 0.9257 0.0000
48849 GOODS-N 0.570 189.171500 62.200890 0.8877 2.0190 1.6688 2.3571
48857 GOODS-S 1.210 53.164540 -27.849700 1.0240 1.3907 1.1513 1.2274
48934 GOODS-S 0.620 53.192570 -27.850070 1.1940 1.2983 1.2449 0.9186
48954 GOODS-N 0.860 189.160600 62.201070 1.4248 0.0000 1.1051 0.0000
49001 GOODS-N 0.830 189.169800 62.201470 1.0073 0.0000 1.1858 0.0000
49012 GOODS-S 0.580 53.176130 -27.848950 1.1567 0.2371 1.6258 0.2710
49098 GOODS-N 0.870 189.202500 62.201180 0.9482 0.0000 1.2330 0.0000
49165 GOODS-S 1.030 53.166100 -27.849780 1.2198 0.0000 1.1828 0.2507
49366 GOODS-S 0.950 53.170550 -27.849230 0.9856 0.0000 1.0139 0.0000
49434 GOODS-S 0.750 53.192830 -27.849380 1.2712 0.0000 0.7374 0.0000
49569 GOODS-N 0.800 189.165500 62.204000 1.1980 0.7788 1.3921 0.6928
49771 GOODS-S 0.610 53.176800 -27.840360 1.1034 0.1281 1.1822 0.0940
49779 GOODS-N 0.970 189.164300 62.203360 1.2142 0.0000 1.5208 0.0000
49796 GOODS-S 1.290 53.193340 -27.848550 1.4657 1.7063 0.5505 0.6183
50210 GOODS-N 0.650 189.196200 62.203570 0.9547 0.0000 1.4222 0.0000
50261 GOODS-S 0.920 53.199420 -27.846940 1.1076 0.0000 1.1037 0.1975
50265 GOODS-N 0.690 189.196900 62.203600 1.2667 0.0000 1.4452 0.0000
50298 GOODS-S 1.170 53.160390 -27.847710 1.1220 0.6210 1.0613 0.3797
50348 GOODS-S 0.800 53.176160 -27.847330 3.3596 17.1697 3.9322 13.9651
50422 GOODS-N 0.750 189.181800 62.205160 1.3783 0.2298 1.2186 0.1408
50439 GOODS-N 1.070 189.172900 62.204260 1.2390 0.1745 1.5884 0.1651
50542 GOODS-N 0.950 189.205600 62.204130 1.3029 0.9321 1.1084 0.6262
50670 GOODS-N 0.560 189.162400 62.205580 1.1341 0.2308 2.4260 0.4267
51003 GOODS-N 0.940 189.204400 62.205990 1.0317 0.1291 1.1005 0.1059
51073 GOODS-S 1.270 53.193470 -27.844790 1.9555 2.0609 1.0995 0.8540
51220 GOODS-N 1.020 189.214300 62.205860 0.9054 0.0000 0.9928 0.3536
51293 GOODS-S 0.770 53.163760 -27.845820 1.6186 2.1164 2.3111 2.1217
51356 GOODS-S 0.630 53.156680 -27.843270 1.1063 0.1353 1.2114 0.1039
51485 GOODS-N 0.980 189.206400 62.205680 0.9710 0.0000 1.0762 0.2849
51522 GOODS-S 1.120 53.184300 -27.844310 1.1954 0.3262 1.0481 0.4375
51533 GOODS-S 1.180 53.176070 -27.844390 -2.4981 22.1528 5.3082 18.0864
51976 GOODS-S 0.840 53.204560 -27.842450 0.9587 0.0000 1.0010 0.0000
51988 GOODS-N 0.700 189.167100 62.206270 0.6581 0.0000 0.7853 0.0000
52006 GOODS-N 1.260 189.209800 62.206470 1.5926 3.9198 0.7128 1.6732
52034 GOODS-S 0.860 53.170170 -27.845050 0.7336 0.0000 0.4251 0.0000
52096 GOODS-S 0.950 53.149930 -27.844990 8.3658 0.0000 0.9781 1.9443
52204 GOODS-S 0.620 53.187300 -27.843170 1.1469 0.3765 1.0910 0.2597
52241 GOODS-N 1.180 189.208100 62.207170 1.2444 0.4935 1.2653 0.3189
52259 GOODS-S 0.730 53.179680 -27.843880 1.4507 0.2449 1.1658 0.1321
52398 GOODS-S 1.260 53.193840 -27.844270 1.0926 0.6403 0.6043 0.3283
52445 GOODS-S 0.840 53.159100 -27.843840 1.0453 0.0000 1.1055 0.0000
52481 GOODS-S 0.840 53.169230 -27.842720 1.2978 0.3303 1.5379 0.2674
52497 GOODS-N 0.830 189.179700 62.207900 1.1737 0.0000 1.5477 0.0000
52529 GOODS-S 0.760 53.168650 -27.844020 1.2364 0.0000 0.9796 0.0000
52591 GOODS-N 0.840 189.189000 62.207530 1.1217 0.0000 1.0301 0.0000
52593 GOODS-S 0.580 53.164420 -27.842170 1.4980 0.2438 2.3542 0.2957
52774 GOODS-S 0.610 53.159820 -27.841340 1.0681 0.1303 1.1614 0.0953
52869 GOODS-N 0.770 189.165600 62.208280 1.2112 0.5702 1.2036 0.7377
52896 GOODS-N 0.940 189.199100 62.209250 1.1104 0.2067 1.1835 0.1477
52945 GOODS-S 0.630 53.203370 -27.841530 1.0526 0.2884 1.2765 0.2445
52948 GOODS-N 0.660 189.166200 62.208870 1.0596 0.0000 1.4473 0.2149
52961 GOODS-S 0.600 53.157630 -27.843550 0.7705 1.1234 0.9224 0.8126
53198 GOODS-N 1.220 189.168800 62.208600 1.3737 1.2732 1.3383 0.8789
53248 GOODS-S 0.780 53.186880 -27.841160 1.3240 0.1442 1.1713 0.0896
53403 GOODS-N 1.040 189.166600 62.209450 1.0088 0.0000 1.1271 0.1309
53458 GOODS-S 1.250 53.176430 -27.842520 1.1936 1.4701 0.7105 0.7624
53462 GOODS-S 0.580 53.189630 -27.841940 1.0904 0.1894 1.5690 0.2033
53471 GOODS-N 0.830 189.179800 62.211820 1.4287 0.1554 1.9115 0.1476
53563 GOODS-N 0.870 189.192200 62.213010 1.3352 0.1954 1.6545 0.1748
53566 GOODS-N 0.890 189.192800 62.209390 1.0369 0.0000 0.9799 0.0000
53588 GOODS-S 1.000 53.187950 -27.842370 0.8589 0.0000 1.3273 0.3255
53632 GOODS-S 0.870 53.202660 -27.842620 1.9873 0.0000 1.0282 2.6346
53650 GOODS-S 0.740 53.152480 -27.841960 1.4056 0.5938 1.2210 0.3590
53691 GOODS-S 0.640 53.189320 -27.842140 0.8510 0.8088 0.8629 0.5076
53700 GOODS-S 0.790 53.168990 -27.842680 0.2525 0.1705 0.0062 0.0039
53708 GOODS-N 0.690 189.209400 62.212820 1.3286 0.1863 1.7750 0.1720
53743 GOODS-S 0.880 53.169470 -27.842320 0.7317 0.7859 0.5381 0.5412
53811 GOODS-S 0.880 53.182690 -27.842040 1.3447 0.0000 1.3015 0.4951
53868 GOODS-S 0.580 53.167360 -27.840460 1.0587 0.2263 1.6121 0.2755
53921 GOODS-N 0.560 189.173400 62.210010 1.4115 0.8993 2.9239 1.8628
54005 GOODS-S 0.610 53.176510 -27.841260 0.6314 0.6399 0.6513 0.4268
54056 GOODS-S 0.660 53.156930 -27.841900 1.4266 0.0000 1.2246 0.0000
54150 GOODS-S 0.660 53.176670 -27.841900 0.8711 3.2941 1.7576 2.6682
54220 GOODS-N 1.250 189.187500 62.211090 1.3840 0.8241 1.3592 0.6045
54227 GOODS-S 0.690 53.164540 -27.841780 0.9565 0.0000 0.8804 0.0000
54232 GOODS-S 0.630 53.150920 -27.841480 1.1002 3.2956 7.0233 81.3882
54327 GOODS-N 0.920 189.184100 62.211300 1.0091 0.2818 0.9933 0.1844
54384 GOODS-N 0.830 189.191500 62.210720 0.6684 0.0000 0.8101 0.0000
54405 GOODS-N 0.820 189.166400 62.213990 1.1798 0.1190 1.5069 0.1060
54553 GOODS-S 0.780 53.177900 -27.839200 1.3644 0.1831 1.2565 0.1152
54631 GOODS-S 0.830 53.175470 -27.839530 1.0154 0.2850 1.1995 0.2391
54666 GOODS-S 1.030 53.205400 -27.841290 0.7426 0.0000 1.1237 0.0000
54689 GOODS-N 0.640 189.172500 62.211810 1.8047 3.5194 1.5570 1.6370
54697 GOODS-N 1.260 189.165500 62.211230 0.3476 2.6405 0.4798 1.7136
54742 GOODS-S 0.920 53.205150 -27.841040 1.3156 0.0000 0.9035 0.0000
54809 GOODS-S 0.740 53.175600 -27.840240 1.6475 1.3458 1.2804 0.8013
54815 GOODS-N 0.790 189.207800 62.211830 0.7794 0.5296 0.9231 0.4778
54922 GOODS-S 1.230 53.158030 -27.838410 1.0612 0.5311 1.0823 0.4111
54977 GOODS-S 1.060 53.189610 -27.838390 0.9403 0.2388 1.1623 0.1798
54986 GOODS-N 0.590 189.196000 62.212130 0.8168 1.0528 0.9321 0.9959
55026 GOODS-S 1.240 53.204990 -27.840680 1.2673 1.8201 0.7180 0.8783
55059 GOODS-S 0.590 53.159600 -27.840410 1.9078 4.3213 2.4777 4.0876
55063 GOODS-N 1.070 189.177000 62.212620 1.0804 0.0000 1.4246 0.7652
55074 GOODS-S 0.580 53.176750 -27.839370 1.0084 0.3842 1.3189 0.3959
55145 GOODS-S 1.080 53.195830 -27.839360 0.8504 0.2198 1.1790 0.2851
55392 GOODS-N 1.160 189.176700 62.214620 1.2196 0.3006 1.2601 0.2447
55434 GOODS-S 1.120 53.204330 -27.837640 1.1391 0.2129 1.3165 0.1929
55513 GOODS-N 0.660 189.206100 62.213630 1.2312 0.0000 1.7395 0.3777
55736 GOODS-S 0.650 53.192450 -27.839530 0.7013 0.0000 0.8713 0.0000
55759 GOODS-S 0.890 53.167690 -27.839780 0.9821 0.0000 0.6572 0.0000
55951 GOODS-S 0.900 53.199370 -27.839040 0.9452 0.0000 0.9048 0.0000
56190 GOODS-N 0.650 189.198100 62.214730 1.2720 0.5198 1.6820 0.5266
56362 GOODS-S 1.090 53.182930 -27.838210 0.5620 1.7768 0.8392 1.1588
56391 GOODS-S 0.930 53.197150 -27.838250 0.7807 0.0000 1.2131 0.0000
56442 GOODS-S 0.990 53.183930 -27.837950 0.8780 0.8753 1.0283 0.8069
56565 GOODS-S 1.170 53.159470 -27.837110 1.4231 2.3972 1.1140 1.2958
56575 GOODS-S 1.130 53.185790 -27.838300 1.2101 0.7055 1.4796 0.9357
56602 GOODS-S 1.220 53.199490 -27.837790 1.1614 1.8193 1.2699 1.2568
56832 GOODS-N 0.910 189.193900 62.215440 1.1159 0.0000 0.9876 0.0000
57014 GOODS-S 1.060 53.184560 -27.836040 1.1544 0.2193 1.4977 0.1737
