# Catalog for all galaxies that matched between 3DHST and PEARS. 
# pears_id field redshift ra dec dn4000 dn4000_err d4000 d4000_err
57038 GOODS-N 0.830 189.164500 62.215690 1.7530 0.0000 -0.6301 0.0000
57146 GOODS-S 1.120 53.188570 -27.836450 0.8337 0.5410 1.0123 0.5106
57178 GOODS-N 0.890 189.168100 62.215930 1.4408 0.0000 0.9167 0.0000
57258 GOODS-S 0.900 53.157090 -27.837430 1.1581 0.0000 1.3421 0.0000
57308 GOODS-S 1.140 53.153970 -27.837210 0.8323 1.1062 1.1364 0.8508
57378 GOODS-S 1.290 53.160630 -27.835920 1.1844 1.4977 0.3459 0.6950
57446 GOODS-S 0.690 53.152160 -27.835110 1.0826 0.1487 1.3725 0.1229
57524 GOODS-S 0.700 53.153870 -27.836580 1.3219 0.0000 1.4272 0.0000
57685 GOODS-S 0.780 53.152480 -27.834320 1.4118 0.2020 1.2728 0.1228
58124 GOODS-N 1.170 189.173500 62.217580 1.2236 1.2716 1.1539 0.9992
58137 GOODS-N 0.980 189.177200 62.218200 1.8275 0.7206 1.7734 0.5893
58176 GOODS-S 1.270 53.187300 -27.834820 1.2819 0.4762 0.6628 0.2107
58181 GOODS-S 0.670 53.168020 -27.832510 1.3893 0.2328 1.8793 0.2259
58595 GOODS-N 0.900 189.201900 62.218130 0.9441 0.0000 0.9998 0.0000
58615 GOODS-S 1.010 53.157930 -27.834270 1.1999 0.0000 1.2644 0.0000
58650 GOODS-N 0.940 189.207000 62.218810 0.9852 0.2446 1.0950 0.3183
58743 GOODS-S 0.940 53.166580 -27.834550 2.2866 2.1575 2.1318 2.8286
58831 GOODS-N 0.560 189.186200 62.218640 -16.1251 439.2593 -26.9064 732.6655
58856 GOODS-N 0.580 189.160300 62.220390 1.1451 0.2201 1.7096 0.2479
58951 GOODS-S 0.570 53.165160 -27.834190 1.8191 3.9089 2.3817 4.7636
58985 GOODS-S 0.560 53.199900 -27.834070 1.1170 0.4340 2.1548 0.7398
59121 GOODS-N 0.910 189.204300 62.219470 0.9222 0.0000 0.9505 0.1627
59160 GOODS-S 0.640 53.161280 -27.834200 1.4620 1.1526 1.2566 1.0578
59375 GOODS-N 1.010 189.171400 62.220790 1.1631 0.1988 1.3347 0.1568
59398 GOODS-N 1.180 189.201100 62.220600 1.0123 0.4347 1.3709 0.4260
59445 GOODS-N 1.020 189.165100 62.219720 1.1887 1.2495 1.3596 1.0050
59472 GOODS-N 0.670 189.165500 62.219680 0.6285 0.0000 0.8025 0.0000
59531 GOODS-N 0.740 189.199700 62.220230 2.0217 0.0000 1.8511 0.0000
59571 GOODS-S 0.980 53.158530 -27.831860 0.8686 0.5167 0.9674 0.3856
59586 GOODS-S 0.890 53.157400 -27.832060 1.0349 0.0000 1.0574 0.1475
59595 GOODS-S 0.710 53.180270 -27.833110 0.8434 0.0000 1.0275 0.0000
59713 GOODS-N 0.580 189.165800 62.219790 1.1921 0.0000 1.2609 0.8208
59792 GOODS-S 1.120 53.154220 -27.832730 1.9622 0.0000 1.3684 1.2017
59863 GOODS-N 0.800 189.203200 62.221890 1.1836 0.2381 1.2349 0.1817
59873 GOODS-N 1.070 189.175100 62.220150 1.4676 0.7986 3.1674 1.1859
59905 GOODS-S 1.050 53.180220 -27.832950 3.3872 0.8881 3.0429 0.4509
60003 GOODS-N 0.680 189.202100 62.220730 0.9128 1.2587 0.8098 0.9963
60049 GOODS-N 0.760 189.185200 62.220390 0.5178 0.0000 1.5025 0.0000
60279 GOODS-S 1.260 53.189520 -27.832110 1.5811 3.7379 0.3424 1.4228
60296 GOODS-S 0.660 53.160270 -27.825520 1.0990 0.2286 1.4213 0.1915
60341 GOODS-S 1.310 53.192120 -27.831530 1.2289 0.7891 0.3244 0.2647
60438 GOODS-S 1.080 53.204900 -27.831790 1.1185 0.9944 1.0037 1.0380
60555 GOODS-S 1.180 53.180180 -27.829520 1.5740 2.6222 2.0807 2.6704
60666 GOODS-N 0.660 189.185900 62.222010 1.0961 1.4980 1.3615 1.1377
60675 GOODS-N 0.820 189.176600 62.222130 1.2306 0.0000 1.4078 0.0000
60709 GOODS-S 1.200 53.190920 -27.831040 1.3084 0.4938 1.2802 0.3090
60722 GOODS-S 1.080 53.203640 -27.830050 0.8809 2.6870 1.9308 2.9630
60858 GOODS-N 1.000 189.204400 62.222820 1.2938 0.6846 1.3235 0.5551
60999 GOODS-S 1.260 53.202880 -27.829520 1.3064 0.3544 0.8514 0.2045
61065 GOODS-N 0.870 189.175200 62.222690 1.0174 0.0000 1.1032 0.1742
61078 GOODS-S 1.060 53.185850 -27.830350 1.0795 1.6585 0.9589 1.3614
61113 GOODS-N 1.220 189.204000 62.222850 1.4663 0.6996 1.0539 0.4075
61172 GOODS-S 0.660 53.164750 -27.824540 1.2854 0.1579 1.7639 0.1482
61235 GOODS-S 1.130 53.188120 -27.827760 1.6033 0.2413 1.8215 0.2160
61291 GOODS-N 0.990 189.162400 62.224920 1.3644 0.1982 1.6968 0.1452
61413 GOODS-S 1.130 53.170480 -27.829830 0.7301 1.4801 1.1533 1.5369
61418 GOODS-N 1.170 189.202100 62.223090 1.2702 0.7570 1.1179 0.5883
61447 GOODS-S 0.920 53.185230 -27.827840 1.1778 0.1593 1.4351 0.1248
61598 GOODS-S 0.780 53.187810 -27.828280 1.1507 0.3961 1.1437 0.2779
61746 GOODS-N 0.950 189.202400 62.224630 1.2982 0.2875 1.2528 0.2112
61980 GOODS-S 1.000 53.197140 -27.829030 1.6938 0.0000 0.2859 1.4094
62107 GOODS-N 1.000 189.160400 62.227590 1.2313 0.2469 1.6272 0.2385
62122 GOODS-S 0.600 53.191650 -27.828330 1.2684 0.8089 1.2538 0.5670
62188 GOODS-S 0.630 53.196680 -27.828640 0.5430 0.0000 0.7640 0.3143
62191 GOODS-S 1.300 53.186080 -27.828280 -2.6687 13.8763 -2.3328 14.9761
62376 GOODS-N 0.930 189.180400 62.225830 1.1705 0.3164 1.1667 0.1914
62388 GOODS-N 0.940 189.197700 62.225110 1.0158 0.2647 1.1348 0.2207
62528 GOODS-S 0.700 53.189880 -27.826710 1.2399 0.1441 1.6180 0.1232
62543 GOODS-N 0.970 189.179400 62.225830 1.0789 0.0000 0.9909 0.3157
62562 GOODS-N 0.710 189.160600 62.225360 1.0049 0.0000 1.2260 0.0000
62700 GOODS-S 0.580 53.163860 -27.827520 1.0593 1.4620 1.3979 1.3275
62741 GOODS-N 0.600 189.189700 62.225060 1.4353 0.0000 1.5062 0.6699
62788 GOODS-S 0.610 53.179060 -27.825760 1.6327 1.1426 1.6522 0.7093
62841 GOODS-S 0.660 53.161870 -27.827580 1.0285 0.0000 1.9460 0.0000
63084 GOODS-N 0.800 189.196100 62.225940 0.9148 1.7182 1.2342 1.7712
63098 GOODS-S 1.080 53.201760 -27.826650 1.5281 1.1877 1.3670 0.8936
63169 GOODS-N 0.930 189.164400 62.225970 1.0262 0.0000 1.4145 0.5769
63339 GOODS-S 0.680 53.165900 -27.826120 1.1499 0.0000 1.5266 0.1854
63360 GOODS-S 0.890 53.163240 -27.826710 1.1086 0.0000 1.2586 0.0000
63410 GOODS-N 0.700 189.192200 62.226390 0.8819 0.0000 1.4061 0.0000
63419 GOODS-N 1.000 189.170700 62.228280 1.1776 0.2902 1.3606 0.2647
63526 GOODS-N 0.870 189.171100 62.227810 1.2806 0.1557 1.7766 0.2327
63612 GOODS-S 0.650 53.155410 -27.826110 0.7948 0.0000 1.2270 0.0000
63861 GOODS-S 1.100 53.200080 -27.825490 1.1370 0.6380 0.8579 0.5910
63902 GOODS-S 0.830 53.161750 -27.824570 1.3995 0.0000 1.7739 0.1078
64178 GOODS-N 1.040 189.166300 62.227370 0.5128 0.0000 0.4313 0.6657
64211 GOODS-N 1.300 189.196600 62.228410 1.2661 0.4706 0.4291 0.1725
64278 GOODS-S 0.590 53.150180 -27.824540 0.6554 0.8630 0.6343 0.4835
64358 GOODS-N 1.280 189.209100 62.228390 -1.6743 10.2135 -0.4444 1.9121
64376 GOODS-S 0.680 53.174200 -27.824970 1.7061 0.0000 2.7697 0.0000
64393 GOODS-S 0.750 53.154090 -27.824410 1.2329 0.0000 1.0584 0.0000
64394 GOODS-N 0.990 189.178500 62.228440 1.0828 0.0000 1.1373 0.3097
64469 GOODS-N 0.570 189.172800 62.234200 1.2387 0.1446 2.2922 0.2166
64503 GOODS-S 0.850 53.172830 -27.824660 0.7940 0.0000 1.2334 0.0000
64523 GOODS-N 1.210 189.179800 62.229950 1.2876 0.3285 1.2683 0.2400
64590 GOODS-N 1.310 189.199400 62.229020 99.8536 10606.1168 156.0204 49415.5360
64769 GOODS-S 0.770 53.158380 -27.822810 0.9164 0.0000 0.7716 0.0000
64797 GOODS-S 0.680 53.168100 -27.823210 1.1355 0.8508 1.3106 0.6161
64963 GOODS-S 1.200 53.181580 -27.823920 1.1592 0.4938 1.1054 0.5593
64997 GOODS-S 1.310 53.186140 -27.823400 1.1070 0.9747 0.4359 0.4447
65170 GOODS-N 0.980 189.198600 62.229600 1.9142 2.6599 1.2956 1.9685
65179 GOODS-S 0.750 53.190980 -27.823560 1.4760 0.0000 1.1833 0.0000
65246 GOODS-S 0.620 53.149460 -27.823590 0.7749 1.1740 0.8721 0.9583
65335 GOODS-S 0.700 53.153240 -27.822980 0.8971 0.0000 1.4737 0.0000
65347 GOODS-N 0.740 189.169200 62.229590 1.6802 0.0000 1.5255 0.0000
65404 GOODS-N 1.010 189.193100 62.234730 1.2126 0.1177 1.3969 0.0952
65471 GOODS-S 1.140 53.160530 -27.822690 0.8650 0.0000 1.0909 0.7469
65539 GOODS-S 0.880 53.153450 -27.822690 1.0599 2.2776 -0.1649 4.5437
65572 GOODS-S 0.670 53.155880 -27.822220 1.2570 0.2764 1.5342 0.3615
65589 GOODS-N 0.820 189.175600 62.230180 1.2469 0.0000 1.1212 0.0000
65609 GOODS-S 0.750 53.149680 -27.822280 1.6823 0.7747 1.2556 0.5077
65620 GOODS-S 0.970 53.164980 -27.819330 1.3817 0.1349 1.6905 0.1144
65700 GOODS-S 0.570 53.176750 -27.821710 0.9262 0.0000 1.7667 0.6159
65708 GOODS-S 0.670 53.161080 -27.821910 0.9285 0.4947 1.2603 0.4377
65746 GOODS-S 1.180 53.154380 -27.821490 1.1661 0.4441 1.0226 0.3042
65825 GOODS-S 0.870 53.171730 -27.821790 1.1109 0.0000 1.1895 0.0000
65831 GOODS-N 0.910 189.191800 62.232430 1.1010 0.0000 1.1415 0.1185
65981 GOODS-S 0.720 53.172630 -27.821430 1.3961 0.0000 1.2683 0.0000
66045 GOODS-N 1.060 189.164100 62.231370 0.5931 0.7183 0.7994 0.5910
66106 GOODS-S 1.180 53.153770 -27.821520 -1.5371 10.2454 -1.7922 3.9785
66149 GOODS-S 0.710 53.164040 -27.821640 0.6683 0.8063 1.2719 1.1609
66190 GOODS-S 0.710 53.170470 -27.821610 2.6149 0.0000 2.8581 0.0000
66217 GOODS-N 1.050 189.180500 62.231440 1.2079 1.6737 1.1390 1.3265
66218 GOODS-N 1.210 189.162000 62.231910 1.5444 0.9981 1.3750 0.7427
66256 GOODS-S 0.680 53.193210 -27.820220 1.4831 0.2894 1.9735 0.2742
66468 GOODS-S 1.270 53.185720 -27.820980 0.7688 3.4629 0.6375 2.2560
66620 GOODS-S 0.750 53.166080 -27.820550 1.7607 0.0000 1.3904 0.0000
66708 GOODS-S 0.670 53.161710 -27.819260 1.2011 0.2834 1.4200 0.2290
66729 GOODS-S 0.680 53.136330 -27.816540 1.1450 0.1263 1.4275 0.1034
66753 GOODS-N 0.720 189.206200 62.235310 1.4892 0.1996 1.3662 0.1226
66853 GOODS-S 1.040 53.189060 -27.819820 1.2386 0.6336 1.2279 0.4602
66873 GOODS-N 0.920 189.171100 62.232980 1.6783 0.0000 1.1507 0.2888
66997 GOODS-N 1.260 189.209500 62.233220 1.4361 1.1083 0.7894 0.4560
67053 GOODS-S 1.080 53.165860 -27.819050 1.7489 2.7837 1.1322 1.2903
67081 GOODS-N 0.800 189.212000 62.232690 1.5351 0.0000 1.5533 0.0000
67200 GOODS-S 1.250 53.151470 -27.819360 0.8259 2.1017 0.9563 1.2387
67343 GOODS-N 1.140 189.174400 62.234140 1.3209 1.1031 1.3117 0.8161
67460 GOODS-N 1.210 189.162500 62.233360 1.1025 3.0365 0.5278 1.3144
67542 GOODS-S 0.970 53.169910 -27.817850 1.2567 0.0000 1.8167 0.0000
67551 GOODS-N 0.930 189.180800 62.233890 1.0412 0.0000 1.0744 0.5417
67558 GOODS-S 0.960 53.152590 -27.818420 1.3724 0.0000 1.0267 0.0000
67599 GOODS-S 0.730 53.143900 -27.818000 1.2750 0.0000 1.0136 0.0000
67601 GOODS-S 1.280 53.161890 -27.818410 1.9698 1.1490 0.8590 0.5611
67654 GOODS-S 0.780 53.195570 -27.817670 1.3971 0.6487 1.1505 0.3549
67752 GOODS-S 0.900 53.147510 -27.817910 2.2644 0.0000 1.2874 0.4944
67801 GOODS-S 1.320 53.188770 -27.818170 1.2565 1.0482 0.2642 0.2983
67814 GOODS-S 0.840 53.137180 -27.815680 1.1138 0.1392 1.3100 0.1112
67929 GOODS-S 0.870 53.165470 -27.818310 1.1952 0.0000 0.7673 0.0000
67996 GOODS-S 0.820 53.169260 -27.817650 0.8218 0.0000 1.0445 0.0000
68033 GOODS-S 1.140 53.167770 -27.816710 1.3876 0.5737 1.4249 0.4598
68057 GOODS-N 1.150 189.177200 62.234760 0.7035 1.9357 0.5413 1.2144
68104 GOODS-S 1.140 53.191210 -27.817280 1.1205 0.4214 1.1603 0.2997
68115 GOODS-S 0.690 53.175630 -27.817540 0.8213 0.0000 1.1351 0.0000
68134 GOODS-N 0.710 189.208600 62.234460 0.1929 0.0000 0.6758 0.0000
68241 GOODS-S 0.600 53.162550 -27.817160 1.8487 5.7704 1.5740 3.9607
68303 GOODS-S 1.070 53.141900 -27.817650 1.4133 0.0000 0.8318 0.4863
68414 GOODS-S 1.030 53.168180 -27.816970 1.2666 0.0000 1.1811 0.3588
68430 GOODS-N 0.920 189.198500 62.235050 1.2267 0.0000 1.0778 0.0000
68518 GOODS-N 0.610 189.188600 62.235390 1.0354 0.0000 1.5301 0.0000
68612 GOODS-N 0.570 189.196600 62.237380 1.2934 0.6829 2.1546 0.8960
68675 GOODS-S 0.670 53.174510 -27.814960 1.0808 0.1255 1.2969 0.1013
68696 GOODS-N 0.990 189.201400 62.236880 1.2113 0.4356 1.4037 0.2888
68706 GOODS-N 1.080 189.202300 62.235600 0.8155 1.1428 1.0221 1.1478
68720 GOODS-N 1.240 189.214100 62.235700 0.9243 1.1394 1.1139 0.9067
68739 GOODS-S 0.560 53.160720 -27.816310 1.1605 1.1489 2.5785 2.1890
68819 GOODS-N 0.560 189.209200 62.235570 0.6950 1.2911 2.1999 2.8811
68827 GOODS-S 1.310 53.149890 -27.814000 1.2264 0.1543 0.2808 0.0415
68841 GOODS-S 1.100 53.164450 -27.815340 1.0981 0.2593 1.3467 0.2000
68852 GOODS-S 0.750 53.178880 -27.815970 1.6389 0.0000 1.1353 0.0000
68854 GOODS-S 1.190 53.175790 -27.816560 2.0346 0.8510 1.4297 0.8755
68918 GOODS-S 1.110 53.166250 -27.816390 1.2721 0.0000 0.8917 1.0736
68941 GOODS-N 0.880 189.172500 62.235840 0.8901 0.0000 1.1405 0.8002
68944 GOODS-S 0.660 53.203630 -27.816030 0.6196 1.2831 1.1031 1.4706
68982 GOODS-S 0.820 53.154290 -27.815930 1.1969 0.0000 1.3615 0.0000
69044 GOODS-S 0.950 53.172310 -27.815990 0.9950 0.0000 0.7050 0.0000
69106 GOODS-N 0.920 189.206500 62.237510 0.9935 0.5533 1.0468 0.3643
69117 GOODS-S 1.090 53.148040 -27.815450 1.0336 0.4880 1.3071 0.5281
69168 GOODS-S 0.710 53.173440 -27.815730 1.0309 0.0000 1.2571 0.0000
69170 GOODS-S 1.100 53.164360 -27.815690 0.7471 1.1064 0.5072 0.8286
69195 GOODS-N 1.040 189.199800 62.236430 2.1323 0.0000 1.3935 0.7072
69234 GOODS-S 0.990 53.195140 -27.813960 1.1336 0.3079 1.0627 0.3804
69260 GOODS-S 0.680 53.175120 -27.815060 0.6358 0.0000 1.8281 0.0000
69341 GOODS-S 1.140 53.150110 -27.815230 0.9886 0.0000 0.8805 0.3757
69397 GOODS-N 0.580 189.174100 62.237130 0.7214 0.7328 1.2263 0.9767
69419 GOODS-N 0.820 189.209800 62.237690 1.1152 0.3524 1.4583 0.4943
69472 GOODS-S 0.740 53.134700 -27.815020 0.9461 0.0000 0.5832 0.0000
69509 GOODS-N 0.960 189.200400 62.237450 0.9652 0.3616 0.9467 0.3072
69686 GOODS-S 0.900 53.153970 -27.814670 0.9549 0.0000 1.2522 0.0000
69713 GOODS-S 0.690 53.151940 -27.814660 1.4078 0.0000 1.3462 0.0000
69819 GOODS-N 0.860 189.194300 62.237660 0.6587 0.0000 0.9147 0.0000
69850 GOODS-N 0.880 189.209800 62.238610 1.0608 0.3066 1.1027 0.2230
70082 GOODS-N 0.660 189.178400 62.238140 0.9522 0.0000 1.4405 0.0000
70128 GOODS-S 0.760 53.153350 -27.813450 1.1187 0.0000 1.2236 0.0000
70141 GOODS-S 1.110 53.159600 -27.813460 1.1905 0.8146 1.2811 0.7560
70225 GOODS-S 0.700 53.178900 -27.813520 1.7153 0.0000 1.1541 0.0000
70232 GOODS-S 0.670 53.156400 -27.810810 1.0702 0.1121 1.2973 0.0911
70264 GOODS-S 0.950 53.168170 -27.812930 1.0473 0.0000 1.0525 0.0918
70340 GOODS-S 1.050 53.166410 -27.812900 1.0861 0.0000 1.2024 1.0031
70518 GOODS-S 1.100 53.174400 -27.812720 0.7945 0.4084 1.3538 0.6601
70635 GOODS-S 0.880 53.181350 -27.812650 0.6882 0.0000 0.6222 0.0000
70677 GOODS-N 0.980 189.186600 62.239610 1.1442 0.0000 1.3181 0.2867
70682 GOODS-S 0.740 53.179920 -27.811740 1.5739 0.9735 1.2787 0.5060
70727 GOODS-N 0.570 189.193400 62.239290 0.6865 1.0519 1.2141 1.3667
70821 GOODS-S 0.780 53.139270 -27.811590 1.3160 0.0000 1.0265 0.0000
70822 GOODS-S 0.570 53.190460 -27.812240 1.3917 3.8372 1.9439 4.1268
70859 GOODS-S 0.760 53.157000 -27.812170 1.2953 0.0000 1.0280 0.0000
70874 GOODS-N 0.870 189.162300 62.240060 1.1997 0.3131 1.4128 0.2715
70878 GOODS-S 0.720 53.164310 -27.810830 1.4381 0.0000 1.3514 0.0000
70973 GOODS-S 0.860 53.160830 -27.811830 0.9968 0.0000 0.9626 0.0000
70974 GOODS-N 0.960 189.168600 62.240060 1.6471 0.0000 1.4979 0.5109
71081 GOODS-S 1.070 53.139380 -27.811460 0.7492 0.0000 1.1401 0.5655
71252 GOODS-N 0.940 189.169200 62.241540 0.9942 1.0622 1.4529 0.9044
71305 GOODS-S 1.160 53.189600 -27.811140 1.1288 1.0369 1.3513 0.7515
71524 GOODS-S 1.200 53.145080 -27.809840 1.2924 0.3347 1.2806 0.2020
71560 GOODS-S 0.680 53.138050 -27.809660 1.1551 0.0000 1.4277 0.0847
71675 GOODS-N 0.940 189.178300 62.240880 0.9834 0.0000 1.2005 0.0000
71858 GOODS-S 0.710 53.159100 -27.810060 0.9536 0.0000 1.4597 0.0000
71864 GOODS-S 0.760 53.150600 -27.809510 1.3497 0.0000 1.0692 0.0000
71890 GOODS-S 0.790 53.135080 -27.809820 0.7394 0.0000 1.0205 0.0000
71891 GOODS-N 0.900 189.180800 62.242150 1.7553 0.0000 2.0084 1.3756
71974 GOODS-N 0.620 189.210600 62.241360 1.5005 0.0000 1.8017 0.6859
72024 GOODS-S 1.220 53.145940 -27.808540 1.3141 0.6280 1.1082 0.4666
72048 GOODS-S 1.060 53.151040 -27.809460 0.9300 0.0000 1.0575 0.2393
72081 GOODS-N 0.910 189.184100 62.241820 0.9417 0.0000 0.8046 0.2162
72082 GOODS-S 0.660 53.137540 -27.808170 0.9557 0.2664 1.3569 0.2494
72113 GOODS-S 1.090 53.135110 -27.809720 1.2736 0.0000 1.3195 0.0000
72168 GOODS-N 1.230 189.217000 62.242460 0.5978 1.0411 0.2843 0.8465
72261 GOODS-N 0.910 189.167300 62.242380 1.1540 0.3517 1.1883 0.3310
72302 GOODS-S 1.160 53.155240 -27.808770 0.9692 0.9076 1.1590 0.7365
72319 GOODS-S 0.950 53.166610 -27.808500 1.8325 0.0000 1.2854 0.4168
72412 GOODS-N 0.580 189.214700 62.242280 0.5704 0.7109 1.0448 1.1504
72495 GOODS-S 1.300 53.186100 -27.807890 1.1809 1.2802 0.3902 0.4900
72509 GOODS-S 1.270 53.170520 -27.806590 1.0355 0.4547 0.5958 0.2197
72684 GOODS-N 1.200 189.190700 62.245200 1.2297 0.3738 1.0568 0.2429
72689 GOODS-S 1.280 53.177200 -27.807790 1.8645 3.4134 1.5587 2.9570
72692 GOODS-S 1.180 53.178240 -27.807620 1.5467 0.8400 1.6296 0.6385
72800 GOODS-N 0.650 189.195400 62.246600 1.1232 0.1250 1.5411 0.1173
72809 GOODS-N 0.630 189.211100 62.243370 1.0791 2.6885 2.2210 5.1167
72853 GOODS-S 1.090 53.168680 -27.807370 0.7634 0.0000 0.9324 0.0000
72877 GOODS-S 1.310 53.159800 -27.807140 1.4730 2.3794 0.3044 0.6491
72905 GOODS-S 0.660 53.180240 -27.798930 1.2100 0.1360 1.5637 0.1204
72986 GOODS-N 0.930 189.173800 62.243880 1.1460 0.2962 1.1445 0.2235
73027 GOODS-S 1.240 53.182150 -27.805770 0.6336 1.0434 0.7707 0.8555
73030 GOODS-S 1.300 53.172170 -27.805870 0.9868 0.4373 0.3224 0.1741
73160 GOODS-N 0.620 189.215000 62.244210 1.0339 1.4031 0.8945 1.0286
73166 GOODS-S 0.690 53.137960 -27.806410 0.7896 0.0000 0.9290 0.0000
73331 GOODS-N 0.930 189.213600 62.243930 1.2223 0.0000 1.0028 0.0000
73333 GOODS-S 0.620 53.149850 -27.803300 1.2277 0.1374 1.4148 0.1151
73362 GOODS-N 1.100 189.174100 62.244450 0.7402 0.3817 1.1145 0.3628
73385 GOODS-S 0.670 53.151190 -27.805560 1.2875 0.5017 1.5667 0.5194
73393 GOODS-N 0.580 189.208500 62.244410 1.7110 3.8457 2.3061 4.5849
73423 GOODS-S 0.680 53.140540 -27.804570 1.1419 0.0000 1.3891 0.0000
73549 GOODS-S 0.690 53.161240 -27.804880 1.2715 0.0000 1.3250 0.0000
73626 GOODS-N 0.760 189.171800 62.244800 1.3292 0.0000 1.3800 0.0000
73635 GOODS-N 0.650 189.216700 62.245210 1.0012 0.3002 0.9088 0.5280
73866 GOODS-S 0.690 53.140760 -27.804470 1.1578 0.0000 1.4331 0.0000
73908 GOODS-S 0.910 53.136290 -27.804140 1.0378 0.0000 1.2178 0.0000
73974 GOODS-S 1.200 53.137770 -27.802100 1.6366 0.5178 1.5985 0.3360
74011 GOODS-S 0.920 53.148750 -27.804300 1.0411 0.0000 0.9669 0.0000
74039 GOODS-S 0.760 53.181640 -27.801310 1.9463 0.5350 1.5508 0.2813
74060 GOODS-S 0.660 53.163420 -27.799550 1.4105 0.1556 1.9179 0.1445
74125 GOODS-N 1.060 189.170200 62.245380 1.3572 0.7003 1.4018 1.1674
74133 GOODS-S 0.660 53.148960 -27.799680 1.3036 0.1380 1.7480 0.1243
74166 GOODS-S 0.930 53.137830 -27.803630 1.1398 0.0000 0.8794 0.2610
74217 GOODS-S 0.940 53.180760 -27.803980 1.5367 0.0000 1.4403 0.0000
74224 GOODS-S 1.260 53.147680 -27.804000 1.0030 1.9314 0.2652 0.9099
74234 GOODS-S 0.790 53.137710 -27.804220 7.4947 0.0000 16.6676 0.0000
74352 GOODS-S 0.620 53.142550 -27.803720 0.6943 0.0000 1.0337 0.0000
74385 GOODS-S 1.160 53.176910 -27.803470 1.1824 1.5667 1.1942 1.2009
74418 GOODS-S 0.690 53.166390 -27.801830 1.1887 0.0000 1.4002 0.0000
74641 GOODS-N 0.850 189.174700 62.249160 1.2229 0.2730 1.4036 0.2303
74733 GOODS-S 1.250 53.135490 -27.802540 0.6137 3.1498 0.6229 1.5346
74794 GOODS-N 0.640 189.192300 62.247820 1.1468 0.4237 1.1814 0.2922
74900 GOODS-S 0.930 53.188770 -27.802210 0.8482 0.0000 0.7700 0.0000
74943 GOODS-N 1.010 189.171400 62.247780 1.0773 0.0000 1.2505 0.5106
74950 GOODS-S 1.090 53.173340 -27.802240 1.1141 0.0000 1.7755 0.9886
75001 GOODS-N 0.560 189.168400 62.246810 3.6060 21.9975 8.9318 53.1228
75179 GOODS-N 0.990 189.216500 62.247540 0.8985 0.9297 1.0192 0.6665
75367 GOODS-N 0.900 189.208600 62.248430 1.0261 0.1738 1.0539 0.1907
75397 GOODS-S 0.910 53.162210 -27.801220 0.9394 0.0000 1.1922 0.0000
75429 GOODS-N 1.040 189.186000 62.247890 1.7728 2.9091 1.8330 2.3209
75495 GOODS-S 0.680 53.157280 -27.798450 1.1385 0.0000 1.4294 0.0000
75552 GOODS-S 1.310 53.162940 -27.800490 0.7009 2.0509 0.0856 0.9704
75556 GOODS-N 0.880 189.203600 62.248890 1.0958 0.0000 1.1428 0.1440
75604 GOODS-S 0.630 53.168160 -27.799840 1.0535 0.0000 1.6673 0.6945
75659 GOODS-N 0.920 189.186700 62.248800 1.1060 0.1907 1.0307 0.1263
75733 GOODS-S 0.680 53.169860 -27.800120 1.1400 0.0000 1.4669 0.0000
75852 GOODS-S 1.310 53.151550 -27.799590 2.9901 4.6682 0.6467 0.8337
75917 GOODS-N 1.000 189.206100 62.249130 1.0028 0.0000 1.0660 0.2304
75938 GOODS-S 0.910 53.135260 -27.799560 2.0152 0.0000 2.3916 0.0000
75971 GOODS-S 0.890 53.165910 -27.799710 1.2397 0.0000 1.0522 0.0000
76094 GOODS-S 0.680 53.155450 -27.791480 1.2488 0.1290 1.6702 0.1156
76098 GOODS-N 0.860 189.201400 62.252160 1.2008 0.1411 1.6797 0.1501
76107 GOODS-N 0.840 189.192900 62.249900 1.2869 0.4393 1.2276 0.5383
76123 GOODS-N 0.790 189.168300 62.248840 1.2152 0.0000 1.3027 0.0000
76125 GOODS-S 1.080 53.138550 -27.799460 1.0290 0.4999 1.2184 0.3423
76150 GOODS-S 0.630 53.153960 -27.799040 1.5893 0.0000 2.2239 0.0000
76154 GOODS-S 0.610 53.151200 -27.798700 0.9730 0.0000 1.1606 0.0829
76197 GOODS-S 1.050 53.178970 -27.798670 1.0677 0.0000 0.9905 0.2365
76206 GOODS-N 0.580 189.163600 62.249690 1.1606 1.8197 1.9228 2.4054
76359 GOODS-N 0.820 189.177700 62.249800 0.7405 0.0000 1.1590 0.0000
76376 GOODS-S 0.580 53.168410 -27.797870 1.1841 0.6187 1.8081 0.7924
76384 GOODS-S 1.260 53.186420 -27.798110 1.5573 1.6956 0.8121 1.0889
76422 GOODS-S 0.670 53.187740 -27.798050 -3.4658 11.1978 -3.3322 5.3126
76534 GOODS-S 0.570 53.172250 -27.798370 2.0796 5.1409 4.1485 11.8238
76612 GOODS-S 0.870 53.166880 -27.797710 1.1816 0.0000 1.1631 0.0000
76706 GOODS-S 0.780 53.146930 -27.798140 1.2517 0.0000 1.1965 0.0000
76707 GOODS-S 0.570 53.189830 -27.797620 -1.8560 22.1997 2.6227 29.6666
76745 GOODS-S 1.270 53.135710 -27.797710 0.7941 0.6511 0.5815 0.4105
76751 GOODS-S 1.110 53.156750 -27.795600 0.9021 0.1112 1.1506 0.1111
76773 GOODS-N 1.000 189.200500 62.252420 1.0715 0.7965 0.3940 0.4514
76778 GOODS-N 0.840 189.170500 62.251420 1.0137 0.2735 1.2530 0.2418
