#   PearsID  Field  RA  DEC  zspec  zp_minchi2  zspz_minchi2  zg_minchi2  zp  zspz  zg  zp_zerr_low  zp_zerr_up  zspz_zerr_low  zspz_zerr_up  zg_zerr_low  zg_zerr_up  zp_min_chi2  zspz_min_chi2  zg_min_chi2  zp_bestalpha  zspz_bestalpha  zg_bestalpha  zp_model_idx  zspz_model_idx  zg_model_idx  zp_age  zp_tau  zp_av  zspz_age  zspz_tau  zspz_av  zg_age  zg_tau  zg_av  zp_template_ms  zp_ms  zp_sfr  zp_uv  zp_vj  zspz_template_ms  zspz_ms  zspz_sfr  zspz_uv  zspz_vj  zg_template_ms  zg_ms  zg_sfr  zg_uv  zg_vj  figs_id  figs_field  figs_ra  figs_dec  ur_col
83094  GOODS-S  53.1786865  -27.784962  -99.  2.25  -99.  -99.  1.66  -99.  -99.  2.11  2.32  -99.  -99.  -99.  -99.  0.62  -99.  -99.  1.81e+09  -99.  -99.  169  -99  -99  8.06  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7059  1.277e+09  0.  -0.1528  0.7292  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2041  GS1  53.1786780  -27.784956  0.542
112988  GOODS-N  189.4024003  62.314978  -99.  1.53  -99.  -99.  1.62  -99.  -99.  1.43  1.71  -99.  -99.  -99.  -99.  1.  -99.  -99.  5.97e+10  -99.  -99.  5356  -99  -99  9.11  15.8  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.0481  2.874e+09  0.  -0.0947  1.1961  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  690  GN2  189.4023800  62.314938  0.683
96866  GOODS-N  189.3600581  62.288191  -99.  2.15  -99.  -99.  1.71  -99.  -99.  1.46  2.29  -99.  -99.  -99.  -99.  1.67  -99.  -99.  6.01e+10  -99.  -99.  15068  -99  -99  8.86  10.  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.0454  2.731e+09  0.  -0.0306  1.2543  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1292  GN2  189.3600840  62.288186  0.767
97750  GOODS-S  53.1742948  -27.761486  -99.  1.17  -99.  -99.  1.02  -99.  -99.  1.07  1.4  -99.  -99.  -99.  -99.  0.38  -99.  -99.  3.14e+10  -99.  -99.  3263  -99  -99  9.01  63.1  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.0101  3.184e+08  0.  -0.2155  1.0923  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  767  GS1  53.1742980  -27.761498  0.525
76592  GOODS-S  53.1736667  -27.797363  0.668  0.61  -99.  -99.  0.61  -99.  -99.  0.56  0.64  -99.  -99.  -99.  -99.  0.67  -99.  -99.  2.62e+09  -99.  -99.  7083  -99  -99  9.26  1.  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.485  1.27e+09  0.  0.2834  1.4627  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2852  GS1  53.1736490  -27.797366  1.160
118719  GOODS-N  189.404761  62.324105  -99.  1.08  -99.  -99.  1.14  -99.  -99.  1.02  1.17  -99.  -99.  -99.  -99.  3.14  -99.  -99.  5.28e+10  -99.  -99.  3286  -99  -99  9.65  63.1  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.0368  1.944e+09  0.  0.0705  1.4271  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  499  GN2  189.4047440  62.324133  0.900
114862  GOODS-N  189.3501925  62.317271  -99.  1.75  -99.  -99.  1.71  -99.  -99.  1.49  1.91  -99.  -99.  -99.  -99.  1.2  -99.  -99.  1.75e+10  -99.  -99.  9670  -99  -99  9.34  1.58  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.4284  7.494e+09  0.  0.2969  1.5131  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  637  GN2  189.3501930  62.317271  1.187
95379  GOODS-S  53.1649356  -27.765116  -99.  3.36  -99.  -99.  3.39  -99.  -99.  3.29  3.46  -99.  -99.  -99.  -99.  5.52  -99.  -99.  9.87e+12  -99.  -99.  15501  -99  -99  7.08  63.1  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.0002  1.731e+09  0.  -0.5928  1.0451  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  913  GS1  53.1649270  -27.765119  0.112
106282  GOODS-N  189.3420096  62.303436  -99.  3.34  -99.  -99.  3.7  -99.  -99.  3.17  3.88  -99.  -99.  -99.  -99.  0.39  -99.  -99.  2.8e+09  -99.  -99.  655  -99  -99  7.76  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7357  2.06e+09  0.  -0.3914  1.1077  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  926  GN2  189.3420190  62.303428  0.298
98649  GOODS-S  53.1676967  -27.759938  -99.  2.36  -99.  -99.  1.83  -99.  -99.  2.17  2.56  -99.  -99.  -99.  -99.  0.23  -99.  -99.  2.13e+09  -99.  -99.  6449  -99  -99  8.41  0.1  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.6364  1.358e+09  0.  -0.1539  1.0712  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  696  GS1  53.1676900  -27.759935  0.593
90082  GOODS-N  189.1699134  62.274503  0.782  0.73  -99.  -99.  0.72  -99.  -99.  0.72  0.73  -99.  -99.  -99.  -99.  18.96  -99.  -99.  5.26e+09  -99.  -99.  2167  -99  -99  9.34  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.4998  2.629e+09  0.  0.2965  1.493  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2519  GN1  189.1699120  62.274502  1.168
87097  GOODS-S  53.152333  -27.777953  -99.  1.35  -99.  -99.  1.35  -99.  -99.  1.32  1.4  -99.  -99.  -99.  -99.  2.41  -99.  -99.  1.92e+09  -99.  -99.  1656  -99  -99  8.61  0.158  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.6129  1.177e+09  0.  -0.0918  1.0471  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1500  GS1  53.1523350  -27.777948  0.650
112509  GOODS-N  189.4184551  62.314892  -99.  1.03  -99.  -99.  1.  -99.  -99.  0.96  1.04  -99.  -99.  -99.  -99.  72.4  -99.  -99.  1.55e+11  -99.  -99.  36869  -99  -99  9.74  2.51  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.4427  6.846e+10  0.  0.9391  2.1618  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  687  GN2  189.4184600  62.314887  2.021
98353  GOODS-N  189.1900192  62.291874  -99.  0.83  -99.  -99.  0.88  -99.  -99.  0.75  0.9  -99.  -99.  -99.  -99.  2.84  -99.  -99.  1.29e+10  -99.  -99.  2896  -99  -99  9.11  15.8  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.0481  6.231e+08  0.  -0.1542  1.1528  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1728  GN1  189.1900290  62.291864  0.604
119879  GOODS-N  189.3599907  62.329089  1.01  0.99  -99.  -99.  1.  -99.  -99.  0.99  0.99  -99.  -99.  -99.  -99.  5.65  -99.  -99.  2.24e+11  -99.  -99.  19148  -99  -99  9.51  0.398  1.29  -99.  -99.  -99.  -99.  -99.  -99.  0.5065  1.137e+11  0.  1.3093  2.1806  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  418  GN2  189.3600250  62.329099  2.416
102530  GOODS-N  189.3642843  62.297141  -99.  0.95  -99.  -99.  0.97  -99.  -99.  0.87  1.  -99.  -99.  -99.  -99.  4.31  -99.  -99.  9.69e+09  -99.  -99.  4888  -99  -99  9.72  2.51  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.4406  4.269e+09  0.  0.4859  1.738  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1065  GN2  189.3643290  62.297150  1.428
102524  GOODS-N  189.3483746  62.298562  -99.  0.11  -99.  -99.  0.13  -99.  -99.  0.01  0.14  -99.  -99.  -99.  -99.  1.53  -99.  -99.  22600000.  -99.  -99.  1911  -99  -99  9.06  0.398  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5699  12900000.  0.  0.2792  1.3213  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1028  GN2  189.3484540  62.298593  1.117
81021  GOODS-S  53.1740301  -27.788006  1.05  0.95  -99.  -99.  0.91  -99.  -99.  0.93  0.96  -99.  -99.  -99.  -99.  2.31  -99.  -99.  7.16e+09  -99.  -99.  2040  -99  -99  9.26  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.538  3.853e+09  0.  0.382  1.495  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2246  GS1  53.1740300  -27.788008  1.265
116394  GOODS-N  189.3698068  62.31949  -99.  1.65  -99.  -99.  1.6  -99.  -99.  1.56  1.73  -99.  -99.  -99.  -99.  2.5  -99.  -99.  1.72e+09  -99.  -99.  657  -99  -99  7.86  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7213  1.238e+09  0.  -0.3061  1.1143  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  598  GN2  189.3698390  62.319496  0.403
115851  GOODS-N  189.3394514  62.319129  -99.  1.99  -99.  -99.  1.86  -99.  -99.  1.92  2.08  -99.  -99.  -99.  -99.  1.38  -99.  -99.  1.46e+10  -99.  -99.  9534  -99  -99  8.91  1.  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.3558  5.192e+09  0.  -0.0053  1.2138  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  603  GN2  189.3394580  62.319132  0.786
93602  GOODS-N  189.1672976  62.282149  -99.  0.94  -99.  -99.  0.94  -99.  -99.  0.94  0.94  -99.  -99.  -99.  -99.  43.02  -99.  -99.  7.21e+10  -99.  -99.  28724  -99  -99  9.01  0.158  2.03  -99.  -99.  -99.  -99.  -99.  -99.  0.595  4.288e+10  0.  0.8852  1.7164  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2144  GN1  189.1673080  62.282146  1.877
84824  GOODS-S  53.1556518  -27.779271  1.839  1.41  -99.  -99.  1.45  -99.  -99.  1.4  1.45  -99.  -99.  -99.  -99.  8.09  -99.  -99.  6.03e+10  -99.  -99.  12009  -99  -99  9.38  1.  0.74  -99.  -99.  -99.  -99.  -99.  -99.  0.5036  3.035e+10  0.  0.526  1.6766  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1594  GS1  53.1556480  -27.779299  1.473
82058  GOODS-S  53.1947122  -27.787023  -99.  0.86  -99.  -99.  0.81  -99.  -99.  0.7  1.  -99.  -99.  -99.  -99.  0.35  -99.  -99.  2.03e+10  -99.  -99.  8185  -99  -99  9.11  63.1  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.0125  2.529e+08  0.  -0.0478  1.2337  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2208  GS1  53.1947040  -27.787027  0.745
80129  GOODS-S  53.1740549  -27.790423  -99.  2.19  -99.  -99.  1.32  -99.  -99.  1.98  2.42  -99.  -99.  -99.  -99.  0.42  -99.  -99.  6.98e+08  -99.  -99.  530  -99  -99  7.72  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7541  5.265e+08  0.  -0.3475  1.0158  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2428  GS1  53.1740580  -27.790422  0.380
98766  GOODS-S  53.1749746  -27.759526  -99.  3.14  -99.  -99.  3.54  -99.  -99.  2.92  3.84  -99.  -99.  -99.  -99.  0.9  -99.  -99.  9.89e+08  -99.  -99.  651  -99  -99  7.68  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7455  7.373e+08  0.  -0.4336  1.1552  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  681  GS1  53.1749850  -27.759513  0.252
95918  GOODS-N  189.3754932  62.285144  -99.  0.72  -99.  -99.  0.67  -99.  -99.  0.53  0.81  -99.  -99.  -99.  -99.  0.47  -99.  -99.  2.79e+08  -99.  -99.  27964  -99  -99  7.91  0.01  2.03  -99.  -99.  -99.  -99.  -99.  -99.  0.7411  2.068e+08  0.  -0.0536  1.3039  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1374  GN2  189.3755380  62.285140  0.763
80115  GOODS-S  53.1680144  -27.789665  0.546  0.56  -99.  -99.  0.56  -99.  -99.  0.55  0.58  -99.  -99.  -99.  -99.  1.37  -99.  -99.  5.13e+09  -99.  -99.  5001  -99  -99  9.44  3.98  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.2809  1.441e+09  0.  0.1285  1.4216  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2363  GS1  53.1680160  -27.789670  0.974
90306  GOODS-S  53.1639122  -27.773215  -99.  2.38  -99.  -99.  2.35  -99.  -99.  2.29  2.46  -99.  -99.  -99.  -99.  0.96  -99.  -99.  1.34e+10  -99.  -99.  36093  -99  -99  8.46  0.158  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.5772  7.715e+09  0.  0.1642  1.4744  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1207  GS1  53.1639050  -27.773224  1.026
88020  GOODS-N  189.1544383  62.270859  0.852  0.81  -99.  -99.  0.77  -99.  -99.  0.76  0.83  -99.  -99.  -99.  -99.  6.67  -99.  -99.  1.56e+10  -99.  -99.  19760  -99  -99  9.41  3.98  1.29  -99.  -99.  -99.  -99.  -99.  -99.  0.2721  4.235e+09  0.  0.3698  1.6171  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2716  GN1  189.1544520  62.270860  1.289
101373  GOODS-N  189.3529121  62.298071  -99.  2.29  -99.  -99.  2.21  -99.  -99.  1.94  2.42  -99.  -99.  -99.  -99.  7.42  -99.  -99.  1.21e+11  -99.  -99.  34275  -99  -99  9.44  1.58  2.39  -99.  -99.  -99.  -99.  -99.  -99.  0.4541  5.505e+10  0.  0.7053  1.9218  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1040  GN2  189.3529110  62.298093  1.720
106408  GOODS-N  189.3961419  62.304008  -99.  2.25  -99.  -99.  1.91  -99.  -99.  2.03  2.34  -99.  -99.  -99.  -99.  1.62  -99.  -99.  1.15e+12  -99.  -99.  22933  -99  -99  8.51  63.1  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.0036  4.116e+09  0.  -0.0959  1.3244  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  915  GN2  189.3961440  62.304004  0.708
114030  GOODS-N  189.4178574  62.316155  -99.  2.23  -99.  -99.  1.43  -99.  -99.  1.83  2.38  -99.  -99.  -99.  -99.  1.28  -99.  -99.  5.36e+09  -99.  -99.  2032  -99  -99  8.96  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.48  2.573e+09  0.  -0.0391  1.1462  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3511  GN2  189.4178570  62.316120  0.727
102134  GOODS-N  189.3685412  62.298175  -99.  1.04  -99.  -99.  1.1  -99.  -99.  0.97  1.12  -99.  -99.  -99.  -99.  0.52  -99.  -99.  1.34e+10  -99.  -99.  7470  -99  -99  9.7  3.98  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.3687  4.946e+09  0.  0.3728  1.6609  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1037  GN2  189.3685780  62.298177  1.294
104550  GOODS-N  189.3605707  62.307312  -99.  0.43  -99.  -99.  0.43  -99.  -99.  0.42  0.44  -99.  -99.  -99.  -99.  278.71  -99.  -99.  7.54e+10  -99.  -99.  24706  -99  -99  9.95  3.98  1.66  -99.  -99.  -99.  -99.  -99.  -99.  0.4158  3.134e+10  0.  0.9166  2.1122  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  839  GN2  189.3605900  62.307313  1.984
93815  GOODS-S  53.1812066  -27.76567  1.22  1.18  -99.  -99.  1.14  -99.  -99.  1.1  1.18  -99.  -99.  -99.  -99.  31.52  -99.  -99.  1.14e+11  -99.  -99.  7222  -99  -99  9.65  1.58  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.4768  5.416e+10  0.  0.6603  1.8324  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  930  GS1  53.1811930  -27.765678  1.642
80666  GOODS-S  53.1765008  -27.789707  0.411  0.58  -99.  -99.  0.43  -99.  -99.  0.52  0.62  -99.  -99.  -99.  -99.  1.04  -99.  -99.  1.31e+08  -99.  -99.  13206  -99  -99  8.01  0.01  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.7244  95160000.  0.  -0.1162  1.1  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2375  GS1  53.1764950  -27.789706  0.654
114780  GOODS-N  189.3914793  62.3176  -99.  1.36  -99.  -99.  1.  -99.  -99.  1.27  1.44  -99.  -99.  -99.  -99.  0.52  -99.  -99.  4.99e+08  -99.  -99.  289  -99  -99  7.91  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7299  3.643e+08  0.  -0.2254  0.7658  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3475  GN2  189.3914760  62.317632  0.473
115893  GOODS-N  189.3922463  62.320116  -99.  0.31  -99.  -99.  0.28  -99.  -99.  0.28  0.32  -99.  -99.  -99.  -99.  21.12  -99.  -99.  2.02e+09  -99.  -99.  2041  -99  -99  9.28  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5375  1.083e+09  0.  0.4231  1.5271  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  583  GN2  189.3922550  62.320120  1.317
106151  GOODS-N  189.390942  62.307187  -99.  0.58  -99.  -99.  0.59  -99.  -99.  0.57  0.59  -99.  -99.  -99.  -99.  8.4  -99.  -99.  2.21e+11  -99.  -99.  37727  -99  -99  9.68  63.1  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.0385  8.507e+09  0.  0.5985  1.9088  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  836  GN2  189.3910040  62.307248  1.598
92535  GOODS-N  189.1767644  62.27917  -99.  0.83  -99.  -99.  0.83  -99.  -99.  0.81  0.85  -99.  -99.  -99.  -99.  53.11  -99.  -99.  6.28e+10  -99.  -99.  24818  -99  -99  9.8  6.31  1.66  -99.  -99.  -99.  -99.  -99.  -99.  0.3161  1.985e+10  0.  0.6308  1.9014  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2283  GN1  189.1767670  62.279169  1.631
102445  GOODS-N  189.3349057  62.297389  -99.  1.45  -99.  -99.  1.56  -99.  -99.  1.38  1.54  -99.  -99.  -99.  -99.  0.56  -99.  -99.  1.81e+09  -99.  -99.  25504  -99  -99  7.91  0.01  1.84  -99.  -99.  -99.  -99.  -99.  -99.  0.7411  1.343e+09  0.  -0.0752  1.2752  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1057  GN2  189.3349030  62.297353  0.734
110727  GOODS-N  189.3827316  62.311504  1.085  1.06  -99.  -99.  1.1  -99.  -99.  1.02  1.37  -99.  -99.  -99.  -99.  24.72  -99.  -99.  1.63e+11  -99.  -99.  5603  -99  -99  9.16  39.8  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.0217  3.551e+09  0.  -0.0778  1.2186  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  745  GN2  189.3827580  62.311504  0.706
109276  GOODS-N  189.3393699  62.308583  -99.  2.3  -99.  -99.  2.2  -99.  -99.  2.23  2.34  -99.  -99.  -99.  -99.  4.19  -99.  -99.  4.89e+09  -99.  -99.  1529  -99  -99  8.41  0.1  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.6364  3.114e+09  0.  -0.2377  0.9968  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  810  GN2  189.3393730  62.308582  0.483
92509  GOODS-N  189.1681429  62.27976  -99.  1.  -99.  -99.  0.98  -99.  -99.  0.97  1.04  -99.  -99.  -99.  -99.  1.27  -99.  -99.  2.3e+09  -99.  -99.  1911  -99  -99  9.06  0.398  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5699  1.31e+09  0.  0.2792  1.3213  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2259  GN1  189.1681530  62.279764  1.117
95096  GOODS-S  53.1797822  -27.765669  -99.  0.03  -99.  -99.  1.15  -99.  -99.  0.01  1.71  -99.  -99.  -99.  -99.  0.87  -99.  -99.  55600.  -99.  -99.  628  -99  -99  7.28  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.8041  44700.  0.  -0.7602  1.6263  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4182  GS1  53.1797530  -27.765655  -0.143
75604  GOODS-S  53.1681635  -27.799841  -99.  0.6  -99.  -99.  0.58  -99.  -99.  0.58  0.63  -99.  -99.  -99.  -99.  1.21  -99.  -99.  3.63e+09  -99.  -99.  9431  -99  -99  9.51  0.631  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.5114  1.854e+09  0.  1.0186  1.9745  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3013  GS1  53.1681630  -27.799841  2.062
88010  GOODS-S  53.1634201  -27.776691  -99.  1.31  -99.  -99.  1.4  -99.  -99.  1.27  1.41  -99.  -99.  -99.  -99.  1.17  -99.  -99.  2.07e+09  -99.  -99.  2155  -99  -99  8.96  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.3782  7.843e+08  0.  -0.1208  1.1175  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1424  GS1  53.1634140  -27.776688  0.632
78491  GOODS-S  53.1546267  -27.793241  -99.  0.42  -99.  -99.  0.38  -99.  -99.  0.41  0.45  -99.  -99.  -99.  -99.  2.48  -99.  -99.  6.61e+08  -99.  -99.  11368  -99  -99  8.36  0.1  0.74  -99.  -99.  -99.  -99.  -99.  -99.  0.6279  4.153e+08  0.  -0.1387  1.1382  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2587  GS1  53.1546360  -27.793243  0.624
116236  GOODS-N  189.3511405  62.319717  -99.  1.15  -99.  -99.  1.16  -99.  -99.  1.13  1.18  -99.  -99.  -99.  -99.  2.79  -99.  -99.  1.04e+10  -99.  -99.  4873  -99  -99  9.34  2.51  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.3364  3.506e+09  0.  0.1182  1.3872  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  595  GN2  189.3511480  62.319706  0.957
91148  GOODS-N  189.1672069  62.27687  -99.  1.04  -99.  -99.  0.88  -99.  -99.  0.83  1.07  -99.  -99.  -99.  -99.  36.14  -99.  -99.  8.7e+10  -99.  -99.  37115  -99  -99  9.74  6.31  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.2986  2.598e+10  0.  0.7245  2.0159  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2388  GN1  189.1672220  62.276864  1.758
117896  GOODS-N  189.4016849  62.322106  -99.  2.33  -99.  -99.  1.1  -99.  -99.  2.25  2.42  -99.  -99.  -99.  -99.  0.98  -99.  -99.  2.21e+09  -99.  -99.  168  -99  -99  8.01  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7141  1.582e+09  0.  -0.1704  0.7247  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  545  GN2  189.4016710  62.322121  0.521
83970  GOODS-S  53.1743342  -27.782534  1.994  1.99  -99.  -99.  2.  -99.  -99.  1.95  2.04  -99.  -99.  -99.  -99.  6.53  -99.  -99.  1.26e+12  -99.  -99.  18037  -99  -99  9.4  63.1  1.1  -99.  -99.  -99.  -99.  -99.  -99.  0.0224  2.816e+10  0.  0.2519  1.5212  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1827  GS1  53.1743190  -27.782529  1.139
87070  GOODS-N  189.1843228  62.268977  -99.  0.05  -99.  -99.  0.18  -99.  -99.  0.03  0.15  -99.  -99.  -99.  -99.  0.51  -99.  -99.  3270000.  -99.  -99.  312  -99  -99  9.06  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.5512  1801000.  0.  0.5462  1.3075  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2798  GN1  189.1843270  62.268968  1.453
113414  GOODS-N  189.3916641  62.327042  0.273  0.27  -99.  -99.  0.27  -99.  -99.  0.27  0.27  -99.  -99.  -99.  -99.  980.75  -99.  -99.  1.08e+11  -99.  -99.  14356  -99  -99  9.65  0.631  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.4859  5.233e+10  0.  1.3221  2.1722  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  436  GN2  189.3916790  62.327041  2.425
87294  GOODS-S  53.1623338  -27.775055  -99.  0.48  -99.  -99.  0.48  -99.  -99.  0.48  0.48  -99.  -99.  -99.  -99.  440.46  -99.  -99.  2.44e+11  -99.  -99.  10682  -99  -99  9.93  63.1  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.0619  1.512e+10  0.  0.3453  1.6675  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1295  GS1  53.1623620  -27.775062  1.267
99727  GOODS-S  53.177805  -27.757797  -99.  0.96  -99.  -99.  0.95  -99.  -99.  0.91  0.99  -99.  -99.  -99.  -99.  0.99  -99.  -99.  1.86e+09  -99.  -99.  2155  -99  -99  8.96  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.3782  7.024e+08  0.  -0.1208  1.1175  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  607  GS1  53.1778050  -27.757794  0.632
97288  GOODS-N  189.1914993  62.287646  -99.  3.1  -99.  -99.  2.38  -99.  -99.  2.77  3.21  -99.  -99.  -99.  -99.  0.98  -99.  -99.  2.57e+09  -99.  -99.  168  -99  -99  8.01  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7141  1.838e+09  0.  -0.1704  0.7247  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1918  GN1  189.1914950  62.287646  0.521
91421  GOODS-S  53.1514221  -27.770997  -99.  2.27  -99.  -99.  1.28  -99.  -99.  1.91  2.36  -99.  -99.  -99.  -99.  0.32  -99.  -99.  1.79e+09  -99.  -99.  291  -99  -99  8.01  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.709  1.267e+09  0.  -0.1684  0.7557  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1052  GS1  53.1514060  -27.770994  0.534
