#   PearsID  Field  RA  DEC  zspec  zp_minchi2  zspz_minchi2  zg_minchi2  zp  zspz  zg  zp_zerr_low  zp_zerr_up  zspz_zerr_low  zspz_zerr_up  zg_zerr_low  zg_zerr_up  zp_min_chi2  zspz_min_chi2  zg_min_chi2  zp_bestalpha  zspz_bestalpha  zg_bestalpha  zp_model_idx  zspz_model_idx  zg_model_idx  zp_age  zp_tau  zp_av  zspz_age  zspz_tau  zspz_av  zg_age  zg_tau  zg_av  zp_template_ms  zp_ms  zp_sfr  zp_uv  zp_vj  zspz_template_ms  zspz_ms  zspz_sfr  zspz_uv  zspz_vj  zg_template_ms  zg_ms  zg_sfr  zg_uv  zg_vj  figs_id  figs_field  figs_ra  figs_dec  ur_col
91367  GOODS-N  189.1739434  62.276348  -99.  0.84  -99.  -99.  0.73  -99.  -99.  0.71  0.9  -99.  -99.  -99.  -99.  1.75  -99.  -99.  1.81e+09  -99.  -99.  2041  -99  -99  9.28  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5375  9.747e+08  0.  0.4231  1.5271  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2419  GN1  189.1739500  62.276345  1.317
102044  GOODS-N  189.411709  62.295935  -99.  2.43  -99.  -99.  1.9  -99.  -99.  2.29  2.57  -99.  -99.  -99.  -99.  0.86  -99.  -99.  2.57e+11  -99.  -99.  8183  -99  -99  9.01  63.1  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.0101  2.603e+09  0.  -0.1012  1.1789  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1097  GN2  189.4117240  62.295938  0.673
92652  GOODS-N  189.1954324  62.279048  -99.  0.48  -99.  -99.  0.62  -99.  -99.  0.32  2.08  -99.  -99.  -99.  -99.  1.88  -99.  -99.  2.19e+08  -99.  -99.  28588  -99  -99  8.36  0.1  2.03  -99.  -99.  -99.  -99.  -99.  -99.  0.6279  1.375e+08  0.  0.0584  1.3632  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2294  GN1  189.1954240  62.279048  0.886
99061  GOODS-N  189.3787195  62.291224  -99.  2.19  -99.  -99.  2.08  -99.  -99.  2.04  2.35  -99.  -99.  -99.  -99.  0.67  -99.  -99.  2.21e+11  -99.  -99.  15447  -99  -99  9.26  39.8  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.0265  5.858e+09  0.  0.1561  1.4176  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1206  GN2  189.3787580  62.291240  1.011
95471  GOODS-S  53.1773516  -27.763933  0.219  0.12  -99.  -99.  0.11  -99.  -99.  0.1  0.12  -99.  -99.  -99.  -99.  29.3  -99.  -99.  4.81e+08  -99.  -99.  2683  -99  -99  9.88  6.31  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.3393  1.633e+08  0.  0.3213  1.6546  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  862  GS1  53.1773450  -27.763934  1.219
90290  GOODS-S  53.1487318  -27.772947  -99.  3.48  -99.  -99.  3.83  -99.  -99.  3.3  3.71  -99.  -99.  -99.  -99.  1.96  -99.  -99.  4.87e+12  -99.  -99.  15501  -99  -99  7.08  63.1  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.0002  8.542e+08  0.  -0.5928  1.0451  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1184  GS1  53.1487160  -27.772945  0.112
74670  GOODS-S  53.161609  -27.802775  0.273  0.5  -99.  -99.  0.52  -99.  -99.  0.49  0.56  -99.  -99.  -99.  -99.  6.93  -99.  -99.  1.61e+09  -99.  -99.  194  -99  -99  9.23  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.5274  8.504e+08  0.  0.8869  1.5881  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3124  GS1  53.1615620  -27.802801  1.871
87093  GOODS-N  189.1530013  62.269226  -99.  1.06  -99.  -99.  1.08  -99.  -99.  0.95  1.18  -99.  -99.  -99.  -99.  0.5  -99.  -99.  4.26e+09  -99.  -99.  9795  -99  -99  9.38  2.51  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.3505  1.492e+09  0.  0.2444  1.4915  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2786  GN1  189.1530050  62.269228  1.124
108799  GOODS-N  189.3808873  62.307329  -99.  1.03  -99.  -99.  1.05  -99.  -99.  0.91  1.15  -99.  -99.  -99.  -99.  0.85  -99.  -99.  8.05e+08  -99.  -99.  16416  -99  -99  8.61  0.158  1.1  -99.  -99.  -99.  -99.  -99.  -99.  0.6129  4.932e+08  0.  0.1273  1.2513  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  845  GN2  189.3809090  62.307334  0.940
91429  GOODS-S  53.1478128  -27.771366  -99.  1.56  -99.  -99.  1.53  -99.  -99.  1.53  1.58  -99.  -99.  -99.  -99.  95.64  -99.  -99.  6.78e+08  -99.  -99.  408  -99  -99  7.74  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7533  5.108e+08  0.  -0.3953  0.3574  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1085  GS1  53.1478150  -27.771364  0.257
97257  GOODS-N  189.3800714  62.287933  -99.  1.09  -99.  -99.  1.22  -99.  -99.  1.  1.24  -99.  -99.  -99.  -99.  1.14  -99.  -99.  1.19e+11  -99.  -99.  37701  -99  -99  8.91  63.1  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.0082  9.833e+08  0.  0.2574  1.5599  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1298  GN2  189.3800940  62.287937  1.146
105530  GOODS-N  189.3588109  62.301996  -99.  2.15  -99.  -99.  1.99  -99.  -99.  1.94  2.34  -99.  -99.  -99.  -99.  0.38  -99.  -99.  4.66e+10  -99.  -99.  22325  -99  -99  8.86  6.31  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.0705  3.288e+09  0.  0.0802  1.3608  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  958  GN2  189.3588680  62.301992  0.910
99920  GOODS-S  53.1799223  -27.75742  -99.  0.6  -99.  -99.  0.54  -99.  -99.  0.58  0.65  -99.  -99.  -99.  -99.  1.28  -99.  -99.  2.48e+08  -99.  -99.  10746  -99  -99  8.01  0.01  0.74  -99.  -99.  -99.  -99.  -99.  -99.  0.7244  1.799e+08  0.  -0.1375  1.0713  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  590  GS1  53.1799250  -27.757420  0.625
118549  GOODS-N  189.3555543  62.323693  -99.  0.15  -99.  -99.  0.21  -99.  -99.  0.15  0.18  -99.  -99.  -99.  -99.  2.9  -99.  -99.  1.23e+08  -99.  -99.  9421  -99  -99  9.28  0.631  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.5375  66390000.  0.  0.5464  1.6252  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  506  GN2  189.3555550  62.323698  1.486
96175  GOODS-N  189.359908  62.286893  -99.  0.6  -99.  -99.  0.59  -99.  -99.  0.59  0.6  -99.  -99.  -99.  -99.  26.27  -99.  -99.  1.91e+10  -99.  -99.  14350  -99  -99  9.48  0.631  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.5171  9.874e+09  0.  0.9912  1.9777  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1315  GN2  189.3599140  62.286890  2.037
107284  GOODS-N  189.3484711  62.308424  0.439  0.42  -99.  -99.  0.39  -99.  -99.  0.39  0.43  -99.  -99.  -99.  -99.  4.37  -99.  -99.  3.68e+09  -99.  -99.  2167  -99  -99  9.34  1.  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.4998  1.837e+09  0.  0.2965  1.493  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  813  GN2  189.3484390  62.308447  1.168
105487  GOODS-N  189.4035901  62.30197  -99.  5.08  -99.  -99.  3.38  -99.  -99.  3.13  5.41  -99.  -99.  -99.  -99.  0.85  -99.  -99.  2.4e+10  -99.  -99.  1659  -99  -99  8.76  0.158  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.622  1.49e+10  0.  0.1643  1.1308  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4218  GN2  189.4035810  62.301980  0.947
88024  GOODS-S  53.1859155  -27.775609  1.422  1.36  -99.  -99.  1.36  -99.  -99.  1.35  1.38  -99.  -99.  -99.  -99.  18.04  -99.  -99.  3.55e+10  -99.  -99.  2044  -99  -99  9.34  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5339  1.897e+10  0.  0.5453  1.6234  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1359  GS1  53.1859110  -27.775608  1.471
113226  GOODS-N  189.3339001  62.315615  -99.  0.52  -99.  -99.  0.48  -99.  -99.  0.44  0.58  -99.  -99.  -99.  -99.  0.51  -99.  -99.  3.62e+08  -99.  -99.  6575  -99  -99  8.56  0.158  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.604  2.187e+08  0.  -0.0731  1.1077  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  668  GN2  189.3338540  62.315635  0.689
119723  GOODS-N  189.3504106  62.327519  0.804  0.76  -99.  -99.  0.77  -99.  -99.  0.74  0.77  -99.  -99.  -99.  -99.  76.11  -99.  -99.  1.2e+13  -99.  -99.  35179  -99  -99  7.04  63.1  2.39  -99.  -99.  -99.  -99.  -99.  -99.  0.0002  1.93e+09  0.  -0.0954  1.6986  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  445  GN2  189.3504350  62.327525  0.793
95920  GOODS-S  53.1596955  -27.762276  1.353  1.28  -99.  -99.  1.13  -99.  -99.  1.23  1.32  -99.  -99.  -99.  -99.  9.  -99.  -99.  7.98e+09  -99.  -99.  1911  -99  -99  9.06  0.398  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5699  4.548e+09  0.  0.2792  1.3213  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  793  GS1  53.1597050  -27.762281  1.117
114575  GOODS-N  189.3349148  62.317373  1.569  1.49  -99.  -99.  1.51  -99.  -99.  1.47  1.52  -99.  -99.  -99.  -99.  3.96  -99.  -99.  2.06e+10  -99.  -99.  11747  -99  -99  8.86  0.398  0.74  -99.  -99.  -99.  -99.  -99.  -99.  0.5348  1.1e+10  0.  0.1425  1.2642  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  635  GN2  189.3349170  62.317375  0.959
110075  GOODS-N  189.3992693  62.309384  -99.  0.51  -99.  -99.  0.31  -99.  -99.  0.43  0.71  -99.  -99.  -99.  -99.  3.58  -99.  -99.  1.55e+09  -99.  -99.  467  -99  -99  9.85  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.4064  6.296e+08  0.  0.6212  1.3502  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  795  GN2  189.3992650  62.309374  1.609
75397  GOODS-S  53.1622103  -27.801217  -99.  0.86  -99.  -99.  0.82  -99.  -99.  0.71  0.99  -99.  -99.  -99.  -99.  0.71  -99.  -99.  3.59e+09  -99.  -99.  5367  -99  -99  9.38  15.8  0.18  -99.  -99.  -99.  -99.  -99.  -99.  0.0812  2.912e+08  0.  0.0312  1.3372  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3077  GS1  53.1622080  -27.801221  0.850
99871  GOODS-N  189.1865261  62.293987  0.455  0.55  -99.  -99.  0.53  -99.  -99.  0.54  0.58  -99.  -99.  -99.  -99.  0.75  -99.  -99.  4.5e+08  -99.  -99.  15667  -99  -99  8.06  0.01  1.1  -99.  -99.  -99.  -99.  -99.  -99.  0.7156  3.22e+08  0.  -0.0722  1.1053  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1640  GN1  189.1865440  62.293984  0.703
80120  GOODS-S  53.1604162  -27.790364  1.614  1.67  -99.  -99.  1.65  -99.  -99.  1.64  1.69  -99.  -99.  -99.  -99.  8.53  -99.  -99.  4.44e+09  -99.  -99.  1404  -99  -99  8.31  0.063  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.6711  2.979e+09  0.  -0.2393  0.9927  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2417  GS1  53.1604180  -27.790369  0.481
99656  GOODS-N  189.3480926  62.292574  -99.  1.15  -99.  -99.  1.68  -99.  -99.  0.93  1.39  -99.  -99.  -99.  -99.  0.51  -99.  -99.  3.84e+09  -99.  -99.  2549  -99  -99  9.68  3.98  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.3622  1.389e+09  0.  0.2463  1.5699  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4705  GN2  189.3481180  62.292576  1.121
91789  GOODS-S  53.1470215  -27.770058  0.526  0.5  -99.  -99.  0.51  -99.  -99.  0.46  0.53  -99.  -99.  -99.  -99.  1.23  -99.  -99.  1.13e+09  -99.  -99.  7080  -99  -99  9.21  1.  0.37  -99.  -99.  -99.  -99.  -99.  -99.  0.4731  5.338e+08  0.  0.2303  1.4152  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  997  GS1  53.1470180  -27.770053  1.091
85918  GOODS-S  53.1648858  -27.778745  -99.  0.94  -99.  -99.  0.84  -99.  -99.  0.77  1.01  -99.  -99.  -99.  -99.  1.78  -99.  -99.  8.96e+08  -99.  -99.  1906  -99  -99  8.81  0.398  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5186  4.646e+08  0.  -0.0964  1.0882  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1568  GS1  53.1648830  -27.778755  0.651
96558  GOODS-N  189.1635863  62.28695  2.94  3.04  -99.  -99.  2.96  -99.  -99.  2.92  3.08  -99.  -99.  -99.  -99.  2.53  -99.  -99.  1.87e+10  -99.  -99.  13579  -99  -99  8.21  0.0398  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.6953  1.3e+10  0.  -0.0908  1.1668  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1937  GN1  189.1635890  62.286949  0.683
94632  GOODS-S  53.1795486  -27.766177  0.664  0.83  -99.  -99.  0.77  -99.  -99.  0.69  0.91  -99.  -99.  -99.  -99.  0.4  -99.  -99.  1.84e+08  -99.  -99.  658  -99  -99  7.91  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7134  1.314e+08  0.  -0.2639  1.0793  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4184  GS1  53.1795360  -27.766175  0.450
85298  GOODS-S  53.1790635  -27.780521  1.036  1.11  -99.  -99.  1.11  -99.  -99.  1.1  1.11  -99.  -99.  -99.  -99.  64.25  -99.  -99.  1.37e+11  -99.  -99.  823  -99  -99  9.57  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.3979  5.441e+10  0.  1.6293  2.8941  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1671  GS1  53.1790790  -27.780535  2.781
112111  GOODS-N  189.3999457  62.313171  -99.  0.01  -99.  -99.  0.01  -99.  -99.  0.01  0.01  -99.  -99.  -99.  -99.  23.89  -99.  -99.  165000.  -99.  -99.  66  -99  -99  9.06  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.5219  85870.  0.  0.2116  0.992  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  718  GN2  189.3999610  62.313171  1.052
96996  GOODS-N  189.1969961  62.287907  1.361  1.3  -99.  -99.  1.29  -99.  -99.  1.27  1.32  -99.  -99.  -99.  -99.  6.16  -99.  -99.  6.47e+10  -99.  -99.  12611  -99  -99  9.01  10.  0.74  -99.  -99.  -99.  -99.  -99.  -99.  0.0613  3.97e+09  0.  0.0036  1.261  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1897  GN1  189.1970040  62.287894  0.808
93811  GOODS-N  189.36723  62.283162  -99.  0.26  -99.  -99.  0.25  -99.  -99.  0.26  0.26  -99.  -99.  -99.  -99.  742.19  -99.  -99.  2.89e+10  -99.  -99.  358  -99  -99  10.  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.3916  1.13e+10  0.  1.0483  1.7084  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1430  GN2  189.3672680  62.283127  2.091
94356  GOODS-S  53.1554119  -27.766071  1.099  1.05  -99.  -99.  1.02  -99.  -99.  1.  1.06  -99.  -99.  -99.  -99.  2.95  -99.  -99.  4.09e+10  -99.  -99.  14603  -99  -99  9.68  1.58  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.4763  1.946e+10  0.  0.8143  1.9537  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  941  GS1  53.1554140  -27.766072  1.839
98544  GOODS-S  53.1787041  -27.760063  -99.  0.33  -99.  -99.  0.66  -99.  -99.  0.03  0.59  -99.  -99.  -99.  -99.  0.61  -99.  -99.  1.17e+08  -99.  -99.  2043  -99  -99  9.32  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5354  62530000.  0.  0.5049  1.5916  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  704  GS1  53.1787250  -27.760055  1.420
87464  GOODS-S  53.1878163  -27.772614  0.132  0.09  -99.  -99.  0.08  -99.  -99.  0.09  0.09  -99.  -99.  -99.  -99.  20.22  -99.  -99.  57200000.  -99.  -99.  2036  -99  -99  9.16  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5322  30440000.  0.  0.2299  1.3775  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1152  GS1  53.1878130  -27.772626  1.071
83789  GOODS-S  53.1527805  -27.782707  0.765  1.03  -99.  -99.  0.92  -99.  -99.  1.  1.05  -99.  -99.  -99.  -99.  5.72  -99.  -99.  5.42e+08  -99.  -99.  168  -99  -99  8.01  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7141  3.872e+08  0.  -0.1704  0.7247  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1851  GS1  53.1527830  -27.782698  0.521
92860  GOODS-S  53.1614988  -27.767621  0.68  0.66  -99.  -99.  0.61  -99.  -99.  0.62  0.68  -99.  -99.  -99.  -99.  8.22  -99.  -99.  7.55e+08  -99.  -99.  25504  -99  -99  7.91  0.01  1.84  -99.  -99.  -99.  -99.  -99.  -99.  0.7411  5.593e+08  0.  -0.0752  1.2752  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  950  GS1  53.1614980  -27.767621  0.734
91800  GOODS-N  189.2262114  62.28197  0.942  0.89  -99.  -99.  0.91  -99.  -99.  0.89  0.89  -99.  -99.  -99.  -99.  16.78  -99.  -99.  1.46e+11  -99.  -99.  695  -99  -99  9.41  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.4951  7.228e+10  0.  1.4595  2.2575  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2154  GN1  189.2261920  62.281985  2.556
78077  GOODS-S  53.184165  -27.79263  0.737  0.73  -99.  -99.  0.74  -99.  -99.  0.73  0.73  -99.  -99.  -99.  -99.  420.27  -99.  -99.  1.99e+12  -99.  -99.  37692  -99  -99  8.46  63.1  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.0032  6.39e+09  0.  0.0442  1.5209  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  9384  GS1  53.1841590  -27.792637  0.901
115534  GOODS-N  189.3741208  62.318874  -99.  0.03  -99.  -99.  0.04  -99.  -99.  0.03  0.03  -99.  -99.  -99.  -99.  377.  -99.  -99.  38300000.  -99.  -99.  437  -99  -99  9.16  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.516  19770000.  0.  0.3885  1.125  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  607  GN2  189.3741090  62.318871  1.288
86424  GOODS-S  53.1444778  -27.779036  1.547  1.68  -99.  -99.  1.58  -99.  -99.  1.43  1.7  -99.  -99.  -99.  -99.  8.44  -99.  -99.  7.39e+10  -99.  -99.  21979  -99  -99  9.57  1.58  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.4743  3.504e+10  0.  0.7446  1.929  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1583  GS1  53.1444940  -27.779030  1.761
113190  GOODS-N  189.4163332  62.314746  -99.  2.19  -99.  -99.  2.03  -99.  -99.  2.1  2.24  -99.  -99.  -99.  -99.  4.16  -99.  -99.  7.04e+09  -99.  -99.  1781  -99  -99  8.71  0.251  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5704  4.013e+09  0.  -0.0982  1.0596  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  695  GN2  189.4163630  62.314744  0.644
107697  GOODS-N  189.3396798  62.306756  -99.  1.17  -99.  -99.  1.17  -99.  -99.  1.17  1.17  -99.  -99.  -99.  -99.  847.43  -99.  -99.  2.53e+10  -99.  -99.  435  -99  -99  9.06  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.5354  1.355e+10  0.  0.3401  0.9801  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  859  GN2  189.3396460  62.306744  1.225
93759  GOODS-S  53.1598652  -27.76684  1.01  0.97  -99.  -99.  0.91  -99.  -99.  0.94  0.99  -99.  -99.  -99.  -99.  2.01  -99.  -99.  3.6e+09  -99.  -99.  2035  -99  -99  9.11  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.5241  1.888e+09  0.  0.1609  1.3153  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  4215  GS1  53.1598660  -27.766841  0.983
97056  GOODS-N  189.4015402  62.289845  -99.  1.06  -99.  -99.  1.02  -99.  -99.  0.96  1.09  -99.  -99.  -99.  -99.  27.51  -99.  -99.  2.03e+11  -99.  -99.  35385  -99  -99  9.54  0.01  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.4871  9.898e+10  0.  1.5772  2.4617  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1241  GN2  189.4015470  62.289840  2.760
98365  GOODS-N  189.3737607  62.290197  -99.  0.03  -99.  -99.  1.91  -99.  -99.  0.01  0.56  -99.  -99.  -99.  -99.  0.58  -99.  -99.  3690000.  -99.  -99.  368  -99  -99  10.1  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.3772  1392000.  0.  1.0681  1.728  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1239  GN2  189.3737830  62.290182  2.115
114628  GOODS-N  189.3971628  62.321637  0.836  0.9  -99.  -99.  0.9  -99.  -99.  0.9  0.9  -99.  -99.  -99.  -99.  407.2  -99.  -99.  2.02e+11  -99.  -99.  36484  -99  -99  9.34  0.631  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.5339  1.08e+11  0.  0.9559  2.0441  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  554  GN2  189.3971730  62.321639  2.021
86173  GOODS-N  189.1532405  62.267988  0.843  0.87  -99.  -99.  0.86  -99.  -99.  0.83  0.88  -99.  -99.  -99.  -99.  26.65  -99.  -99.  1.1e+11  -99.  -99.  36745  -99  -99  9.72  1.58  2.58  -99.  -99.  -99.  -99.  -99.  -99.  0.4738  5.23e+10  0.  1.1351  2.2664  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2826  GN1  189.1532280  62.267977  2.254
89917  GOODS-N  189.1606229  62.27368  -99.  2.35  -99.  -99.  1.49  -99.  -99.  2.16  2.52  -99.  -99.  -99.  -99.  0.71  -99.  -99.  1.37e+09  -99.  -99.  13699  -99  -99  8.06  0.063  0.92  -99.  -99.  -99.  -99.  -99.  -99.  0.6265  8.557e+08  0.  -0.2799  1.1978  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2577  GN1  189.1606020  62.273663  0.484
90913  GOODS-S  53.1544601  -27.771442  1.273  2.42  -99.  -99.  2.38  -99.  -99.  2.35  2.43  -99.  -99.  -99.  -99.  11.92  -99.  -99.  1.96e+10  -99.  -99.  8785  -99  -99  8.36  0.063  0.55  -99.  -99.  -99.  -99.  -99.  -99.  0.6705  1.313e+10  0.  -0.0726  1.0918  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1079  GS1  53.1544660  -27.771441  0.688
88027  GOODS-S  53.1728071  -27.776364  -99.  2.32  -99.  -99.  2.26  -99.  -99.  2.2  2.39  -99.  -99.  -99.  -99.  0.57  -99.  -99.  4.99e+09  -99.  -99.  20710  -99  -99  8.06  0.0158  1.47  -99.  -99.  -99.  -99.  -99.  -99.  0.7205  3.598e+09  0.  -0.0498  1.1805  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1405  GS1  53.1728000  -27.776357  0.742
91792  GOODS-N  189.1534626  62.278549  -99.  0.73  -99.  -99.  0.69  -99.  -99.  0.7  0.77  -99.  -99.  -99.  -99.  2.5  -99.  -99.  3.21e+09  -99.  -99.  2040  -99  -99  9.26  0.631  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.538  1.725e+09  0.  0.382  1.495  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2305  GN1  189.1534650  62.278551  1.265
85517  GOODS-S  53.1763165  -27.78085  0.53  0.67  -99.  -99.  0.66  -99.  -99.  0.53  0.73  -99.  -99.  -99.  -99.  4.7  -99.  -99.  72800000.  -99.  -99.  157  -99  -99  7.63  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7693  56000000.  0.  -0.3848  0.903  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  1728  GS1  53.1763290  -27.780862  0.301
81017  GOODS-S  53.1956594  -27.787771  0.227  0.12  -99.  -99.  0.13  -99.  -99.  0.12  0.12  -99.  -99.  -99.  -99.  35.41  -99.  -99.  2.47e+08  -99.  -99.  2266  -99  -99  8.36  1.58  0.  -99.  -99.  -99.  -99.  -99.  -99.  0.0966  23860000.  0.  -0.5198  0.9667  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  2247  GS1  53.1956400  -27.787775  0.179
119091  GOODS-N  189.3825418  62.32442  -99.  2.36  -99.  -99.  1.15  -99.  -99.  2.17  2.48  -99.  -99.  -99.  -99.  1.18  -99.  -99.  7.55e+08  -99.  -99.  287  -99  -99  7.81  -99.  -91.16  -99.  -99.  -99.  -99.  -99.  -99.  0.7451  5.626e+08  0.  -0.2615  0.8159  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  -99.  3134  GN2  189.3825570  62.324423  0.442
