# Catalog for all galaxies that matched between 3DHST and FIGS within 1.2<z<1.8 for gn2. 
# figs_id redshift ra dec dn4000 dn4000_err d4000 d4000_err
697 1.687 189.338944 62.314613 0.5120 3.0487 0.8487 2.3200
700 1.204 189.378266 62.314449 1.8233 10.9874 5.2512 25.5548
721 1.423 189.404709 62.312935 1.6427 1.3513 1.7439 0.9044
726 1.658 189.422867 62.312653 -3.3922 76.0886 -50.6874 25323.9439
728 1.696 189.397354 62.312637 1.5043 7.8287 2.3046 10.1113
731 1.224 189.353791 62.312344 1.1357 1.0853 1.9912 1.6975
732 1.621 189.364167 62.312416 0.6905 2.2660 0.9482 1.6086
734 1.675 189.419388 62.312248 0.5607 1.9557 0.7689 2.5929
736 1.443 189.324509 62.312168 nan nan nan nan
739 1.472 189.408890 62.312016 0.9506 2.9600 0.9314 2.1204
743 1.654 189.381562 62.311573 1.3673 0.6435 1.5132 0.7328
744 1.327 189.414292 62.311565 1.1480 1.3345 1.2971 1.0175
751 1.523 189.338974 62.311428 1.4203 2.5395 1.4658 2.1157
754 1.375 189.413712 62.311058 1.7349 9.8218 2.4674 8.2398
759 1.615 189.401123 62.310909 1.0242 1.0894 1.0079 0.7365
760 1.461 189.334870 62.310921 0.8404 0.3995 0.8298 0.2746
763 1.697 189.343839 62.310609 1.0149 0.4564 1.1122 0.3807
765 1.645 189.401764 62.310776 0.3409 2.1657 0.8851 4.3955
770 1.320 189.345597 62.310562 1.0879 1.7191 1.0753 1.5680
774 1.520 189.331970 62.310364 1.1183 0.0000 1.1702 0.1418
775 1.272 189.339920 62.310455 2.0537 12.4147 2.4133 12.3251
781 1.520 189.332672 62.310192 0.9399 0.0000 0.8721 0.1043
785 1.321 189.384323 62.309757 1.3840 4.8031 0.9185 1.7835
787 1.694 189.391571 62.309689 0.9784 1.1292 1.2044 1.1781
805 1.349 189.411072 62.308880 2.6793 75.3169 -11.4932 797.9002
814 1.693 189.339905 62.308514 1.5322 3.1859 1.9924 2.3732
816 1.623 189.405487 62.308449 1.2432 1.9087 1.0859 1.1982
822 1.219 189.405289 62.308231 1.5775 9.1654 3.1422 18.2732
825 1.302 189.358856 62.308140 1.6552 5.7106 1.1813 2.6305
826 1.648 189.371704 62.308060 0.9563 1.9583 0.7960 1.4222
827 1.320 189.369644 62.307968 0.8229 1.6317 1.1877 1.7071
840 1.229 189.357025 62.307606 1.3378 5.5983 2.2544 8.2941
843 1.762 189.424790 62.307388 nan nan nan nan
849 1.427 189.347595 62.307167 1.5051 6.2589 1.7369 5.8501
862 1.708 189.364289 62.306450 0.9879 4.8483 1.4479 3.5287
867 1.348 189.418061 62.305954 1.3262 1.9590 1.7885 1.8910
877 1.565 189.369568 62.305779 -1.2198 14.6400 -1.4305 18.0769
881 1.525 189.376801 62.305573 1.1696 3.0585 0.9454 1.4806
890 1.382 189.346131 62.305195 -0.2581 8.1415 -0.2107 4.8120
904 1.641 189.338089 62.304657 1.8910 12.5174 0.2449 3.5891
906 1.250 189.411576 62.304512 -2.7666 133.8254 1.9008 49.6241
909 1.672 189.416977 62.304211 0.6002 3.1105 1.1066 3.4149
910 1.718 189.423096 62.304153 0.5984 1.8097 0.6262 1.1173
917 1.398 189.344666 62.303940 -0.2788 20.0339 1.1652 35.9700
939 1.629 189.427552 62.302914 0.7074 0.0000 0.3953 0.0000
949 1.558 189.372040 62.302464 2.2119 7.7859 2.2216 7.1102
952 1.435 189.382813 62.302116 1.0036 1.3371 0.8887 0.8408
953 1.476 189.382462 62.301960 0.9159 0.8667 0.9714 0.7292
965 1.701 189.335633 62.301781 1.7812 2.4251 1.1588 1.7524
969 1.271 189.367127 62.301540 1.2959 8.0116 1.1042 4.7319
982 1.672 189.404328 62.301155 0.6558 6.7353 1.0920 5.6280
997 1.689 189.408005 62.300106 0.4354 3.4662 0.3225 4.4016
999 1.727 189.391037 62.300106 0.4604 3.0241 -0.2098 3.3231
1001 1.512 189.415614 62.299792 1.5935 7.8079 2.7891 10.3096
1013 1.668 189.413224 62.299282 2.0291 7.5669 1.7373 3.6669
1018 1.318 189.358048 62.299072 0.5433 2.6464 0.5065 1.7101
1019 1.241 189.395539 62.298988 0.8799 5.8823 1.3954 7.4022
1031 1.512 189.412583 62.298424 2.3309 5.8266 2.0248 3.6014
1033 1.556 189.356262 62.298412 0.8499 2.0330 0.9346 1.5371
1040 1.701 189.352890 62.298092 0.7344 2.9426 0.7781 2.1047
1041 1.342 189.338303 62.298016 -0.9499 5.4140 0.1369 2.3752
1057 1.591 189.334885 62.297352 1.2708 0.0000 1.1525 0.0000
1063 1.599 189.409638 62.297222 1.6888 16.3229 2.2749 17.1147
1064 1.558 189.338242 62.297215 1.1718 2.5391 1.0753 2.1014
1069 1.275 189.412247 62.296902 1.8544 6.8850 2.0723 5.7325
1076 1.633 189.421738 62.296688 1.0590 0.0000 0.8740 0.0000
1086 1.440 189.394318 62.296234 19.5793 1721.2353 1.4765 12.1174
1087 1.673 189.430054 62.296139 -0.0022 0.0000 -0.0053 0.0000
1094 1.633 189.359787 62.296089 -0.0957 7.4111 6.4555 258.5545
1096 1.725 189.401230 62.295959 1.1218 8.8112 0.5802 3.2352
1108 1.441 189.420502 62.295498 1.6463 0.0000 1.2448 0.0000
1115 1.221 189.356888 62.295319 -0.4930 4.7552 -1.9659 10.8883
1118 1.585 189.426880 62.295155 -0.7398 0.0000 -2.4797 0.0000
1135 1.305 189.414597 62.294411 1.2718 2.6378 2.7117 5.0196
1138 1.473 189.421875 62.294418 -3.0640 0.0000 -1.0387 0.0000
1157 1.794 189.361252 62.293900 1.5269 3.9034 0.3785 0.9286
1158 1.699 189.380539 62.293911 0.9824 1.8889 0.6055 1.7404
1160 1.464 189.356690 62.293705 1.0750 1.6129 1.0498 0.9566
1174 1.448 189.360611 62.292946 1.2992 2.6476 1.2438 2.0360
1176 1.437 189.402680 62.292797 0.8688 0.7088 0.8625 0.7286
1178 1.739 189.416703 62.292622 0.9093 0.0000 0.6444 0.0000
1186 1.671 189.385971 62.292267 0.8872 1.0853 1.1827 0.9027
1192 1.787 189.383225 62.292007 2.1446 5.9664 0.6861 1.7229
1193 1.673 189.402329 62.291874 1.0488 1.8851 1.0460 1.5340
1201 1.291 189.411286 62.291092 1.2567 0.1270 1.1733 0.2169
1214 1.223 189.351609 62.290913 1.0907 0.0000 1.8845 0.0000
1227 1.607 189.376282 62.290405 1.0881 1.3134 1.0512 0.8198
1251 1.768 189.409287 62.289639 0.5008 0.0864 0.1419 0.0449
1253 1.416 189.410050 62.289551 0.9319 0.0778 1.0162 0.2922
1257 1.368 189.351288 62.289227 0.0809 0.0000 0.0000 0.0000
1261 1.255 189.368073 62.289211 0.1924 1.2030 0.6364 1.6959
1271 1.714 189.403778 62.288696 0.6364 0.4073 1.4454 0.6941
1297 1.349 189.410584 62.289299 1.0984 0.2724 1.4181 0.3961
1306 1.301 189.406693 62.287369 1.0108 2.8042 1.3024 2.9070
1316 1.241 189.408112 62.287109 2.7661 0.0000 -0.1267 0.0000
1333 1.605 189.394455 62.286465 0.8129 2.8244 1.1560 2.1955
1346 1.656 189.385346 62.285950 0.9648 0.1931 1.4179 0.3355
1349 1.660 189.377899 62.285992 0.7230 0.0000 0.5653 0.0000
1363 1.728 189.403260 62.285492 nan nan 0.0000 0.0000
1413 1.691 189.397278 62.284134 0.0000 0.0000 0.0000 0.0000
1475 1.729 189.366364 62.281933 inf nan inf nan
2856 1.587 189.399246 62.331264 249.3492 0.0000 -0.0000 0.0000
2989 1.741 189.394837 62.328445 -0.2826 4.3021 0.8405 1.7053
3006 1.456 189.367951 62.327980 1.4086 0.0000 0.1469 0.0000
3041 1.644 189.363938 62.327095 1.2370 5.8283 0.9851 4.5017
3063 1.720 189.396866 62.326878 1.0726 4.1451 0.9057 2.5847
3076 1.647 189.419235 62.326138 -inf nan inf nan
3101 1.498 189.369278 62.325481 1.2588 5.2214 0.7649 2.1773
3144 1.616 189.391861 62.324184 0.5249 3.5891 0.4257 1.3996
3156 1.513 189.413956 62.323887 1.0548 0.0000 0.9041 0.0000
3207 1.616 189.372559 62.322845 0.6085 1.9854 0.8504 1.9511
3233 1.296 189.364960 62.322300 2.6119 24.2195 -0.0921 4.0950
3244 1.765 189.367920 62.322021 -2.9020 42.2277 0.0644 7.9283
3252 1.603 189.357956 62.321812 1.2200 2.7278 1.2901 4.6568
3345 1.288 189.376435 62.320145 0.8157 6.0833 7.4896 225.2011
3358 1.270 189.350342 62.319878 0.4950 3.8514 0.1319 2.3810
3379 1.765 189.413971 62.319416 0.7781 0.0000 -0.2594 0.0000
3390 1.261 189.345810 62.319279 2.8443 76.5321 -48.3941 3696.9844
3391 1.608 189.401200 62.319237 0.5748 7.0069 0.5074 7.8818
3395 1.719 189.391541 62.319065 0.3023 269.6813 -2.6453 36.4593
3397 1.694 189.332413 62.319153 nan nan nan nan
3440 1.204 189.373383 62.318306 0.9196 6.2959 1.3467 8.3954
3475 1.369 189.391464 62.317631 30.2205 5682.0974 1.1508 8.6920
3482 1.475 189.383698 62.317341 -2.8619 131.7340 0.2921 11.4658
3487 1.796 189.362595 62.317127 0.7434 8.6557 0.4754 4.2391
3494 1.693 189.346894 62.316872 -0.3391 3.9767 0.3027 6.6180
3502 1.282 189.345917 62.316544 2.3154 54.9028 -1.6986 67.8185
3511 1.718 189.417847 62.316120 1.6498 2.2230 1.6938 1.2352
3512 1.507 189.418534 62.316166 1.0225 1.7452 0.9245 0.7682
3530 1.312 189.396622 62.315903 1.8247 27.1286 0.9569 5.8042
3590 1.760 189.402252 62.315235 1.5966 5.5908 0.9276 2.3851
3604 1.518 189.352539 62.315117 2.0556 35.8239 2.4495 12.5743
3617 1.715 189.337184 62.314832 -2.7838 115.8184 3.8828 49.3222
3627 1.730 189.429520 62.314587 nan nan nan nan
3628 1.592 189.337738 62.314648 0.3963 6.0031 0.7895 8.5110
3749 1.752 189.335266 62.312191 -9.0336 207.8552 -2.3933 19.5558
3752 1.202 189.400757 62.312057 -0.0638 4.7762 0.1698 5.3772
3767 1.478 189.377945 62.311623 -1.1784 17.7095 -1.0001 10.3242
3792 1.762 189.385178 62.311089 2.0401 25.2246 0.7480 13.1807
3793 1.468 189.341477 62.311119 -0.4897 5.7743 0.3034 3.8280
3806 1.482 189.340042 62.310825 0.3732 9.1837 1.2077 9.4668
3825 1.446 189.421387 62.310242 -1.0528 13.2618 0.9135 21.1059
3829 1.706 189.348450 62.310280 0.7917 5.5517 0.6100 3.4324
3837 1.729 189.379196 62.310001 -2.0781 66.6419 0.0589 5.2717
3876 1.607 189.358139 62.308853 1.1683 7.9405 0.6435 2.5436
3878 1.303 189.375092 62.308987 0.7554 3.5911 1.0229 3.0420
3886 1.770 189.335236 62.308830 -8.2397 126.6601 -10.7345 457.3981
3888 1.418 189.407746 62.308746 2.7905 27.3149 2.1688 12.8750
3891 1.642 189.399338 62.308651 3.9054 111.4673 0.7804 8.5882
3894 1.318 189.392716 62.308620 0.4901 4.8881 0.8288 4.9036
3919 1.334 189.413239 62.308311 -1.9829 44.3250 -1.4216 27.4477
3921 1.614 189.403260 62.308270 0.9196 68.6739 5.1878 414.9512
3922 1.712 189.396195 62.308235 -7.7422 232.9695 0.3659 59.9467
3927 1.792 189.335556 62.308117 -0.4847 21.2274 0.3784 5.1089
3939 1.614 189.401932 62.307922 0.9867 8.7348 0.7267 5.3066
3962 1.605 189.393112 62.307442 1.6630 17.9232 1.7689 12.5385
3968 1.601 189.415421 62.307297 2.1984 17.0554 0.8531 7.0598
3994 1.620 189.423447 62.306747 1.1823 0.0000 0.6038 0.5298
4008 1.765 189.376633 62.306290 0.7838 2.6465 0.5691 2.0438
4011 1.669 189.373581 62.306309 0.4792 2.6274 0.5115 2.1660
4013 1.794 189.328400 62.306313 -0.4383 4.0408 0.1003 60.0686
4014 1.454 189.399475 62.306244 0.5836 1.9106 0.8698 2.7639
4015 1.499 189.373184 62.306225 0.6113 3.5552 1.3491 3.4057
4016 1.499 189.416275 62.306103 3.7724 44.1477 1.3128 13.3210
4041 1.263 189.329376 62.305790 nan nan nan nan
4050 1.656 189.351685 62.305470 0.2230 8.6172 2.0769 17.0035
4065 1.470 189.428360 62.305073 -0.1020 0.0000 0.0056 0.0000
4103 1.274 189.401306 62.304188 2.2912 20.8491 3.5312 80.5021
4124 1.769 189.359726 62.303783 -1.0531 5.1054 -0.4945 4.1718
4125 1.524 189.340744 62.303761 1.9779 41.8007 -1.1486 17.3058
4130 1.384 189.362198 62.303574 0.4222 3.1473 0.5939 2.5283
4182 1.685 189.410858 62.302876 -0.2625 2.7459 0.1144 2.8145
4194 1.237 189.410050 62.302494 -0.6792 13.9858 0.1709 17.7157
4196 1.455 189.405792 62.302490 2.6315 37.3491 1.9551 17.6723
4200 1.365 189.358109 62.302475 -1.1237 15.6211 -28.2469 5993.8433
4233 1.676 189.420700 62.301682 6.4249 49.6385 4.8562 20.3799
4260 1.451 189.422837 62.301189 1.0612 4.7986 -0.3804 2.2450
4267 1.259 189.339707 62.301044 -0.3303 5.9758 2.0216 13.3828
4276 1.584 189.326468 62.301055 1.2032 0.0000 0.0091 0.0482
4295 1.754 189.365402 62.300587 6.3000 86.7314 1.9978 10.6760
4303 1.750 189.388611 62.300251 1.2073 7.9432 0.9057 4.9916
4351 1.709 189.399063 62.299026 0.9063 12.9369 1.5451 36.5186
4358 1.614 189.394654 62.298870 3.0365 311.7388 1.1324 25.6582
4364 1.493 189.330857 62.298767 9.4424 1117.4988 -3.5191 49.4660
4366 1.687 189.390473 62.298691 8.7983 250.7332 1.4900 24.9777
4371 1.786 189.330979 62.298653 -7.8600 149.4908 -1.8190 19.5756
4401 1.597 189.366791 62.297699 1.3391 9.2139 2.1489 10.0878
4419 1.735 189.400498 62.297428 1.2234 10.8193 1.7646 25.3800
4432 1.480 189.354370 62.297268 1.8709 9.0004 0.8916 3.8409
4454 1.601 189.355606 62.296894 -0.0572 3.7731 -0.0943 4.0681
4473 1.710 189.420517 62.296375 4.8133 0.0000 3.2971 0.0000
4475 1.618 189.421417 62.296333 0.5329 0.0000 0.4089 0.0000
4494 1.766 189.352524 62.296116 0.4493 24.3368 0.5453 11.2120
4505 1.204 189.422608 62.295952 -inf nan inf nan
4515 1.494 189.350800 62.295887 -1.3037 56.7460 0.5458 22.7741
4575 1.671 189.347626 62.294819 -0.3392 4.9416 0.1552 84.8641
4586 1.567 189.350617 62.294579 0.3365 5.3067 -0.0225 7.9502
4591 1.713 189.353897 62.294491 1.3061 11.3578 1.3221 14.5648
4617 1.689 189.388138 62.294067 0.8140 7.0630 1.2787 6.8162
4631 1.723 189.423538 62.293713 0.0999 0.0000 5.5348 0.0000
4633 1.620 189.362763 62.293720 0.6090 14.3339 0.0876 9.6098
4668 1.301 189.382492 62.292999 0.4851 8.3611 -1.2061 23.6587
4685 1.692 189.413956 62.292679 0.4107 0.0000 0.8372 0.0000
4691 1.263 189.387375 62.292553 0.6034 3.9916 1.2553 5.7112
4702 1.531 189.380982 62.292202 2.4177 13.4194 2.3500 8.4617
4705 1.347 189.348099 62.292576 8.0412 0.0000 1.1012 0.0000
4706 1.363 189.413529 62.292149 nan nan 0.0000 0.0000
4722 1.619 189.421265 62.291855 nan nan nan nan
4730 1.746 189.413254 62.291702 0.3406 0.0000 0.0378 0.0000
4744 1.599 189.387665 62.291370 4.6993 797.1537 2173.3528 17367718.5013
4770 1.616 189.357483 62.291000 -0.5870 4.6208 -0.0874 2.1796
4780 1.518 189.349289 62.290901 1.1587 0.0000 -0.8510 1.6943
4856 1.645 189.350556 62.289482 inf nan inf nan
4888 1.684 189.362992 62.289017 5.1381 38.1708 1.3797 2.7045
4897 1.737 189.350785 62.288750 0.6476 0.0000 4.5019 0.0000
4905 1.538 189.361710 62.288708 0.3055 1.6945 0.4349 0.8508
4909 1.264 189.352310 62.288616 -0.1881 0.0000 -0.0000 0.0000
4914 1.760 189.340653 62.288536 nan nan nan nan
4925 1.669 189.384659 62.288311 -0.7594 8.4342 0.2553 3.6352
4939 1.391 189.404129 62.288029 1.1565 11.0510 0.5196 2.2727
4943 1.736 189.367523 62.287937 -0.3193 3.4812 6.8642 741.4566
5006 1.464 189.389313 62.286999 6.0975 181.5438 3.2787 76.7698
5040 1.717 189.363404 62.286354 0.9622 7.7588 1.0747 6.4696
5044 1.313 189.375595 62.286285 0.0000 0.0000 2.3139 0.0000
5064 1.260 189.406449 62.285961 1.0469 18.5171 -10.7531 607.7614
5078 1.717 189.359070 62.285793 1.0982 2.4609 1.2730 2.9208
5079 1.652 189.359528 62.285748 1.2208 4.0612 1.0624 3.3419
5147 1.667 189.394043 62.284580 -0.1572 0.0000 0.8904 0.0000
5151 1.310 189.398026 62.284538 -0.2237 0.0000 0.4731 0.0000
5152 1.715 189.380936 62.284489 nan nan inf nan
5232 1.476 189.360108 62.283394 -0.3292 1.2749 -0.3559 1.0495
5234 1.523 189.365616 62.283352 inf nan inf nan
5295 1.795 189.367325 62.282410 5.4876 0.0000 2.6649 0.0000
6690 1.294 189.387619 62.294498 5.3056 247.9690 11.7634 3606.6996
