# PearsID field ra dec U_flux f435w_flux f606w_flux f775w_flux f850lp_flux f125w_flux f140w_flux f160w_flux irac1_flux irac2_flux irac3_flux irac4_flux U_flux_err f435w_flux_err f606w_flux_err f775w_flux_err f850lp_flux_err f125w_flux_err f140w_flux_err f160w_flux_err irac1_flux_err irac2_flux_err irac3_flux_err irac4_flux_err
124606 GOODS-S 53.078144 -27.706246 1.982e-19 1.750e-19 1.345e-19 1.277e-19 9.753e-20 6.573e-20 5.875e-20 5.216e-20 5.665e-21 3.704e-22 -9.900e+01 1.725e-21 9.331e-21 1.371e-20 5.447e-21 5.279e-21 5.165e-21 4.017e-21 6.073e-21 2.124e-21 1.943e-21 9.395e-22 3.357e-21 1.559e-21
110891 GOODS-S 53.078177 -27.733455 4.962e-19 3.858e-19 2.545e-19 2.911e-19 2.513e-19 1.575e-19 1.358e-19 1.142e-19 1.596e-20 6.890e-21 -9.900e+01 -9.900e+01 1.067e-20 2.137e-20 8.212e-21 7.931e-21 7.726e-21 6.944e-21 9.207e-21 4.233e-21 1.457e-21 7.086e-22 2.395e-21 1.173e-21
113722 GOODS-S 53.078237 -27.724928 2.838e-18 2.739e-18 3.315e-18 2.578e-18 2.126e-18 1.315e-18 1.093e-18 9.261e-19 8.415e-20 3.996e-20 1.270e-20 8.857e-21 1.859e-20 4.606e-20 2.062e-20 2.015e-20 1.978e-20 1.431e-20 1.772e-20 1.091e-20 1.517e-21 8.295e-22 2.926e-21 1.780e-21
121137 GOODS-S 53.078332 -27.713445 1.128e-19 3.404e-19 3.638e-19 2.317e-19 1.578e-19 8.640e-20 8.028e-20 6.800e-20 8.684e-21 6.576e-21 7.722e-21 6.911e-22 1.118e-20 1.506e-20 6.916e-21 6.685e-21 6.604e-21 4.450e-21 6.353e-21 2.701e-21 1.450e-21 6.936e-22 2.741e-21 1.345e-21
121428 GOODS-S 53.078436 -27.713321 3.248e-20 4.254e-20 1.499e-19 1.011e-19 6.843e-20 5.118e-20 4.989e-20 3.939e-20 1.229e-20 6.438e-21 -9.900e+01 -9.900e+01 1.402e-20 2.271e-20 1.052e-20 1.027e-20 1.007e-20 6.682e-21 1.001e-20 3.891e-21 1.783e-21 8.495e-22 3.370e-21 1.651e-21
90998 GOODS-S 53.078518 -27.758117 6.811e-18 1.342e-17 3.672e-17 4.405e-17 4.195e-17 3.563e-17 3.210e-17 2.939e-17 3.316e-18 1.725e-18 6.159e-19 1.221e-19 2.398e-20 3.882e-20 1.828e-20 1.768e-20 1.749e-20 1.598e-20 1.905e-20 3.632e-20 4.964e-21 2.616e-21 4.305e-21 2.068e-20
109184 GOODS-S 53.078565 -27.737536 9.945e-20 6.746e-20 1.886e-19 4.209e-19 5.724e-19 5.146e-19 4.710e-19 4.317e-19 1.197e-19 5.044e-20 2.215e-20 7.090e-21 1.104e-20 2.068e-20 9.528e-21 9.139e-21 9.075e-21 7.417e-21 9.869e-21 5.628e-21 1.837e-21 9.687e-22 2.819e-21 1.467e-21
124741 GOODS-S 53.078584 -27.706050 8.796e-20 8.685e-20 6.667e-20 7.877e-20 5.989e-20 4.034e-20 2.208e-20 2.670e-20 5.073e-21 3.424e-21 2.259e-21 1.265e-21 8.471e-21 1.342e-20 5.293e-21 5.130e-21 5.019e-21 4.300e-21 5.541e-21 1.852e-21 1.053e-21 5.096e-22 1.818e-21 8.602e-22
123543 GOODS-S 53.078603 -27.707427 1.372e-18 6.409e-19 5.508e-19 6.991e-19 9.311e-19 8.472e-19 7.817e-19 6.982e-19 2.334e-19 1.160e-19 4.961e-20 2.518e-20 1.295e-20 2.311e-20 9.301e-21 9.014e-21 8.819e-21 6.741e-21 9.930e-21 5.869e-21 1.944e-21 8.500e-22 3.058e-21 1.429e-21
128596 GOODS-S 53.078605 -27.696698 -9.900e+01 5.221e-20 1.683e-19 1.859e-19 1.474e-19 8.981e-20 8.481e-20 5.685e-20 1.420e-20 1.025e-20 7.925e-21 3.869e-21 1.543e-20 3.404e-20 1.506e-20 1.502e-20 1.527e-20 1.073e-20 1.495e-20 7.485e-21 1.506e-21 1.019e-21 3.063e-21 1.525e-21
120841 GOODS-S 53.078661 -27.714284 1.944e-20 8.096e-20 1.017e-19 6.690e-20 6.012e-20 2.811e-20 2.953e-20 2.446e-20 5.395e-21 1.827e-21 -9.900e+01 -9.900e+01 1.065e-20 1.718e-20 7.899e-21 7.658e-21 7.591e-21 5.078e-21 7.787e-21 2.599e-21 1.266e-21 6.489e-22 2.522e-21 1.254e-21
132135 GOODS-S 53.078769 -27.689348 -9.900e+01 2.167e-20 1.028e-19 1.055e-19 6.833e-20 2.863e-20 4.407e-20 2.666e-20 8.197e-21 4.160e-21 2.807e-21 3.786e-21 1.187e-20 3.848e-20 1.026e-20 1.056e-20 1.076e-20 8.053e-21 1.529e-20 3.680e-21 1.757e-21 9.060e-22 2.597e-21 1.340e-21
130165 GOODS-S 53.078800 -27.693751 5.696e-19 6.098e-19 3.706e-19 2.127e-19 1.510e-19 1.256e-19 1.029e-19 1.273e-19 1.817e-20 1.184e-20 7.895e-21 3.434e-21 9.736e-21 1.424e-20 6.470e-21 6.380e-21 6.394e-21 4.709e-21 6.292e-21 2.759e-21 1.824e-21 1.046e-21 2.822e-21 1.381e-21
122524 GOODS-S 53.078858 -27.710726 1.111e-19 8.934e-20 1.161e-19 1.170e-19 8.167e-20 7.324e-20 6.189e-20 5.274e-20 6.527e-21 2.578e-21 -9.900e+01 -9.900e+01 1.135e-20 1.828e-20 8.297e-21 8.035e-21 7.903e-21 5.046e-21 7.759e-21 2.904e-21 1.616e-21 6.647e-22 2.628e-21 1.222e-21
121837 GOODS-S 53.078867 -27.711738 4.933e-19 4.014e-19 3.311e-19 3.621e-19 4.064e-19 3.569e-19 3.104e-19 2.692e-19 5.554e-20 2.848e-20 1.219e-20 1.028e-20 1.297e-20 1.957e-20 8.960e-21 8.632e-21 8.519e-21 5.707e-21 8.243e-21 3.862e-21 1.631e-21 7.038e-22 2.841e-21 1.341e-21
122977 GOODS-S 53.078922 -27.709453 2.979e-19 2.340e-19 1.232e-19 1.157e-19 1.133e-19 1.592e-19 1.507e-19 1.291e-19 5.711e-20 3.673e-20 1.675e-20 8.483e-21 1.081e-20 1.465e-20 6.561e-21 6.303e-21 6.265e-21 4.085e-21 6.453e-21 2.753e-21 1.953e-21 7.952e-22 3.037e-21 1.375e-21
126790 GOODS-S 53.078945 -27.697729 3.716e-18 2.736e-18 2.464e-18 2.842e-18 2.848e-18 2.288e-18 1.981e-18 1.765e-18 5.094e-19 2.404e-19 1.187e-19 5.283e-20 1.237e-20 2.460e-20 1.081e-20 1.094e-20 1.067e-20 7.857e-21 1.074e-20 6.731e-21 1.293e-21 8.688e-22 2.798e-21 1.405e-21
123881 GOODS-S 53.079183 -27.707679 4.462e-19 3.306e-19 1.806e-19 1.234e-19 1.346e-19 1.450e-19 1.314e-19 1.083e-19 2.213e-20 1.102e-20 5.866e-21 1.587e-21 1.093e-20 1.718e-20 7.096e-21 6.913e-21 6.887e-21 5.754e-21 7.426e-21 3.459e-21 1.872e-21 8.003e-22 2.918e-21 1.343e-21
131406 GOODS-S 53.079184 -27.690944 3.495e-19 3.018e-19 1.702e-19 1.127e-19 9.387e-20 1.136e-19 1.108e-19 8.373e-20 1.933e-20 1.240e-20 3.984e-21 3.473e-21 1.055e-20 1.876e-20 7.008e-21 6.913e-21 6.928e-21 5.219e-21 9.727e-21 3.847e-21 1.824e-21 9.360e-22 2.481e-21 1.281e-21
108063 GOODS-S 53.079208 -27.736643 5.740e-19 4.011e-19 5.121e-19 1.074e-18 1.403e-18 1.259e-18 1.150e-18 1.048e-18 3.254e-19 1.523e-19 6.181e-20 2.962e-20 1.283e-20 2.602e-20 1.241e-20 1.173e-20 1.146e-20 9.648e-21 1.281e-20 1.374e-20 1.903e-21 9.787e-22 2.896e-21 1.529e-21
121095 GOODS-S 53.079236 -27.711868 2.390e-19 1.555e-19 3.789e-19 7.834e-19 1.273e-18 1.427e-18 1.355e-18 1.269e-18 4.208e-19 1.956e-19 6.967e-20 2.130e-20 1.404e-20 2.177e-20 9.957e-21 9.633e-21 9.519e-21 6.154e-21 8.980e-21 6.376e-21 1.685e-21 7.295e-22 2.965e-21 1.425e-21
132675 GOODS-S 53.079247 -27.688054 1.012e-20 6.145e-21 1.141e-19 1.292e-19 7.764e-20 5.993e-20 -9.900e+01 6.479e-20 2.326e-20 1.828e-20 8.179e-21 2.889e-21 1.355e-20 4.230e-20 1.434e-20 1.378e-20 1.420e-20 8.357e-21 -9.900e+01 5.801e-21 2.090e-21 1.035e-21 3.064e-21 1.571e-21
128900 GOODS-S 53.079275 -27.696825 2.993e-19 2.468e-19 1.522e-19 9.571e-20 7.545e-20 9.837e-20 7.628e-20 4.607e-20 1.276e-20 5.543e-21 2.296e-21 1.410e-21 1.044e-20 1.402e-20 6.193e-21 6.119e-21 6.110e-21 4.510e-21 6.064e-21 3.556e-21 1.423e-21 9.204e-22 2.813e-21 1.375e-21
130813 GOODS-S 53.079281 -27.691372 6.303e-19 9.053e-19 7.897e-19 5.335e-19 4.731e-19 4.122e-19 3.838e-19 3.877e-19 1.192e-19 8.108e-20 5.150e-20 1.956e-20 1.244e-20 2.797e-20 1.047e-20 1.037e-20 1.041e-20 7.615e-21 1.073e-20 5.695e-21 2.250e-21 1.147e-21 2.983e-21 1.556e-21
109886 GOODS-S 53.079358 -27.731388 4.350e-18 3.289e-18 3.209e-18 3.413e-18 2.882e-18 2.010e-18 1.761e-18 1.561e-18 2.745e-19 1.218e-19 6.355e-20 2.432e-20 1.374e-20 3.158e-20 1.421e-20 1.427e-20 1.371e-20 9.739e-21 1.483e-20 8.176e-21 1.668e-21 8.104e-22 2.827e-21 1.438e-21
118762 GOODS-S 53.079410 -27.717554 4.572e-21 3.735e-20 1.171e-19 1.194e-19 9.159e-20 6.177e-20 5.718e-20 4.209e-20 1.103e-20 6.972e-21 -9.900e+01 1.420e-21 1.543e-20 2.442e-20 1.112e-20 1.089e-20 1.079e-20 7.330e-21 9.493e-21 4.826e-21 1.497e-21 9.177e-22 3.201e-21 1.631e-21
115736 GOODS-S 53.079419 -27.720815 2.957e-19 3.018e-19 2.857e-19 1.856e-19 1.984e-19 2.455e-19 2.618e-19 2.873e-19 1.689e-19 1.256e-19 8.004e-20 3.292e-20 1.366e-20 2.649e-20 1.188e-20 1.159e-20 1.137e-20 7.255e-21 1.010e-20 5.895e-21 1.417e-21 8.414e-22 2.816e-21 1.559e-21
126540 GOODS-S 53.079420 -27.702126 6.380e-21 4.357e-20 9.485e-20 9.934e-20 7.734e-20 4.972e-20 3.440e-20 3.343e-20 7.583e-21 4.986e-21 1.276e-21 -9.900e+01 9.749e-21 1.223e-20 4.996e-21 4.872e-21 4.844e-21 3.995e-21 5.033e-21 1.840e-21 1.671e-21 1.115e-21 3.751e-21 1.976e-21
119118 GOODS-S 53.079455 -27.717062 -9.900e+01 8.647e-20 1.962e-19 1.681e-19 1.488e-19 7.454e-20 6.044e-20 4.727e-20 1.479e-20 8.979e-21 4.979e-21 2.591e-21 1.184e-20 1.690e-20 7.734e-21 7.606e-21 7.476e-21 4.889e-21 6.596e-21 4.171e-21 1.253e-21 7.555e-22 2.675e-21 1.359e-21
106559 GOODS-S 53.079477 -27.744197 6.849e-19 7.445e-19 6.082e-19 3.768e-19 2.727e-19 1.788e-19 1.870e-19 1.792e-19 4.149e-20 2.703e-20 1.570e-20 9.442e-21 1.061e-20 1.350e-20 6.264e-21 6.040e-21 5.971e-21 4.820e-21 6.443e-21 3.086e-21 1.753e-21 9.743e-22 2.630e-21 1.303e-21
132377 GOODS-S 53.079509 -27.688843 2.474e-19 4.250e-19 1.637e-19 1.196e-19 7.940e-20 6.956e-20 5.277e-20 4.678e-20 9.922e-21 6.542e-21 -9.900e+01 8.737e-22 1.072e-20 3.548e-20 1.205e-20 1.178e-20 1.182e-20 6.894e-21 1.367e-20 3.800e-21 2.092e-21 1.047e-21 2.919e-21 1.517e-21
128154 GOODS-S 53.079534 -27.697018 3.509e-21 -9.900e+01 2.481e-19 2.751e-19 2.703e-19 1.614e-19 1.118e-19 1.173e-19 4.160e-20 3.015e-20 1.206e-20 1.088e-20 1.631e-20 3.517e-20 1.563e-20 1.546e-20 1.527e-20 1.147e-20 1.548e-20 8.369e-21 1.602e-21 1.024e-21 3.162e-21 1.571e-21
123802 GOODS-S 53.079713 -27.707812 6.282e-19 5.224e-19 2.866e-19 2.049e-19 2.438e-19 1.725e-19 1.427e-19 1.382e-19 3.454e-20 2.043e-20 5.055e-21 5.490e-21 9.670e-21 1.326e-20 5.941e-21 5.691e-21 5.598e-21 4.418e-21 5.789e-21 2.429e-21 1.923e-21 8.125e-22 2.965e-21 1.376e-21
119612 GOODS-S 53.079783 -27.716203 1.216e-18 9.429e-19 5.547e-19 5.202e-19 5.421e-19 3.630e-19 3.099e-19 2.521e-19 6.193e-20 2.811e-20 8.631e-21 3.110e-21 1.025e-20 1.334e-20 6.909e-21 6.583e-21 6.354e-21 4.052e-21 5.218e-21 2.765e-21 1.292e-21 7.581e-22 2.768e-21 1.388e-21
129047 GOODS-S 53.079826 -27.693404 3.408e-19 2.270e-19 1.838e-19 2.221e-19 1.518e-19 1.139e-19 9.212e-20 7.180e-20 1.279e-20 3.960e-21 5.466e-21 7.318e-22 1.439e-20 4.157e-20 1.523e-20 1.521e-20 1.532e-20 1.077e-20 1.496e-20 6.777e-21 2.348e-21 1.235e-21 3.245e-21 1.621e-21
104519 GOODS-S 53.079908 -27.746201 2.271e-17 2.014e-17 1.619e-17 1.082e-17 7.736e-18 4.636e-18 3.811e-18 3.195e-18 3.155e-19 1.656e-19 7.285e-20 1.017e-19 2.057e-20 5.171e-20 2.220e-20 2.151e-20 2.105e-20 1.946e-20 2.739e-20 1.293e-20 2.016e-21 1.159e-21 3.011e-21 1.485e-21
122392 GOODS-S 53.079929 -27.710998 9.491e-19 9.732e-19 3.883e-19 2.990e-19 2.256e-19 1.542e-19 1.298e-19 7.417e-20 1.719e-20 7.260e-21 4.406e-21 -9.900e+01 2.310e-20 4.272e-20 1.919e-20 1.862e-20 1.815e-20 1.234e-20 1.789e-20 8.067e-21 2.294e-21 9.496e-22 3.815e-21 1.838e-21
124945 GOODS-S 53.079930 -27.705327 2.669e-19 2.930e-19 1.574e-19 1.859e-19 2.011e-19 1.410e-19 1.070e-19 1.038e-19 2.762e-20 1.237e-20 7.045e-22 5.597e-21 1.280e-20 2.173e-20 8.598e-21 8.333e-21 8.153e-21 6.922e-21 9.652e-21 5.434e-21 1.950e-21 9.544e-22 3.279e-21 1.657e-21
107370 GOODS-S 53.079954 -27.742059 5.349e-19 3.836e-19 2.553e-19 2.791e-19 2.194e-19 1.355e-19 1.099e-19 9.263e-20 1.646e-20 1.015e-20 4.585e-21 2.310e-21 1.026e-20 1.608e-20 7.507e-21 7.395e-21 7.125e-21 5.673e-21 8.092e-21 3.974e-21 1.711e-21 9.219e-22 2.567e-21 1.351e-21
106364 GOODS-S 53.079955 -27.744570 1.012e-18 8.095e-19 5.011e-19 3.953e-19 2.403e-19 1.231e-19 8.673e-20 8.860e-20 1.344e-20 6.341e-21 1.430e-21 1.627e-21 1.214e-20 1.606e-20 7.536e-21 7.246e-21 7.161e-21 5.782e-21 7.760e-21 4.047e-21 1.920e-21 1.085e-21 2.859e-21 1.413e-21
111623 GOODS-S 53.079989 -27.732417 5.202e-21 1.562e-20 4.176e-20 7.212e-20 5.984e-20 3.628e-20 3.280e-20 2.555e-20 1.208e-20 5.772e-21 3.699e-21 -9.900e+01 1.014e-20 1.643e-20 6.683e-21 6.578e-21 6.341e-21 5.108e-21 7.697e-21 2.788e-21 1.656e-21 8.191e-22 2.772e-21 1.394e-21
98372 GOODS-S 53.079999 -27.758969 7.494e-19 6.526e-19 5.463e-19 5.786e-19 5.118e-19 3.503e-19 2.961e-19 2.585e-19 6.286e-20 2.996e-20 1.401e-20 -9.900e+01 1.123e-20 1.640e-20 7.811e-21 7.526e-21 7.417e-21 8.168e-21 7.990e-21 5.669e-21 3.925e-21 2.076e-21 3.242e-21 1.490e-21
125214 GOODS-S 53.080023 -27.704621 6.015e-21 2.102e-19 3.225e-19 2.911e-19 2.001e-19 1.141e-19 1.240e-19 8.477e-20 4.327e-21 3.893e-22 6.473e-21 -9.900e+01 3.886e-20 7.052e-20 2.829e-20 2.808e-20 2.835e-20 2.200e-20 2.966e-20 8.599e-21 3.423e-21 1.782e-21 6.014e-21 3.098e-21
122621 GOODS-S 53.080139 -27.710536 1.553e-19 1.928e-19 2.086e-19 1.458e-19 1.096e-19 6.734e-20 6.320e-20 7.185e-20 1.857e-20 1.134e-20 4.918e-21 2.263e-21 1.050e-20 1.362e-20 6.115e-21 5.912e-21 5.836e-21 4.393e-21 5.988e-21 2.703e-21 1.790e-21 7.371e-22 2.957e-21 1.393e-21
136696 GOODS-S 53.080154 -27.681092 3.678e-19 6.281e-19 4.009e-19 2.612e-19 2.055e-19 1.623e-19 -9.900e+01 1.164e-19 -9.900e+01 4.952e-22 1.539e-20 8.536e-22 2.195e-20 2.289e-20 1.161e-20 1.166e-20 1.166e-20 1.691e-20 -9.900e+01 9.203e-21 3.185e-21 2.039e-21 4.601e-21 2.126e-21
105656 GOODS-S 53.080225 -27.744126 3.196e-18 3.054e-18 3.236e-18 2.421e-18 1.883e-18 1.133e-18 9.385e-19 7.846e-19 7.079e-20 3.436e-20 8.170e-21 9.690e-21 1.298e-20 2.220e-20 1.039e-20 1.000e-20 9.962e-21 8.002e-21 1.080e-20 6.348e-21 1.831e-21 1.041e-21 2.730e-21 1.377e-21
110170 GOODS-S 53.080292 -27.735903 7.682e-19 4.519e-19 2.358e-19 1.864e-19 1.612e-19 9.561e-20 6.424e-20 5.522e-20 1.588e-20 6.679e-21 -9.900e+01 -9.900e+01 1.065e-20 1.205e-20 5.181e-21 5.021e-21 4.913e-21 3.865e-21 5.914e-21 2.011e-21 1.885e-21 9.512e-22 2.855e-21 1.507e-21
111732 GOODS-S 53.080465 -27.732034 3.657e-19 3.333e-19 1.668e-19 1.036e-19 7.763e-20 6.162e-20 6.223e-20 5.357e-20 9.884e-21 4.328e-21 -9.900e+01 1.886e-21 1.010e-20 1.902e-20 7.827e-21 7.581e-21 7.449e-21 5.882e-21 9.074e-21 3.538e-21 1.484e-21 7.335e-22 2.497e-21 1.270e-21
100349 GOODS-S 53.080485 -27.753902 2.348e-18 1.862e-18 1.751e-18 1.959e-18 1.779e-18 1.376e-18 1.182e-18 1.082e-18 2.875e-19 1.302e-19 8.131e-20 2.871e-20 1.372e-20 2.155e-20 1.030e-20 9.920e-21 9.789e-21 8.011e-21 1.124e-20 7.379e-21 2.446e-21 1.402e-21 3.352e-21 1.464e-21
109992 GOODS-S 53.080631 -27.735848 1.054e-18 6.905e-19 4.733e-19 5.650e-19 6.075e-19 4.727e-19 4.090e-19 3.644e-19 9.564e-20 4.505e-20 1.932e-20 7.662e-21 1.294e-20 2.885e-20 1.240e-20 1.202e-20 1.176e-20 9.263e-21 1.432e-20 6.192e-21 1.828e-21 9.112e-22 2.745e-21 1.507e-21
119893 GOODS-S 53.080639 -27.715701 5.120e-19 3.932e-19 2.322e-19 2.148e-19 2.047e-19 1.378e-19 1.145e-19 9.808e-20 2.084e-20 9.584e-21 1.309e-21 3.221e-21 1.254e-20 2.293e-20 1.205e-20 1.185e-20 1.135e-20 7.160e-21 8.967e-21 3.807e-21 1.339e-21 7.838e-22 2.851e-21 1.432e-21
117183 GOODS-S 53.080642 -27.720791 -9.900e+01 2.679e-20 1.128e-19 1.137e-19 1.130e-19 1.238e-19 1.354e-19 1.365e-19 1.024e-19 8.923e-20 6.591e-20 3.841e-20 1.178e-20 2.352e-20 1.056e-20 1.040e-20 1.015e-20 7.206e-21 8.995e-21 4.555e-21 1.522e-21 9.124e-22 2.881e-21 1.558e-21
108362 GOODS-S 53.080665 -27.739589 1.099e-18 1.032e-18 6.091e-19 3.675e-19 2.752e-19 2.365e-19 2.297e-19 1.879e-19 4.001e-20 2.719e-20 1.178e-20 5.938e-21 1.243e-20 2.921e-20 1.388e-20 1.323e-20 1.313e-20 9.992e-21 1.530e-20 5.769e-21 1.909e-21 1.016e-21 2.932e-21 1.541e-21
113072 GOODS-S 53.080766 -27.728844 2.313e-19 2.675e-19 1.783e-19 1.095e-19 8.946e-20 8.778e-20 8.188e-20 7.095e-20 1.689e-20 1.156e-20 7.668e-22 3.459e-21 1.109e-20 1.844e-20 8.234e-21 8.000e-21 7.909e-21 5.089e-21 8.976e-21 3.727e-21 1.933e-21 9.583e-22 3.348e-21 1.721e-21
135087 GOODS-S 53.080772 -27.681003 1.776e-18 2.195e-18 3.667e-18 5.832e-18 6.108e-18 6.095e-18 -9.900e+01 5.719e-18 2.238e-18 1.328e-18 7.915e-19 4.660e-19 1.866e-20 2.142e-20 1.090e-20 1.095e-20 1.085e-20 1.574e-20 -9.900e+01 1.844e-20 2.788e-21 1.733e-21 3.905e-21 1.848e-21
100034 GOODS-S 53.080945 -27.757375 1.504e-19 7.421e-20 1.155e-19 1.209e-19 1.109e-19 5.949e-20 4.114e-20 3.587e-20 2.139e-20 9.706e-21 4.035e-21 -9.900e+01 1.616e-20 2.590e-20 1.242e-20 1.185e-20 1.175e-20 1.071e-20 1.274e-20 6.135e-21 3.801e-21 2.063e-21 3.315e-21 1.523e-21
111337 GOODS-S 53.080950 -27.733017 3.990e-20 1.029e-19 1.355e-19 1.620e-19 1.382e-19 1.090e-19 8.827e-20 8.749e-20 1.193e-20 4.342e-21 -9.900e+01 -9.900e+01 9.087e-21 1.660e-20 6.731e-21 6.523e-21 6.382e-21 5.345e-21 8.149e-21 3.323e-21 1.563e-21 7.725e-22 2.562e-21 1.324e-21
99995 GOODS-S 53.080958 -27.756839 5.655e-20 1.060e-19 2.706e-19 2.653e-19 2.450e-19 1.889e-19 1.552e-19 1.445e-19 2.810e-20 1.470e-20 4.249e-21 5.286e-21 1.338e-20 2.121e-20 1.014e-20 9.801e-21 9.608e-21 9.035e-21 1.036e-20 7.278e-21 4.018e-21 2.181e-21 3.645e-21 1.669e-21
128198 GOODS-S 53.081005 -27.697903 6.915e-19 4.828e-19 2.370e-19 2.047e-19 1.819e-19 1.140e-19 8.561e-20 7.318e-20 1.832e-20 6.535e-21 -9.900e+01 -9.900e+01 1.174e-20 2.026e-20 6.648e-21 6.517e-21 6.470e-21 5.183e-21 7.014e-21 4.035e-21 1.683e-21 1.016e-21 3.509e-21 1.696e-21
133306 GOODS-S 53.081042 -27.687009 4.534e-19 4.023e-19 2.828e-19 2.893e-19 2.256e-19 1.496e-19 -9.900e+01 1.040e-19 2.221e-20 1.051e-20 -9.900e+01 2.122e-21 1.232e-20 1.511e-20 6.828e-21 6.850e-21 6.920e-21 5.277e-21 -9.900e+01 3.302e-21 2.584e-21 1.294e-21 3.350e-21 1.679e-21
121787 GOODS-S 53.081091 -27.712398 1.256e-20 5.398e-20 1.121e-19 9.270e-20 6.274e-20 2.987e-20 2.269e-20 1.533e-20 1.762e-21 9.951e-22 -9.900e+01 -9.900e+01 9.863e-21 1.509e-20 6.820e-21 6.623e-21 6.532e-21 4.942e-21 6.467e-21 2.596e-21 1.607e-21 7.615e-22 3.137e-21 1.547e-21
128352 GOODS-S 53.081149 -27.697853 5.781e-19 5.916e-19 2.506e-19 1.981e-19 1.768e-19 1.074e-19 8.609e-20 7.283e-20 1.582e-20 7.433e-21 1.403e-21 -9.900e+01 1.116e-20 1.933e-20 6.218e-21 6.118e-21 6.155e-21 5.225e-21 6.899e-21 3.624e-21 1.762e-21 1.057e-21 3.667e-21 1.757e-21
122015 GOODS-S 53.081172 -27.704678 1.316e-18 3.052e-18 8.385e-18 1.070e-17 1.030e-17 8.725e-18 7.949e-18 7.254e-18 9.009e-19 4.576e-19 1.752e-19 5.308e-20 1.449e-20 2.310e-20 1.000e-20 9.602e-21 9.406e-21 7.425e-21 1.030e-20 1.234e-20 1.813e-21 9.460e-22 3.092e-21 1.622e-21
121644 GOODS-S 53.081295 -27.712206 3.579e-19 2.215e-19 2.138e-19 1.994e-19 1.603e-19 9.971e-20 7.601e-20 6.931e-20 1.094e-20 4.961e-21 2.450e-22 3.055e-21 1.131e-20 1.878e-20 8.513e-21 8.254e-21 8.136e-21 6.252e-21 8.207e-21 3.534e-21 1.493e-21 7.039e-22 2.884e-21 1.442e-21
133441 GOODS-S 53.081364 -27.686577 7.067e-19 5.861e-19 3.156e-19 2.005e-19 2.985e-19 9.510e-20 -9.900e+01 3.057e-20 1.914e-20 8.513e-21 4.206e-21 5.514e-21 1.511e-20 1.836e-20 8.357e-21 8.393e-21 8.462e-21 6.137e-21 -9.900e+01 3.416e-21 3.471e-21 1.775e-21 4.480e-21 2.221e-21
108208 GOODS-S 53.081365 -27.740199 4.001e-19 3.033e-19 1.638e-19 1.018e-19 1.207e-19 8.437e-20 7.493e-20 6.035e-20 1.035e-20 6.159e-21 1.999e-22 7.330e-22 9.904e-21 1.507e-20 7.001e-21 6.746e-21 6.687e-21 4.784e-21 7.146e-21 2.634e-21 1.485e-21 8.014e-22 2.355e-21 1.224e-21
134948 GOODS-S 53.081432 -27.683642 2.061e-19 2.234e-19 2.216e-19 1.709e-19 1.035e-19 8.403e-20 -9.900e+01 7.315e-20 2.406e-20 1.584e-20 1.183e-20 7.941e-21 1.333e-20 1.789e-20 8.301e-21 8.273e-21 8.363e-21 8.241e-21 -9.900e+01 5.596e-21 2.884e-21 1.751e-21 4.075e-21 2.019e-21
120507 GOODS-S 53.081496 -27.714769 3.497e-19 2.779e-19 1.616e-19 9.150e-20 6.542e-20 6.679e-20 8.676e-20 6.613e-20 8.740e-21 4.761e-21 -9.900e+01 -9.900e+01 9.783e-21 1.531e-20 7.003e-21 6.833e-21 6.703e-21 4.888e-21 6.833e-21 2.740e-21 1.310e-21 7.407e-22 2.813e-21 1.399e-21
109217 GOODS-S 53.081559 -27.738079 9.763e-20 1.157e-19 2.145e-19 2.654e-19 2.411e-19 1.929e-19 1.703e-19 1.487e-19 2.427e-20 1.056e-20 2.398e-21 -9.900e+01 9.937e-21 1.677e-20 7.784e-21 7.559e-21 7.482e-21 5.405e-21 8.721e-21 3.693e-21 1.756e-21 9.405e-22 2.789e-21 1.486e-21
99375 GOODS-S 53.081585 -27.758688 9.828e-20 1.123e-19 1.015e-19 9.758e-20 8.068e-20 4.625e-20 4.499e-20 3.411e-20 -9.900e+01 -9.900e+01 6.590e-21 -9.900e+01 9.137e-21 1.342e-20 6.379e-21 6.107e-21 6.099e-21 6.667e-21 6.667e-21 3.350e-21 2.898e-21 1.559e-21 2.455e-21 8.021e-21
117608 GOODS-S 53.081636 -27.717718 5.507e-19 6.469e-19 2.137e-18 4.781e-18 4.955e-18 4.288e-18 3.938e-18 3.634e-18 9.002e-19 3.598e-19 1.773e-19 5.135e-20 1.229e-20 1.727e-20 7.901e-21 7.689e-21 7.598e-21 4.981e-21 6.687e-21 7.288e-21 1.404e-21 8.540e-22 2.839e-21 1.445e-21
132214 GOODS-S 53.081644 -27.688134 1.099e-18 1.061e-18 8.336e-19 8.420e-19 1.113e-18 1.127e-18 1.148e-18 1.169e-18 6.160e-19 4.263e-19 2.014e-19 9.894e-20 1.663e-20 3.121e-20 1.408e-20 1.406e-20 1.420e-20 1.249e-20 2.117e-20 9.318e-21 2.662e-21 1.359e-21 3.177e-21 1.666e-21
