# PearsID field ra dec U_flux f435w_flux f606w_flux f775w_flux f850lp_flux f125w_flux f140w_flux f160w_flux irac1_flux irac2_flux irac3_flux irac4_flux U_flux_err f435w_flux_err f606w_flux_err f775w_flux_err f850lp_flux_err f125w_flux_err f140w_flux_err f160w_flux_err irac1_flux_err irac2_flux_err irac3_flux_err irac4_flux_err
102776 GOODS-N 189.263967 62.299514 2.853e-18 1.583e-18 1.081e-18 1.265e-18 1.409e-18 1.054e-18 9.210e-19 7.775e-19 2.077e-19 9.496e-20 4.020e-20 1.961e-20 4.337e-20 2.399e-20 9.387e-21 8.647e-21 7.975e-21 2.846e-21 7.666e-21 5.805e-21 1.466e-21 9.797e-22 3.010e-21 1.595e-21
47379 GOODS-N 189.263989 62.198287 3.649e-19 3.987e-19 2.717e-19 1.819e-19 1.330e-19 9.428e-20 9.871e-20 7.994e-20 1.615e-20 1.063e-20 8.666e-21 1.303e-21 4.480e-20 1.740e-20 7.463e-21 6.497e-21 5.983e-21 2.096e-21 5.140e-21 3.179e-21 1.340e-21 8.889e-22 4.470e-21 2.241e-21
88688 GOODS-N 189.264121 62.271168 -9.900e+01 1.043e-21 7.702e-20 8.562e-20 5.314e-20 2.454e-20 2.089e-20 1.808e-20 1.786e-21 6.385e-23 2.639e-21 4.882e-22 4.306e-20 1.500e-20 5.922e-21 5.406e-21 5.005e-21 1.748e-21 4.364e-21 2.648e-21 1.565e-21 1.282e-21 6.552e-21 3.206e-21
110367 GOODS-N 189.264167 62.310203 2.312e-19 1.812e-19 9.013e-20 8.163e-20 9.325e-20 5.567e-20 4.446e-20 3.897e-20 7.239e-21 4.002e-21 7.782e-22 -9.900e+01 4.215e-20 1.971e-20 7.480e-21 7.041e-21 6.452e-21 2.649e-21 4.845e-21 3.588e-21 2.752e-21 1.674e-21 2.758e-21 1.737e-21
87947 GOODS-N 189.264217 62.270662 1.147e-19 1.218e-19 1.236e-19 9.471e-20 8.607e-20 3.954e-20 2.908e-20 3.075e-20 1.697e-21 -9.900e+01 1.365e-21 -9.900e+01 3.513e-20 1.514e-20 5.917e-21 5.612e-21 5.057e-21 1.751e-21 4.398e-21 2.227e-21 1.081e-21 8.809e-22 4.694e-21 2.301e-21
107677 GOODS-N 189.264238 62.305758 1.431e-19 1.898e-19 1.871e-19 1.183e-19 1.031e-19 9.062e-20 9.282e-20 8.193e-20 2.455e-20 1.663e-20 9.946e-21 2.205e-22 4.427e-20 1.839e-20 6.960e-21 6.555e-21 5.935e-21 2.377e-21 5.739e-21 2.942e-21 2.047e-21 1.473e-21 3.125e-21 1.775e-21
106442 GOODS-N 189.264270 62.304319 3.338e-19 2.896e-19 2.640e-19 3.290e-19 3.803e-19 3.441e-19 3.185e-19 2.736e-19 1.049e-19 4.885e-20 2.094e-20 8.666e-21 4.166e-20 1.827e-20 6.993e-21 6.424e-21 5.954e-21 2.315e-21 6.198e-21 3.521e-21 1.622e-21 1.237e-21 2.889e-21 1.568e-21
88564 GOODS-N 189.264288 62.275296 4.872e-18 3.315e-18 5.122e-18 5.181e-18 4.744e-18 3.348e-18 2.925e-18 2.535e-18 3.141e-19 1.846e-19 4.971e-20 6.149e-20 6.790e-20 5.745e-20 2.290e-20 2.082e-20 1.924e-20 6.866e-21 1.805e-20 1.176e-20 2.527e-21 2.141e-21 9.548e-21 4.713e-21
102190 GOODS-N 189.264583 62.297833 8.864e-19 6.442e-19 4.416e-19 5.075e-19 4.762e-19 3.452e-19 3.022e-19 2.515e-19 6.005e-20 2.667e-20 2.442e-21 2.655e-21 4.503e-20 2.146e-20 8.309e-21 7.800e-21 7.177e-21 2.569e-21 6.673e-21 4.222e-21 1.637e-21 9.833e-22 3.232e-21 1.659e-21
78738 GOODS-N 189.265001 62.253931 5.970e-19 5.630e-19 3.042e-19 2.036e-19 1.880e-19 1.492e-19 1.078e-19 1.068e-19 2.305e-20 1.489e-20 1.419e-21 2.617e-22 3.868e-20 1.731e-20 6.256e-21 5.928e-21 5.313e-21 1.764e-21 1.121e-20 2.818e-21 1.977e-21 1.157e-21 5.320e-21 2.578e-21
90822 GOODS-N 189.265614 62.276571 9.706e-19 7.665e-19 6.078e-19 6.430e-19 5.671e-19 3.818e-19 3.033e-19 2.745e-19 6.383e-20 2.842e-20 8.420e-21 6.710e-21 4.508e-20 1.991e-20 7.708e-21 7.070e-21 6.495e-21 2.289e-21 6.155e-21 4.053e-21 2.339e-21 1.925e-21 8.900e-21 4.341e-21
95497 GOODS-N 189.265919 62.284442 2.355e-19 3.133e-19 1.402e-19 9.073e-20 5.453e-20 4.632e-20 5.107e-20 4.374e-20 5.614e-21 4.580e-21 3.323e-21 -9.900e+01 3.923e-20 1.669e-20 6.778e-21 6.156e-21 5.794e-21 2.131e-21 5.346e-21 2.771e-21 2.661e-21 1.712e-21 1.641e-20 1.117e-20
86384 GOODS-N 189.266320 62.268121 4.844e-19 3.562e-19 2.759e-19 2.879e-19 2.135e-19 1.241e-19 1.029e-19 9.195e-20 1.371e-20 5.729e-21 1.941e-22 1.387e-22 4.104e-20 1.997e-20 7.697e-21 7.075e-21 6.583e-21 2.280e-21 5.751e-21 3.366e-21 1.474e-21 1.083e-21 6.118e-21 3.236e-21
99504 GOODS-N 189.266320 62.293076 1.031e-19 7.311e-20 4.723e-20 6.380e-20 4.330e-20 8.056e-20 8.942e-20 9.754e-20 1.004e-19 7.942e-20 4.429e-20 1.727e-20 4.390e-20 2.732e-20 1.109e-20 1.021e-20 9.276e-21 3.636e-21 9.429e-21 4.319e-21 3.222e-21 1.818e-21 4.018e-21 2.234e-21
91923 GOODS-N 189.266329 62.277175 1.471e-19 1.795e-19 9.028e-20 9.844e-20 9.123e-20 5.881e-20 5.159e-20 4.166e-20 1.740e-20 5.422e-21 -9.900e+01 -9.900e+01 4.422e-20 1.532e-20 6.133e-21 5.592e-21 5.225e-21 1.825e-21 4.631e-21 2.850e-21 2.597e-21 2.082e-21 9.802e-21 4.709e-21
89565 GOODS-N 189.266435 62.272886 2.355e-19 2.069e-19 1.165e-19 1.238e-19 8.642e-20 8.247e-20 3.614e-20 2.729e-20 -9.900e+01 -9.900e+01 -9.900e+01 -9.900e+01 5.220e-20 2.665e-20 1.051e-20 9.612e-21 8.848e-21 3.143e-21 8.435e-21 4.465e-21 2.188e-21 1.952e-21 8.926e-21 4.436e-21
53676 GOODS-N 189.266459 62.209169 -9.900e+01 2.983e-20 1.563e-20 7.396e-20 1.036e-19 5.482e-20 4.204e-20 3.812e-20 8.851e-21 6.692e-21 1.597e-21 2.455e-21 3.715e-20 1.391e-20 5.518e-21 4.863e-21 4.422e-21 1.751e-21 3.570e-21 2.443e-21 1.597e-21 1.025e-21 5.233e-21 2.459e-21
47932 GOODS-N 189.266611 62.199303 -9.900e+01 1.477e-19 2.726e-19 1.856e-19 1.448e-19 1.130e-19 1.273e-19 1.126e-19 6.306e-20 5.565e-20 3.540e-20 2.958e-20 4.107e-20 1.412e-20 5.485e-21 4.807e-21 4.397e-21 1.672e-21 4.476e-21 2.234e-21 1.630e-21 9.414e-22 5.049e-21 2.575e-21
98510 GOODS-N 189.266629 62.290704 5.851e-19 6.831e-19 5.609e-19 3.910e-19 3.276e-19 2.911e-19 2.910e-19 2.783e-19 7.882e-20 4.537e-20 1.860e-20 1.373e-20 3.761e-20 1.909e-20 8.941e-21 8.140e-21 7.467e-21 2.339e-21 6.043e-21 4.053e-21 3.618e-21 2.037e-21 5.839e-18 1.970e-21
53652 GOODS-N 189.266742 62.209444 5.802e-19 7.198e-19 5.682e-19 3.630e-19 2.623e-19 1.494e-19 1.334e-19 1.092e-19 2.386e-20 1.282e-20 1.025e-20 2.083e-21 3.765e-20 1.443e-20 5.629e-21 4.949e-21 4.496e-21 1.757e-21 3.654e-21 2.590e-21 1.438e-21 9.319e-22 4.747e-21 2.228e-21
78114 GOODS-N 189.266750 62.256466 2.053e-18 2.562e-18 3.182e-18 2.712e-18 2.519e-18 1.652e-18 -9.900e+01 1.282e-18 1.765e-19 1.017e-19 4.368e-20 5.294e-20 4.483e-20 2.250e-20 9.135e-21 8.410e-21 7.639e-21 2.983e-21 -9.900e+01 6.358e-21 1.810e-21 1.105e-21 5.553e-21 2.739e-21
104709 GOODS-N 189.266863 62.301042 4.970e-19 3.650e-19 1.984e-19 1.495e-19 1.483e-19 1.582e-19 1.455e-19 1.166e-19 2.429e-20 1.220e-20 2.982e-21 3.470e-21 4.238e-20 2.548e-20 1.048e-20 9.834e-21 8.884e-21 3.455e-21 8.354e-21 5.467e-21 1.431e-21 9.957e-22 3.019e-21 1.657e-21
112443 GOODS-N 189.266951 62.313581 3.993e-19 3.264e-19 2.898e-19 2.709e-19 1.973e-19 1.265e-19 9.385e-20 9.037e-20 1.467e-20 6.071e-21 4.571e-21 -9.900e+01 4.103e-20 1.816e-20 7.509e-21 7.080e-21 6.515e-21 2.724e-21 6.046e-21 3.911e-21 2.726e-21 1.814e-21 3.451e-21 1.912e-21
85547 GOODS-N 189.267057 62.265870 2.622e-20 8.768e-20 8.681e-20 7.998e-20 5.557e-20 4.067e-20 3.796e-20 5.020e-20 9.593e-21 6.212e-21 2.393e-21 3.272e-21 4.144e-20 1.823e-20 6.523e-21 6.005e-21 5.455e-21 2.254e-21 4.433e-21 3.363e-21 1.479e-21 9.205e-22 4.405e-21 2.275e-21
52245 GOODS-N 189.267258 62.206959 1.337e-19 1.890e-19 1.739e-19 1.561e-19 1.241e-19 7.862e-20 5.818e-20 5.853e-20 5.397e-21 8.742e-22 -9.900e+01 -9.900e+01 3.733e-20 1.696e-20 6.711e-21 5.850e-21 5.314e-21 2.087e-21 4.318e-21 2.773e-21 1.345e-21 8.086e-22 4.240e-21 2.143e-21
82361 GOODS-N 189.267381 62.259902 2.052e-19 2.882e-19 2.108e-19 1.309e-19 1.191e-19 1.294e-19 1.342e-19 1.172e-19 3.292e-20 2.138e-20 6.731e-21 1.279e-21 4.042e-20 2.297e-20 6.417e-21 5.907e-21 5.366e-21 2.203e-21 4.361e-21 3.479e-21 2.095e-21 1.232e-21 5.820e-21 2.886e-21
87575 GOODS-N 189.267496 62.269793 3.246e-19 4.490e-19 2.754e-19 1.812e-19 1.428e-19 1.388e-19 1.284e-19 1.132e-19 2.539e-20 1.523e-20 9.560e-21 1.191e-21 3.883e-20 1.602e-20 6.197e-21 5.642e-21 5.241e-21 1.850e-21 4.839e-21 2.759e-21 1.500e-21 1.222e-21 6.647e-21 3.562e-21
98082 GOODS-N 189.267636 62.290734 2.055e-18 1.296e-18 6.938e-19 5.619e-19 6.734e-19 4.624e-19 4.002e-19 3.540e-19 7.822e-20 4.730e-20 5.066e-21 3.122e-21 4.528e-20 3.483e-20 1.621e-20 1.473e-20 1.354e-20 4.213e-21 1.101e-20 7.314e-21 3.915e-21 2.169e-21 3.027e-18 3.085e-18
85889 GOODS-N 189.267687 62.266494 -9.900e+01 4.987e-20 2.560e-20 9.249e-20 8.181e-20 4.259e-20 2.089e-20 2.775e-20 8.959e-21 8.343e-21 -9.900e+01 -9.900e+01 5.491e-20 2.767e-20 1.058e-20 9.559e-21 8.859e-21 3.410e-21 6.699e-21 5.552e-21 2.291e-21 1.474e-21 7.575e-21 3.939e-21
88999 GOODS-N 189.267733 62.273573 1.694e-18 1.421e-18 2.364e-18 2.799e-18 2.807e-18 2.418e-18 2.305e-18 2.271e-18 4.979e-19 2.703e-19 1.341e-19 1.291e-19 6.581e-20 4.841e-20 1.915e-20 1.763e-20 1.623e-20 5.860e-21 1.497e-20 8.224e-21 2.268e-21 2.018e-21 8.868e-21 4.489e-21
102886 GOODS-N 189.267768 62.300502 3.699e-19 3.629e-19 5.095e-19 7.541e-19 7.298e-19 6.320e-19 6.003e-19 5.604e-19 1.433e-19 6.466e-20 3.169e-20 1.426e-20 4.196e-20 2.837e-20 1.168e-20 1.094e-20 9.841e-21 3.879e-21 9.468e-21 5.270e-21 1.319e-21 9.151e-22 2.982e-21 1.647e-21
92403 GOODS-N 189.267963 62.278403 8.785e-20 6.803e-20 9.079e-20 7.999e-20 6.531e-20 3.897e-20 3.462e-20 2.750e-20 3.652e-21 3.389e-22 -9.900e+01 -9.900e+01 3.911e-20 1.594e-20 6.381e-21 5.820e-21 5.434e-21 1.904e-21 5.102e-21 2.305e-21 1.563e-21 1.196e-21 6.322e-21 3.146e-21
107950 GOODS-N 189.268004 62.306137 4.396e-19 3.834e-19 2.399e-19 2.123e-19 2.049e-19 1.384e-19 1.044e-19 8.411e-20 2.495e-20 1.127e-20 -9.900e+01 2.570e-21 4.377e-20 1.522e-20 6.267e-21 5.844e-21 5.388e-21 2.264e-21 5.788e-21 3.204e-21 2.249e-21 1.394e-21 3.774e-21 2.075e-21
105974 GOODS-N 189.268176 62.302848 3.555e-19 2.858e-19 1.506e-19 8.505e-20 7.611e-20 6.086e-20 5.293e-20 3.894e-20 7.707e-21 4.010e-21 -9.900e+01 -9.900e+01 3.533e-20 1.428e-20 5.846e-21 5.461e-21 5.013e-21 1.954e-21 3.770e-21 2.926e-21 1.430e-21 9.220e-22 2.776e-21 1.499e-21
88801 GOODS-N 189.268248 62.272033 -9.900e+01 -9.900e+01 4.418e-20 6.191e-20 4.599e-20 1.688e-20 1.476e-20 1.264e-20 1.562e-21 -9.900e+01 -9.900e+01 -9.900e+01 4.521e-20 1.577e-20 6.215e-21 5.665e-21 5.219e-21 1.856e-21 4.851e-21 2.037e-21 3.732e-21 3.147e-21 1.432e-20 7.329e-21
89494 GOODS-N 189.268412 62.273275 5.018e-19 4.742e-19 5.705e-19 4.421e-19 3.818e-19 2.247e-19 1.863e-19 1.575e-19 9.734e-21 1.207e-20 -9.900e+01 4.964e-23 4.702e-20 1.946e-20 7.740e-21 7.051e-21 6.507e-21 2.315e-21 6.061e-21 3.792e-21 1.885e-21 1.642e-21 7.338e-21 3.650e-21
90275 GOODS-N 189.268562 62.274140 -9.900e+01 1.276e-19 1.691e-19 1.231e-19 8.690e-20 4.530e-20 1.945e-20 3.677e-20 2.304e-20 2.767e-20 3.526e-20 3.379e-20 5.471e-20 1.801e-20 7.183e-21 6.548e-21 6.069e-21 2.143e-21 5.505e-21 3.085e-21 2.701e-21 2.417e-21 1.075e-20 5.132e-21
94543 GOODS-N 189.268699 62.282593 9.878e-20 2.317e-19 4.814e-19 5.798e-19 5.120e-19 3.423e-19 2.855e-19 2.414e-19 1.630e-20 7.480e-21 5.553e-21 8.529e-22 4.219e-20 1.356e-20 5.432e-21 5.019e-21 4.584e-21 1.651e-21 4.157e-21 2.283e-21 3.142e-21 1.979e-21 1.846e-20 1.928e-21
108096 GOODS-N 189.269125 62.307216 3.201e-18 2.482e-18 1.278e-18 8.708e-19 8.255e-19 5.088e-19 3.972e-19 3.661e-19 7.211e-20 4.195e-20 1.512e-20 6.735e-21 4.024e-20 1.483e-20 6.106e-21 5.633e-21 5.216e-21 2.274e-21 5.767e-21 3.814e-21 1.861e-21 1.070e-21 2.910e-21 1.656e-21
91271 GOODS-N 189.269313 62.281052 7.765e-18 5.781e-18 8.910e-18 9.656e-18 9.503e-18 7.580e-18 7.055e-18 6.460e-18 9.616e-19 5.895e-19 2.655e-19 3.501e-19 6.089e-20 3.326e-20 1.352e-20 1.229e-20 1.124e-20 4.027e-21 1.031e-20 1.229e-20 3.176e-21 2.176e-21 1.903e-20 1.101e-20
106811 GOODS-N 189.269370 62.304456 7.598e-20 1.207e-19 1.122e-19 9.889e-20 8.017e-20 4.542e-20 4.316e-20 3.167e-20 2.112e-21 1.423e-21 -9.900e+01 -9.900e+01 4.115e-20 1.537e-20 6.298e-21 5.846e-21 5.374e-21 2.085e-21 5.768e-21 2.414e-21 1.200e-21 7.089e-22 2.202e-21 1.192e-21
48455 GOODS-N 189.269459 62.200128 9.576e-20 9.186e-20 9.885e-20 9.289e-20 8.208e-20 4.979e-20 4.586e-20 3.678e-20 5.964e-21 1.791e-21 1.843e-21 -9.900e+01 4.596e-20 2.030e-20 7.555e-21 6.956e-21 6.318e-21 2.434e-21 6.356e-21 3.341e-21 1.714e-21 9.197e-22 4.907e-21 2.562e-21
98668 GOODS-N 189.269479 62.290789 1.968e-19 1.389e-19 1.531e-19 1.194e-19 1.011e-19 5.392e-20 4.888e-20 3.741e-20 8.595e-21 -9.900e+01 -9.900e+01 -9.900e+01 4.061e-20 2.058e-20 9.910e-21 8.772e-21 8.069e-21 2.487e-21 6.694e-21 3.449e-21 4.422e-21 2.373e-21 5.264e-21 2.258e-21
105713 GOODS-N 189.269489 62.302593 5.152e-19 4.328e-19 2.395e-19 1.329e-19 8.730e-20 7.697e-20 7.488e-20 6.746e-20 7.079e-21 4.489e-21 2.702e-21 2.094e-21 3.556e-20 1.723e-20 7.059e-21 6.547e-21 6.016e-21 2.343e-21 5.377e-21 3.055e-21 1.178e-21 7.318e-22 2.344e-21 1.274e-21
49448 GOODS-N 189.269592 62.201759 2.331e-19 2.402e-19 1.360e-19 8.510e-20 6.661e-20 7.133e-20 5.003e-20 3.370e-20 9.796e-21 5.546e-21 2.144e-21 -9.900e+01 4.471e-20 1.696e-20 6.323e-21 5.821e-21 5.287e-21 2.024e-21 5.024e-21 3.116e-21 2.085e-21 9.552e-22 5.053e-21 2.651e-21
94884 GOODS-N 189.269681 62.283082 4.583e-19 4.693e-19 2.391e-19 1.381e-19 1.107e-19 1.334e-19 9.280e-20 2.657e-20 7.645e-21 3.377e-21 -9.900e+01 7.255e-21 4.145e-20 1.702e-20 6.930e-21 6.257e-21 5.851e-21 2.080e-21 5.168e-21 2.613e-21 3.086e-21 1.883e-21 1.698e-20 6.300e-21
92276 GOODS-N 189.269839 62.278327 2.379e-19 1.124e-19 1.914e-19 2.843e-19 3.408e-19 4.227e-19 4.160e-19 3.895e-19 2.421e-19 1.234e-19 4.286e-20 3.237e-20 4.330e-20 1.549e-20 6.366e-21 5.765e-21 5.315e-21 1.856e-21 4.877e-21 3.321e-21 2.774e-21 2.085e-21 1.217e-20 5.866e-21
92250 GOODS-N 189.270134 62.278701 8.576e-19 8.041e-19 7.805e-19 7.963e-19 6.448e-19 4.175e-19 3.554e-19 3.185e-19 6.966e-20 3.208e-20 5.255e-20 1.101e-20 4.456e-20 1.729e-20 6.887e-21 6.301e-21 5.855e-21 2.055e-21 5.572e-21 3.534e-21 2.712e-21 2.010e-21 1.289e-20 6.020e-21
110852 GOODS-N 189.270234 62.310738 5.433e-19 5.154e-19 2.829e-19 1.643e-19 1.349e-19 1.352e-19 1.126e-19 8.156e-20 2.365e-20 1.576e-20 2.180e-21 1.107e-21 4.219e-20 1.675e-20 6.961e-21 6.491e-21 5.963e-21 2.632e-21 5.497e-21 4.295e-21 2.779e-21 1.711e-21 3.902e-21 2.120e-21
86209 GOODS-N 189.270302 62.267096 1.134e-19 1.838e-19 1.433e-19 1.345e-19 1.574e-19 3.141e-19 3.270e-19 3.307e-19 2.145e-19 1.719e-19 1.274e-19 7.539e-20 4.112e-20 2.014e-20 7.791e-21 7.298e-21 6.540e-21 2.305e-21 5.820e-21 4.800e-21 1.653e-21 1.038e-21 6.099e-21 3.215e-21
50528 GOODS-N 189.270322 62.204284 5.536e-19 4.585e-19 3.180e-19 3.761e-19 3.398e-19 2.021e-19 1.563e-19 1.393e-19 2.913e-20 1.185e-20 3.412e-21 7.831e-22 3.832e-20 1.465e-20 5.458e-21 5.024e-21 4.564e-21 1.771e-21 4.390e-21 2.599e-21 1.389e-21 7.635e-22 4.483e-21 2.348e-21
48929 GOODS-N 189.270437 62.201391 1.053e-19 1.527e-19 2.097e-19 1.914e-19 1.367e-19 9.698e-20 7.664e-20 6.526e-20 1.017e-20 3.340e-21 4.195e-21 1.337e-21 4.729e-20 2.552e-20 9.496e-21 8.742e-21 7.941e-21 3.040e-21 8.207e-21 4.988e-21 2.104e-21 1.045e-21 5.580e-21 2.945e-21
84041 GOODS-N 189.270443 62.262983 -9.900e+01 9.713e-20 1.275e-19 1.061e-19 9.610e-20 5.390e-20 4.278e-20 4.070e-20 4.981e-21 -9.900e+01 1.615e-21 2.519e-22 4.582e-20 1.804e-20 6.381e-21 5.874e-21 5.336e-21 2.252e-21 4.392e-21 3.494e-21 1.890e-21 1.092e-21 6.029e-21 3.085e-21
83452 GOODS-N 189.270563 62.262205 2.727e-20 9.953e-20 1.482e-19 1.386e-19 1.059e-19 6.096e-20 4.968e-20 4.819e-20 1.586e-20 1.070e-20 -9.900e+01 1.827e-21 4.489e-20 2.443e-20 9.382e-21 8.520e-21 8.055e-21 3.014e-21 6.123e-21 4.890e-21 2.046e-21 1.192e-21 6.479e-21 3.321e-21
98705 GOODS-N 189.270859 62.290804 6.307e-20 2.358e-19 2.388e-19 1.828e-19 2.077e-19 2.309e-19 2.498e-19 2.359e-19 1.273e-19 9.208e-20 7.097e-20 2.843e-20 4.079e-20 1.715e-20 7.946e-21 7.251e-21 6.735e-21 2.090e-21 5.802e-21 3.571e-21 3.940e-21 2.054e-21 3.614e-21 1.968e-21
99535 GOODS-N 189.270893 62.291945 -9.900e+01 1.683e-20 2.411e-19 2.636e-19 2.190e-19 1.166e-19 9.454e-20 8.386e-20 2.664e-20 1.127e-20 6.177e-21 4.932e-21 4.036e-20 1.533e-20 6.255e-21 5.822e-21 5.376e-21 1.853e-21 4.976e-21 2.678e-21 3.446e-21 1.786e-21 3.608e-21 1.928e-21
99310 GOODS-N 189.270986 62.291661 5.455e-19 3.790e-19 2.253e-19 2.376e-19 2.059e-19 1.264e-19 1.069e-19 8.691e-20 2.378e-20 1.212e-20 -9.900e+01 -9.900e+01 4.112e-20 1.572e-20 6.430e-21 6.024e-21 5.566e-21 1.907e-21 5.069e-21 2.916e-21 3.721e-21 1.920e-21 3.751e-21 2.012e-21
83782 GOODS-N 189.271066 62.263044 1.110e-18 1.006e-18 1.201e-18 1.221e-18 1.013e-18 6.565e-19 5.556e-19 4.899e-19 7.517e-20 3.603e-20 1.896e-20 7.578e-21 4.039e-20 1.698e-20 6.049e-21 5.569e-21 5.059e-21 2.095e-21 4.111e-21 3.896e-21 1.740e-21 1.007e-21 5.749e-21 2.958e-21
89655 GOODS-N 189.271113 62.274348 2.137e-18 1.291e-18 7.805e-19 7.182e-19 8.214e-19 5.882e-19 4.964e-19 4.283e-19 1.145e-19 5.448e-20 1.973e-20 1.225e-20 4.916e-20 2.845e-20 1.132e-20 1.024e-20 9.572e-21 3.359e-21 8.743e-21 5.936e-21 2.409e-21 1.962e-21 8.736e-21 4.548e-21
109851 GOODS-N 189.271150 62.312059 1.038e-18 7.766e-19 6.423e-19 7.954e-19 7.894e-19 5.560e-19 5.027e-19 4.161e-19 1.128e-19 5.046e-20 1.788e-20 8.251e-21 4.309e-20 2.266e-20 9.402e-21 8.862e-21 8.228e-21 3.058e-21 7.918e-21 4.925e-21 2.476e-21 1.591e-21 3.400e-21 1.773e-21
88091 GOODS-N 189.271387 62.270813 2.288e-19 2.641e-19 1.362e-19 1.352e-19 1.307e-19 7.687e-20 8.963e-20 4.831e-20 7.582e-21 2.136e-21 -9.900e+01 -9.900e+01 5.520e-20 3.835e-20 1.499e-20 1.372e-20 1.258e-20 4.441e-21 1.192e-20 5.899e-21 2.403e-21 1.634e-21 7.745e-21 4.224e-21
84883 GOODS-N 189.271476 62.264726 4.528e-19 4.412e-19 3.018e-19 2.036e-19 1.611e-19 1.484e-19 1.330e-19 1.277e-19 2.725e-20 1.759e-20 -9.900e+01 -9.900e+01 4.251e-20 1.752e-20 6.244e-21 5.748e-21 5.222e-21 2.167e-21 4.244e-21 3.332e-21 1.919e-21 1.101e-21 6.261e-21 3.235e-21
81311 GOODS-N 189.271496 62.258621 2.398e-20 1.310e-19 9.051e-20 8.518e-20 7.610e-20 4.736e-20 -9.900e+01 3.680e-20 4.878e-21 2.670e-21 2.083e-22 -9.900e+01 4.478e-20 1.999e-20 7.113e-21 6.424e-21 5.989e-21 2.071e-21 -9.900e+01 4.000e-21 1.741e-21 1.122e-21 6.119e-21 2.982e-21
48663 GOODS-N 189.271562 62.202965 1.846e-18 1.339e-18 1.687e-18 1.467e-18 1.249e-18 7.754e-19 6.262e-19 5.549e-19 7.010e-20 3.213e-20 1.675e-20 4.397e-21 5.441e-20 4.386e-20 1.735e-20 1.524e-20 1.369e-20 5.281e-21 1.318e-20 8.089e-21 2.191e-21 1.064e-21 5.395e-21 2.906e-21
109035 GOODS-N 189.271572 62.308714 7.505e-19 5.931e-19 3.425e-19 2.772e-19 3.089e-19 2.164e-19 1.810e-19 1.686e-19 3.974e-20 2.196e-20 1.944e-21 2.968e-21 3.994e-20 1.886e-20 7.779e-21 7.288e-21 6.652e-21 2.858e-21 6.293e-21 5.054e-21 2.036e-21 1.090e-21 3.186e-21 1.725e-21
97213 GOODS-N 189.271785 62.288028 5.947e-19 4.661e-19 4.636e-19 3.478e-19 2.606e-19 1.587e-19 1.272e-19 1.099e-19 2.170e-20 1.090e-20 -9.900e+01 4.127e-22 5.075e-20 2.139e-20 8.691e-21 8.137e-21 7.353e-21 2.602e-21 6.787e-21 4.560e-21 5.197e-21 2.665e-21 3.962e-19 8.204e-18
50613 GOODS-N 189.271943 62.203893 5.115e-19 4.564e-19 2.788e-19 1.575e-19 1.257e-19 1.179e-19 1.044e-19 8.858e-20 2.160e-20 1.327e-20 6.993e-21 -9.900e+01 4.042e-20 1.822e-20 7.258e-21 6.383e-21 5.810e-21 2.224e-21 5.468e-21 3.623e-21 1.802e-21 9.143e-22 5.007e-21 2.649e-21
100703 GOODS-N 189.271952 62.296227 1.660e-18 1.294e-18 9.299e-19 9.638e-19 8.614e-19 5.121e-19 3.990e-19 3.465e-19 7.261e-20 2.937e-20 2.050e-20 6.409e-21 3.473e-20 1.491e-20 6.054e-21 5.573e-21 5.063e-21 1.942e-21 5.165e-21 3.381e-21 1.549e-21 9.791e-22 3.255e-21 1.670e-21
110097 GOODS-N 189.272269 62.309788 3.490e-19 1.968e-19 1.120e-19 8.237e-20 7.189e-20 5.487e-20 5.522e-20 3.958e-20 8.896e-21 5.616e-21 2.529e-21 -9.900e+01 3.878e-20 1.652e-20 6.791e-21 6.387e-21 5.811e-21 2.521e-21 5.551e-21 3.632e-21 2.436e-21 1.357e-21 3.720e-21 1.906e-21
102314 GOODS-N 189.272420 62.297977 2.795e-19 2.654e-19 2.111e-19 2.602e-19 2.360e-19 1.465e-19 1.254e-19 1.013e-19 2.225e-20 9.205e-21 5.606e-21 -9.900e+01 3.627e-20 1.656e-20 6.723e-21 6.189e-21 5.622e-21 2.179e-21 5.723e-21 3.302e-21 1.269e-21 8.230e-22 3.073e-21 1.651e-21
88687 GOODS-N 189.272501 62.271573 2.725e-19 2.092e-19 1.340e-19 1.461e-19 1.359e-19 8.229e-20 6.787e-20 5.313e-20 9.247e-21 3.028e-21 8.555e-21 -9.900e+01 4.559e-20 1.876e-20 7.423e-21 6.690e-21 6.261e-21 2.196e-21 5.659e-21 3.928e-21 2.252e-21 1.455e-21 6.626e-21 3.549e-21
87576 GOODS-N 189.272657 62.269636 3.188e-21 1.313e-20 5.016e-20 1.276e-19 1.119e-19 7.679e-20 5.189e-20 7.096e-20 4.240e-20 3.056e-20 7.097e-21 3.338e-21 4.852e-20 2.800e-20 1.091e-20 9.863e-21 9.093e-21 3.209e-21 8.166e-21 5.692e-21 3.072e-21 1.744e-21 8.919e-21 5.009e-21
107021 GOODS-N 189.272758 62.306790 4.081e-19 2.819e-19 3.479e-19 5.421e-19 6.586e-19 6.350e-19 -9.900e+01 5.199e-19 1.878e-19 9.328e-20 3.468e-20 8.819e-21 4.194e-20 1.951e-20 7.912e-21 7.460e-21 6.872e-21 2.966e-21 -9.900e+01 5.253e-21 1.785e-21 9.334e-22 2.983e-21 1.624e-21
